col_time_id,col_date,col_annee,col_mois,col_jour,col_heure,col_trimestre,col_semaine,col_nom_jour,col_saison,col_est_weekend,col_creneau_horaire,col_polluant,col_concentration,col_unite,col_station_poll,col_condition_meteo,col_temperature_celsius,col_ressentie_celsius,col_humidite_pourcent,col_pression_hpa,col_vitesse_vent_kmh,col_visibilite_km,col_precipitations_mm,col_indice_uv,col_qualite_air_locale,col_alerte_meteo,col_nom_zone,col_type_zone,col_indice_pollution,col_niveau_bruit_db,col_biodiversite_index,col_type_horaire_pointe
TIM_10035,2024-01-01 00:00:00,2024,7,7,11,5.21,3.77,26,6.91,OUI,5.03,NO2,38.42,3.29,4.78,Nuageux,9.40,7.74,1.62,4.98,2.79,2.86,1.17,8.30,6.33,4.32,Centre-Ville,Résidentiel,9.50,9.67,67,2.67
TIM_10036,2024-01-01 00:00:00,2024,3,20,19,5.53,1.60,24,7.06,NON,6.94,PM10,46.29,4.54,9.64,Brouillard,2.16,5.00,4.97,4.80,3.39,4.29,5.87,7.71,9.72,7.42,ZAC Ouest,Parc Central,8.12,6.04,56,6.15
TIM_10037,2024-01-01 00:00:00,2024,10,22,12,2.80,4.83,14,7.28,NON,2.26,PM2.5,23.65,1.44,7.26,Pluie,1.35,7.58,7.41,4.03,4.19,7.98,7.48,8.86,4.54,7.09,Banlieue Sud,Centre-Ville,6.35,8.35,47,5.43
TIM_10038,2024-01-01 00:00:00,2024,6,24,8,6.65,3.05,6,4.36,NON,5.38,PM10,18.79,3.95,6.90,Nuageux,5.43,4.64,9.24,3.38,2.11,9.45,9.38,1.66,8.13,8.57,ZAC Ouest,ZAC Ouest,3.29,3.97,46,2.14
TIM_10039,2024-01-01 00:00:00,2024,4,10,13,7.45,8.35,11,5.43,OUI,6.74,CO2,26.62,9.62,6.56,Nuageux,8.20,4.81,4.49,8.33,1.78,3.79,4.28,7.38,7.64,6.54,Résidentiel,Zone Industrielle,4.83,1.38,38,1.03
TIM_10040,2024-01-01 00:00:00,2024,5,19,23,6.87,3.64,22,4.56,NON,3.56,CO2,30.22,8.63,7.32,Brouillard,7.61,5.17,5.14,3.14,1.95,7.71,9.62,4.00,7.52,4.62,Résidentiel,Zone Industrielle,4.84,7.54,79,6.91
TIM_10041,2024-01-01 00:00:00,2024,11,13,10,1.25,8.72,9,6.55,NON,1.01,PM10,39.81,6.94,7.90,Pluie,2.08,7.18,5.75,6.25,8.26,1.13,8.39,1.86,7.86,2.17,Résidentiel,ZAC Ouest,7.15,4.55,68,3.37
TIM_10042,2024-01-01 00:00:00,2024,12,4,5,4.63,6.69,1,2.20,NON,7.66,O3,46.37,4.89,2.59,Soleil,7.33,5.33,9.44,4.91,4.09,5.03,7.00,5.34,5.81,1.66,Résidentiel,Banlieue Sud,2.95,2.19,33,6.11
TIM_10043,2024-01-01 00:00:00,2024,9,1,18,2.93,1.82,25,9.10,OUI,1.35,PM2.5,13.41,7.56,9.99,Orage,1.24,3.64,5.79,3.01,9.39,4.14,8.73,8.49,1.87,7.05,ZAC Ouest,Centre-Ville,3.93,7.78,68,4.18
TIM_10044,2024-01-01 00:00:00,2024,5,7,14,9.28,7.95,12,4.51,OUI,3.73,O3,37.07,2.30,2.91,Nuageux,2.41,5.74,3.55,9.93,4.36,2.06,5.84,7.62,2.43,9.50,Zone Industrielle,Quartier Nord,8.19,8.14,23,1.11
TIM_10045,2024-01-01 00:00:00,2024,7,26,22,1.11,2.22,28,3.55,NON,3.60,NO2,2.40,1.59,9.26,Brouillard,8.44,6.99,4.36,2.30,9.51,5.88,1.18,4.21,4.90,3.06,Parc Central,Parc Central,4.38,3.38,62,6.79
TIM_10046,2024-01-01 00:00:00,2024,11,10,16,9.42,2.48,28,8.21,OUI,3.37,NO2,12.46,1.37,6.74,Pluie,5.93,5.08,8.98,8.67,3.62,3.56,3.10,8.03,5.54,5.12,Banlieue Sud,Centre-Ville,6.76,5.66,76,5.67
TIM_10047,2024-01-01 00:00:00,2024,7,7,20,3.35,7.07,10,6.28,NON,6.57,PM10,33.16,6.74,1.30,Pluie,2.84,7.90,7.01,4.32,1.42,5.71,2.62,4.49,2.58,6.16,Centre-Ville,Résidentiel,4.00,6.20,15,3.98
TIM_10048,2024-01-01 00:00:00,2024,6,14,2,2.09,6.84,20,8.07,OUI,8.64,O3,5.20,4.35,3.28,Brouillard,2.52,2.67,1.93,1.64,8.18,5.26,9.70,4.67,7.55,9.45,Parc Central,Banlieue Sud,5.03,7.22,51,7.34
TIM_10049,2024-01-01 00:00:00,2024,12,28,3,5.36,5.90,20,1.98,OUI,1.66,CO2,38.93,2.60,8.50,Orage,7.83,5.19,8.49,9.65,7.70,6.65,6.53,2.23,2.53,9.94,Centre-Ville,Résidentiel,3.11,9.36,28,1.17
TIM_10050,2024-01-01 00:00:00,2024,11,20,20,7.82,7.85,22,8.09,NON,1.52,O3,35.33,5.78,7.28,Nuageux,7.22,7.44,7.41,7.91,9.13,9.46,9.51,9.66,9.02,1.24,Banlieue Sud,Parc Central,8.67,1.11,40,8.06
TIM_10051,2024-01-01 00:00:00,2024,8,19,15,5.81,1.35,22,1.96,OUI,4.04,PM10,17.80,1.52,1.50,Pluie,3.47,2.93,6.06,1.81,7.96,1.41,3.03,8.38,9.29,1.36,Quartier Nord,ZAC Ouest,5.75,8.95,58,5.19
TIM_10052,2024-01-01 00:00:00,2024,8,19,22,1.84,7.35,19,4.80,OUI,4.32,O3,45.28,6.43,8.55,Brouillard,4.06,8.41,4.96,3.49,6.88,1.32,8.62,9.29,1.45,6.26,Zone Industrielle,Parc Central,5.16,5.53,27,4.73
TIM_10053,2024-01-01 00:00:00,2024,11,11,0,8.23,6.49,13,8.93,NON,1.97,O3,40.98,8.62,4.77,Soleil,5.47,9.20,2.45,7.90,8.39,8.42,9.42,9.09,8.13,9.29,Parc Central,ZAC Ouest,1.24,5.29,37,8.95
TIM_10054,2024-01-01 00:00:00,2024,5,10,11,2.72,9.92,21,7.74,OUI,2.53,PM2.5,41.90,2.17,2.63,Nuageux,6.97,5.60,3.11,4.95,7.69,8.31,1.20,1.49,1.39,2.02,Quartier Nord,Quartier Nord,8.30,8.81,76,5.61
TIM_10055,2024-01-01 00:00:00,2024,11,20,12,3.66,5.77,19,10.00,NON,3.28,SO2,45.07,9.81,1.18,Pluie,1.31,6.71,7.97,8.88,7.11,5.60,9.55,8.95,9.32,9.43,Zone Industrielle,Banlieue Sud,2.37,9.54,3,8.11
TIM_10056,2024-01-01 00:00:00,2024,5,26,0,8.89,9.46,13,4.01,OUI,1.85,PM10,34.26,5.09,8.97,Soleil,8.30,6.41,7.11,5.14,9.06,3.12,2.85,7.09,1.96,2.17,ZAC Ouest,Quartier Nord,2.51,4.34,34,4.48
TIM_10057,2024-01-01 00:00:00,2024,1,6,18,5.01,5.21,25,4.26,OUI,6.92,O3,37.32,3.44,6.88,Brouillard,2.07,4.77,8.45,3.14,6.18,7.07,2.95,7.53,8.90,4.63,Résidentiel,Zone Industrielle,2.79,1.90,60,7.07
TIM_10058,2024-01-01 00:00:00,2024,6,22,21,2.17,6.83,16,7.77,NON,9.32,SO2,18.03,1.51,6.87,Soleil,7.89,3.70,8.73,9.09,5.39,7.66,6.91,1.30,2.63,6.08,Banlieue Sud,Parc Central,6.19,8.37,74,9.60
TIM_10059,2024-01-01 00:00:00,2024,10,5,15,9.05,1.64,17,7.41,OUI,9.38,PM2.5,5.88,2.66,1.64,Soleil,8.29,4.62,8.98,8.39,9.63,2.70,5.61,6.68,2.87,3.22,Parc Central,Résidentiel,2.03,2.19,50,5.56
TIM_10060,2024-01-01 00:00:00,2024,4,1,7,3.80,2.95,15,8.37,OUI,8.98,O3,23.88,10.00,2.60,Brouillard,2.84,5.54,8.09,6.84,5.36,5.03,1.92,1.95,6.21,4.83,Résidentiel,Zone Industrielle,5.24,8.99,46,6.85
TIM_10061,2024-01-01 00:00:00,2024,7,10,15,1.87,9.53,14,9.19,NON,3.48,NO2,38.46,1.27,9.01,Soleil,3.43,2.66,6.68,6.30,5.82,9.26,1.02,7.20,7.85,5.05,Résidentiel,Résidentiel,1.33,7.48,95,7.23
TIM_10062,2024-01-01 00:00:00,2024,12,16,22,7.12,6.37,9,8.92,OUI,6.97,PM10,28.55,7.56,2.37,Soleil,9.73,5.88,6.42,3.88,2.59,3.52,5.24,5.88,8.39,5.09,Zone Industrielle,Centre-Ville,5.58,6.11,78,3.38
TIM_10063,2024-01-01 00:00:00,2024,3,22,7,2.99,1.05,19,9.41,NON,4.54,O3,42.68,9.60,1.15,Orage,5.73,7.61,7.17,6.63,8.59,2.84,6.11,2.47,6.48,3.63,Centre-Ville,Parc Central,6.41,2.82,40,6.70
TIM_10064,2024-01-01 00:00:00,2024,10,26,15,4.78,3.61,17,3.51,NON,1.79,PM2.5,13.69,5.34,3.16,Soleil,3.81,9.43,6.75,6.43,4.55,4.01,9.62,6.04,9.21,9.23,Quartier Nord,Centre-Ville,9.61,9.23,53,2.63
TIM_10065,2024-01-01 00:00:00,2024,9,8,11,2.30,7.78,3,6.06,NON,4.01,PM10,47.16,9.41,1.16,Nuageux,8.60,7.63,3.26,6.06,8.92,5.90,4.94,7.35,9.36,2.68,Zone Industrielle,Banlieue Sud,3.07,6.73,55,3.79
TIM_10066,2024-01-01 00:00:00,2024,6,3,10,6.32,2.81,14,7.40,OUI,3.79,NO2,42.81,6.91,3.83,Orage,5.86,3.82,8.88,4.86,6.46,4.55,1.19,2.47,4.64,9.46,Quartier Nord,ZAC Ouest,3.76,2.54,43,6.03
TIM_10067,2024-01-01 00:00:00,2024,9,23,2,8.51,8.95,7,3.37,OUI,3.28,SO2,32.65,5.38,3.64,Nuageux,7.79,3.75,3.01,4.08,5.79,2.00,3.30,5.85,9.67,2.13,Parc Central,ZAC Ouest,6.18,5.86,7,2.75
TIM_10068,2024-01-01 00:00:00,2024,12,24,22,5.28,9.38,14,5.76,OUI,3.47,SO2,24.55,4.14,4.79,Nuageux,8.19,9.61,1.69,6.25,4.38,5.80,4.38,1.13,2.25,7.92,Parc Central,ZAC Ouest,5.16,6.31,25,7.55
TIM_10069,2024-01-01 00:00:00,2024,6,1,16,7.55,3.18,25,1.39,OUI,7.09,PM2.5,32.11,1.21,3.91,Pluie,8.86,6.84,5.48,6.26,7.33,1.13,9.92,5.92,4.01,8.95,Banlieue Sud,Parc Central,4.15,8.82,61,9.09
TIM_10070,2024-01-01 00:00:00,2024,12,13,19,6.99,9.16,27,7.51,NON,8.01,CO2,36.04,1.22,6.40,Soleil,9.65,8.00,5.32,2.52,6.98,7.34,6.51,6.60,2.45,2.08,Parc Central,Banlieue Sud,2.06,1.41,95,3.92
TIM_10071,2024-01-01 00:00:00,2024,3,8,6,1.90,8.96,3,9.44,OUI,6.18,NO2,8.56,8.28,9.67,Soleil,4.48,5.48,6.75,1.79,8.24,8.97,8.67,9.45,8.02,8.47,Banlieue Sud,Quartier Nord,3.30,3.33,49,8.59
TIM_10072,2024-01-01 00:00:00,2024,9,21,6,7.08,1.00,5,3.66,OUI,9.09,PM10,8.17,3.97,2.13,Nuageux,2.35,5.18,2.75,4.46,4.18,7.94,4.01,7.22,8.16,4.79,Quartier Nord,Banlieue Sud,1.94,9.91,14,8.12
TIM_10073,2024-01-01 00:00:00,2024,12,12,6,9.38,7.35,12,7.88,OUI,7.09,NO2,11.67,4.50,6.67,Nuageux,1.78,4.38,9.65,6.34,1.18,5.74,4.76,2.94,3.20,5.01,Banlieue Sud,Parc Central,5.48,5.17,66,5.18
TIM_10074,2024-01-01 00:00:00,2024,1,13,12,2.36,5.82,3,4.19,NON,2.95,SO2,2.26,1.77,2.48,Soleil,9.88,1.54,7.87,4.74,3.33,4.49,2.09,8.90,5.16,6.12,Parc Central,Parc Central,1.01,6.41,27,6.66
TIM_10075,2024-01-01 00:00:00,2024,9,14,13,9.79,2.37,8,8.74,OUI,5.45,PM10,13.10,7.21,5.47,Nuageux,6.75,5.52,5.64,7.30,2.41,4.70,2.96,3.54,3.04,8.11,ZAC Ouest,Banlieue Sud,5.83,3.36,81,5.07
TIM_10076,2024-01-01 00:00:00,2024,4,28,15,7.79,2.66,12,8.91,NON,6.44,SO2,32.65,8.90,8.12,Brouillard,3.52,6.61,3.83,2.50,2.19,5.50,7.34,2.65,6.02,1.96,Banlieue Sud,Résidentiel,5.83,7.63,67,7.25
TIM_10077,2024-01-01 00:00:00,2024,12,3,2,3.59,2.69,18,7.40,OUI,7.33,PM10,41.89,1.87,3.49,Orage,8.73,1.22,8.51,3.24,4.85,6.00,3.49,9.44,4.76,1.95,ZAC Ouest,Centre-Ville,4.15,5.19,59,6.12
TIM_10078,2024-01-01 00:00:00,2024,9,6,5,1.56,3.18,13,5.37,OUI,1.50,O3,18.89,5.70,3.02,Brouillard,7.31,9.85,6.19,9.18,7.67,2.27,4.67,9.71,5.11,4.62,Banlieue Sud,ZAC Ouest,5.45,3.12,15,5.23
TIM_10079,2024-01-01 00:00:00,2024,6,19,5,5.42,5.67,17,6.35,NON,8.64,CO2,41.21,6.87,2.30,Orage,9.12,6.31,3.82,8.19,7.18,6.94,5.85,1.97,1.99,3.09,Centre-Ville,Centre-Ville,8.62,5.64,17,7.89
TIM_10080,2024-01-01 00:00:00,2024,1,6,20,3.95,5.31,15,1.54,OUI,1.51,NO2,47.44,4.27,5.01,Soleil,5.58,4.90,9.06,2.31,1.01,8.27,8.89,5.24,8.10,3.54,Quartier Nord,ZAC Ouest,1.51,1.01,10,3.33
TIM_10081,2024-01-01 00:00:00,2024,9,22,12,6.46,1.49,20,3.08,NON,3.34,CO2,13.81,9.60,2.78,Nuageux,7.28,2.99,3.19,5.04,9.04,4.17,7.77,4.76,5.65,9.78,Quartier Nord,Quartier Nord,2.30,6.99,84,1.70
TIM_10082,2024-01-01 00:00:00,2024,1,19,6,1.50,5.99,16,1.30,NON,4.68,SO2,8.43,4.53,5.07,Brouillard,7.84,6.09,1.27,9.98,9.34,6.53,3.51,1.96,3.88,1.53,Zone Industrielle,Banlieue Sud,1.10,8.60,6,9.92
TIM_10083,2024-01-01 00:00:00,2024,1,17,7,9.67,2.16,13,4.42,NON,3.64,PM2.5,30.01,9.15,9.98,Brouillard,8.96,7.55,4.93,9.23,1.68,8.18,1.10,3.50,9.02,5.87,ZAC Ouest,Parc Central,9.76,1.69,69,9.11
TIM_10084,2024-01-01 00:00:00,2024,4,23,23,5.25,5.03,21,5.49,OUI,6.03,PM10,32.75,8.75,5.80,Nuageux,4.48,3.30,7.35,4.66,7.06,1.61,7.66,9.93,6.51,9.19,Quartier Nord,Zone Industrielle,1.35,1.99,26,1.45
TIM_10085,2024-01-01 00:00:00,2024,5,7,6,3.30,7.33,9,1.59,NON,1.24,NO2,27.89,8.28,3.19,Pluie,2.43,5.72,5.27,6.49,9.40,9.14,4.30,8.40,2.11,5.21,ZAC Ouest,Parc Central,6.46,7.79,9,5.65
TIM_10086,2024-01-01 00:00:00,2024,9,13,11,5.25,2.42,10,1.96,OUI,3.38,SO2,5.61,4.67,1.11,Orage,4.09,9.65,7.04,7.76,4.62,7.30,3.52,3.71,6.52,9.61,Banlieue Sud,Résidentiel,3.12,3.69,60,1.92
TIM_10087,2024-01-01 00:00:00,2024,12,14,0,4.70,7.58,24,1.16,OUI,4.34,NO2,3.06,5.35,1.72,Brouillard,4.64,9.99,1.03,1.39,4.78,2.27,4.12,9.01,1.56,3.60,Banlieue Sud,Centre-Ville,1.85,9.90,27,1.68
TIM_10088,2024-01-01 00:00:00,2024,11,13,1,9.45,8.15,23,7.16,NON,6.00,PM2.5,9.96,3.56,6.24,Brouillard,5.58,6.37,7.55,9.22,2.31,8.23,3.79,6.97,9.69,3.15,Zone Industrielle,Résidentiel,1.57,5.87,69,1.03
TIM_10089,2024-01-01 00:00:00,2024,3,13,12,5.72,9.89,6,9.20,OUI,9.82,SO2,9.90,6.14,4.13,Pluie,8.85,8.98,1.64,8.62,4.95,2.08,9.24,7.06,5.17,3.76,Banlieue Sud,ZAC Ouest,8.55,9.17,56,2.66
TIM_10090,2024-01-01 00:00:00,2024,11,20,7,1.79,6.25,3,3.77,OUI,2.25,SO2,27.70,4.48,5.12,Brouillard,7.91,9.66,9.20,3.32,4.48,2.34,4.92,5.39,9.16,9.20,Zone Industrielle,Parc Central,3.87,2.29,28,7.77
TIM_10091,2024-01-01 00:00:00,2024,12,6,2,6.93,8.61,14,1.69,OUI,7.84,CO2,14.84,4.35,9.19,Pluie,2.38,6.26,8.29,8.85,8.75,8.49,2.30,1.61,5.60,1.44,Quartier Nord,Zone Industrielle,2.06,9.93,56,4.62
TIM_10092,2024-01-01 00:00:00,2024,11,7,18,9.57,6.14,12,6.63,NON,2.14,CO2,40.94,7.72,6.47,Pluie,9.37,1.92,1.85,3.92,6.01,4.91,1.29,8.42,3.43,9.67,Résidentiel,Parc Central,6.54,2.05,78,2.40
TIM_10093,2024-01-01 00:00:00,2024,3,17,13,1.69,5.92,22,1.18,NON,6.96,NO2,34.35,3.18,4.36,Soleil,7.75,4.88,8.41,3.44,2.09,8.87,2.51,2.71,2.68,9.33,Banlieue Sud,Centre-Ville,4.25,4.75,13,6.03
TIM_10094,2024-01-01 00:00:00,2024,11,21,17,3.60,6.90,3,5.49,OUI,2.46,CO2,2.57,9.57,9.26,Orage,2.82,5.09,1.77,7.08,1.82,8.59,1.22,1.70,7.05,6.94,Banlieue Sud,Parc Central,8.59,5.07,78,5.25
TIM_10095,2024-01-01 00:00:00,2024,11,6,10,6.77,8.11,7,2.43,OUI,3.91,SO2,42.40,8.15,1.10,Soleil,3.75,6.02,1.57,8.05,8.94,9.87,9.59,6.88,3.70,5.86,Résidentiel,Quartier Nord,9.89,8.51,91,9.25
TIM_10096,2024-01-01 00:00:00,2024,1,8,8,5.45,1.17,20,3.19,OUI,3.98,PM2.5,30.38,8.46,6.13,Nuageux,7.08,5.90,7.87,2.93,3.25,2.39,7.85,8.67,8.02,5.59,Parc Central,ZAC Ouest,2.49,3.75,21,7.60
TIM_10097,2024-01-01 00:00:00,2024,12,8,20,9.17,3.25,13,9.22,OUI,6.36,CO2,33.52,3.39,7.20,Soleil,4.07,2.23,8.84,9.02,9.26,9.71,9.62,9.79,5.76,8.42,Banlieue Sud,Résidentiel,1.46,8.15,62,4.45
TIM_10098,2024-01-01 00:00:00,2024,1,25,5,1.49,9.02,15,1.98,NON,4.83,NO2,14.53,4.79,8.85,Brouillard,7.42,4.06,7.71,5.17,6.51,2.40,8.83,2.79,2.53,8.15,ZAC Ouest,Résidentiel,1.76,7.75,84,6.64
TIM_10099,2024-01-01 00:00:00,2024,3,2,22,7.66,8.69,11,3.98,OUI,1.24,PM10,16.67,7.37,8.47,Soleil,3.13,9.84,5.25,9.51,4.58,9.91,4.86,3.57,7.48,4.67,Banlieue Sud,Parc Central,4.39,4.16,64,9.94
TIM_10100,2024-01-01 00:00:00,2024,3,24,22,3.46,1.90,19,9.78,OUI,5.60,SO2,15.20,7.99,2.69,Soleil,8.28,6.20,3.67,4.97,6.20,2.32,6.73,4.46,2.27,7.31,Banlieue Sud,ZAC Ouest,3.07,8.26,71,8.27
TIM_10101,2024-01-01 00:00:00,2024,6,17,10,2.96,6.27,24,6.86,OUI,6.13,NO2,6.20,7.49,4.68,Pluie,8.44,8.60,3.47,4.54,5.40,8.51,3.44,8.61,8.46,6.35,Parc Central,Résidentiel,1.79,4.80,89,3.67
TIM_10102,2024-01-01 00:00:00,2024,6,17,6,5.70,6.33,1,9.34,NON,4.90,O3,6.53,7.71,9.50,Brouillard,1.91,5.72,3.72,5.62,7.95,3.94,7.10,3.30,8.35,3.41,ZAC Ouest,Zone Industrielle,8.63,9.01,19,8.89
TIM_10103,2024-01-01 00:00:00,2024,7,27,9,7.15,8.99,11,9.59,OUI,3.59,PM10,35.77,6.66,8.63,Orage,2.94,1.44,5.84,1.99,5.21,6.69,8.35,2.24,2.24,3.38,Centre-Ville,Parc Central,3.82,1.43,75,4.86
TIM_10104,2024-01-01 00:00:00,2024,9,7,18,1.60,3.15,1,7.57,OUI,5.50,PM10,24.70,4.54,1.18,Soleil,1.16,4.52,4.58,1.48,4.05,7.22,7.46,4.95,8.80,4.42,Résidentiel,Résidentiel,6.42,3.98,34,6.36
TIM_10105,2024-01-01 00:00:00,2024,2,17,4,8.50,4.23,20,6.28,NON,1.07,PM2.5,37.81,8.06,1.85,Soleil,7.04,4.59,4.80,8.78,2.91,7.88,1.59,5.47,1.88,3.06,ZAC Ouest,Banlieue Sud,7.35,3.24,97,2.93
TIM_10106,2024-01-01 00:00:00,2024,5,21,2,8.36,4.45,11,7.21,OUI,1.62,PM10,14.51,5.72,6.44,Soleil,4.37,5.25,4.68,6.95,4.49,1.33,4.12,4.38,5.26,7.52,Zone Industrielle,Parc Central,5.52,4.61,50,7.97
TIM_10107,2024-01-01 00:00:00,2024,3,18,18,7.63,1.55,2,3.60,OUI,6.34,PM10,19.77,3.90,1.25,Pluie,6.87,7.62,9.60,9.07,3.45,1.32,3.04,4.69,8.43,6.04,ZAC Ouest,Centre-Ville,8.17,3.59,6,2.40
TIM_10108,2024-01-01 00:00:00,2024,7,3,17,9.38,6.68,17,9.77,NON,6.95,O3,19.42,8.25,9.11,Brouillard,9.50,9.26,2.57,1.75,9.78,3.96,1.54,9.16,5.96,5.12,Banlieue Sud,Résidentiel,5.86,3.40,6,6.29
TIM_10109,2024-01-01 00:00:00,2024,3,12,11,3.35,5.17,9,2.61,NON,7.82,CO2,29.17,4.58,7.22,Soleil,7.88,2.07,2.92,9.84,1.60,8.34,6.96,6.69,7.21,5.79,ZAC Ouest,ZAC Ouest,1.20,2.84,62,5.37
TIM_10110,2024-01-01 00:00:00,2024,3,14,2,1.69,1.21,9,2.13,OUI,1.15,PM2.5,3.69,3.95,4.01,Orage,7.05,4.58,2.37,1.68,8.06,5.52,5.37,9.46,4.57,7.58,ZAC Ouest,Zone Industrielle,2.93,8.75,78,1.34
TIM_10111,2024-01-01 00:00:00,2024,6,14,4,5.29,9.21,8,1.10,OUI,8.55,PM10,43.95,2.73,5.52,Nuageux,7.71,7.41,3.56,2.64,9.44,6.42,7.02,7.24,6.70,1.90,ZAC Ouest,Résidentiel,7.44,7.31,27,8.11
TIM_10112,2024-01-01 00:00:00,2024,12,23,18,5.51,4.57,23,2.79,OUI,7.69,NO2,4.73,2.31,8.18,Nuageux,7.94,5.96,4.32,8.06,8.24,1.39,7.24,4.02,2.02,4.28,Quartier Nord,Quartier Nord,5.72,9.28,53,2.59
TIM_10113,2024-01-01 00:00:00,2024,6,26,5,6.25,6.94,17,9.23,NON,5.28,SO2,47.31,8.95,3.17,Pluie,2.39,1.02,2.23,7.58,1.14,4.21,7.31,5.59,3.12,7.05,Résidentiel,Résidentiel,5.57,7.85,18,4.52
TIM_10114,2024-01-01 00:00:00,2024,12,27,9,6.16,1.51,11,4.29,NON,1.03,PM2.5,2.03,6.02,6.19,Brouillard,8.28,5.79,9.66,8.01,4.93,7.11,1.89,3.53,6.27,7.94,Parc Central,Centre-Ville,6.35,3.16,53,8.04
TIM_10115,2024-01-01 00:00:00,2024,3,19,14,8.88,3.09,21,9.51,OUI,9.31,CO2,44.51,1.84,2.13,Soleil,3.82,2.89,8.20,3.24,2.91,1.67,6.15,6.20,5.33,2.89,Parc Central,Parc Central,4.25,1.73,42,5.87
TIM_10116,2024-01-01 00:00:00,2024,6,17,0,1.58,8.18,6,5.37,OUI,8.26,O3,5.02,4.97,3.62,Nuageux,7.43,4.32,4.08,2.76,4.51,9.70,5.40,5.50,6.78,8.89,ZAC Ouest,Centre-Ville,3.44,1.75,89,3.40
TIM_10117,2024-01-01 00:00:00,2024,5,13,1,3.97,2.55,13,3.15,OUI,8.74,SO2,47.68,4.04,1.22,Brouillard,5.57,3.30,2.57,5.91,2.17,1.22,5.71,1.02,2.47,4.46,ZAC Ouest,Banlieue Sud,6.80,6.59,80,6.52
TIM_10118,2024-01-01 00:00:00,2024,4,17,19,8.91,2.93,7,4.73,NON,7.30,PM10,5.03,1.27,8.42,Nuageux,8.93,7.77,4.61,6.94,5.70,2.89,4.08,9.92,4.11,6.50,Zone Industrielle,Centre-Ville,1.16,5.75,16,8.57
TIM_10119,2024-01-01 00:00:00,2024,6,18,2,2.60,3.84,26,1.22,NON,5.92,SO2,38.91,7.91,7.34,Soleil,5.87,7.52,6.71,5.42,5.51,2.18,3.89,5.27,4.42,7.70,Parc Central,Zone Industrielle,7.21,6.85,27,4.57
TIM_10120,2024-01-01 00:00:00,2024,6,15,10,4.21,3.68,1,5.56,NON,5.79,CO2,39.15,6.91,3.81,Brouillard,8.13,8.98,3.64,1.80,1.04,1.60,7.15,1.44,7.55,8.35,ZAC Ouest,Parc Central,9.55,6.01,14,2.50
TIM_10121,2024-01-01 00:00:00,2024,10,26,15,8.37,4.54,8,4.60,OUI,3.79,NO2,26.87,2.22,7.21,Soleil,9.83,7.02,6.66,9.31,7.34,4.40,6.14,5.65,1.46,7.84,Centre-Ville,Zone Industrielle,9.97,4.00,43,6.06
TIM_10122,2024-01-01 00:00:00,2024,3,22,17,7.33,7.75,21,1.54,NON,6.57,O3,10.75,6.54,4.41,Brouillard,7.50,4.87,3.34,2.07,1.76,4.25,7.68,6.59,7.62,6.90,ZAC Ouest,Résidentiel,3.84,4.66,27,7.98
TIM_10123,2024-01-01 00:00:00,2024,11,11,5,3.51,9.85,14,8.79,OUI,8.17,PM10,13.55,7.97,4.55,Pluie,3.84,8.73,9.20,8.36,4.02,7.63,5.97,8.61,7.23,1.62,Résidentiel,Parc Central,5.46,4.15,95,6.73
TIM_10124,2024-01-01 00:00:00,2024,8,10,3,1.80,4.11,3,3.29,OUI,4.74,O3,35.26,6.53,7.26,Soleil,1.96,3.64,5.39,5.97,2.66,8.03,6.24,4.28,6.52,9.05,ZAC Ouest,Résidentiel,5.47,2.07,63,9.33
TIM_10125,2024-01-01 00:00:00,2024,8,24,18,5.47,3.24,12,7.36,NON,9.91,PM10,41.13,5.83,4.20,Pluie,9.42,8.83,7.35,6.68,2.40,2.16,6.62,3.73,6.10,7.49,ZAC Ouest,Zone Industrielle,7.51,5.68,76,7.79
TIM_10126,2024-01-01 00:00:00,2024,11,14,5,2.42,7.25,7,1.97,OUI,8.43,SO2,27.13,7.35,9.18,Soleil,8.60,2.77,2.91,3.36,5.69,9.12,1.29,4.19,1.82,5.20,ZAC Ouest,Quartier Nord,2.62,6.58,98,8.61
TIM_10127,2024-01-01 00:00:00,2024,3,1,2,5.24,1.97,22,1.82,NON,6.56,PM10,1.32,6.62,7.68,Nuageux,6.24,6.26,8.14,3.61,4.64,2.23,4.32,7.64,8.97,5.84,Parc Central,ZAC Ouest,9.33,3.49,35,5.18
TIM_10128,2024-01-01 00:00:00,2024,3,20,0,3.99,4.24,14,8.27,NON,9.77,SO2,39.84,1.50,9.73,Soleil,9.60,2.45,8.34,5.44,1.20,8.37,7.70,5.45,1.16,8.80,Parc Central,Parc Central,7.81,6.21,78,5.33
TIM_10129,2024-01-01 00:00:00,2024,9,4,20,6.39,3.11,16,5.86,OUI,2.32,SO2,41.43,8.45,5.45,Nuageux,9.11,1.13,4.40,1.79,4.99,8.63,3.12,2.75,3.61,4.98,Centre-Ville,Résidentiel,4.97,3.66,12,9.04
TIM_10130,2024-01-01 00:00:00,2024,6,18,13,2.05,2.75,17,7.99,OUI,3.12,CO2,18.85,9.03,5.55,Brouillard,5.43,6.12,2.59,2.33,2.50,5.54,5.58,2.55,2.91,6.48,Centre-Ville,Banlieue Sud,1.59,9.26,44,3.92
