col_mode_transport,col_polluant,col_emission_totale,col_emission_moyenne,col_concentration_moyenne,col_date,col_saison,col_ville,col_emission_par_usager_gkm,col_nb_usagers_journaliers,col_emission_totale_kg,col_concentration_ugm3,col_indice_qualite_air,col_source
Bus RATP,NO2,6.31,6.71,52.68,2024-04-08 00:00:00,2.68,Lille,8.2,8.56,5.72,6.87,7.25,Data.gouv.fr
TER,PM10,2.86,7.91,69.92,2024-08-20 00:00:00,6.94,Bordeaux,4.86,2.55,6.01,12.73,7.0,Airparif
Tramway,NO2,4.93,8.08,84.48,2024-08-09 00:00:00,7.84,Lille,8.76,6.74,3.28,57.62,6.23,Météo-France
RER,CO,7.98,7.32,62.81,2024-10-18 00:00:00,7.85,Lille,3.48,6.89,5.69,43.54,8.67,Airparif
Métro,PM2.5,1.28,7.57,72.27,2024-07-15 00:00:00,8.04,Marseille,7.55,4.11,5.24,45.97,7.28,Airparif
Tramway,PM2.5,2.26,5.38,50.75,2024-03-01 00:00:00,6.57,Nantes,7.36,4.05,1.7,20.42,1.44,Airparif
RER,NO2,6.91,7.24,77.24,2024-12-06 00:00:00,3.12,Lyon,7.99,1.94,2.37,12.05,7.47,RATP_Open_Data_2024
Métro,O3,4.53,4.38,48.73,2024-03-03 00:00:00,5.03,Lille,4.17,3.14,2.58,25.78,2.36,Data.gouv.fr
Bus RATP,PM2.5,5.62,8.69,55.48,2024-06-28 00:00:00,4.17,Strasbourg,1.76,4.14,3.06,18.51,7.77,SNCF_Open_Data
Tramway,O3,5.5,1.86,23.33,2024-09-23 00:00:00,5.16,Bordeaux,5.36,8.31,8.39,39.84,6.39,RATP_Open_Data_2024
Transilien,PM10,4.3,4.74,67.2,2024-05-15 00:00:00,7.52,Strasbourg,4.66,2.05,6.52,61.92,5.59,RATP_Open_Data_2024
Bus RATP,O3,8.22,7.8,36.06,2024-09-08 00:00:00,7.9,Strasbourg,3.15,8.11,1.59,44.54,4.07,Météo-France
Métro,PM2.5,7.3,8.66,80.4,2024-07-24 00:00:00,5.67,Strasbourg,6.28,5.94,6.19,34.5,6.96,SNCF_Open_Data
TER,PM10,1.56,6.07,49.28,2024-12-02 00:00:00,4.07,Paris,8.47,4.62,7.59,18.38,7.59,Météo-France
Tramway,PM2.5,6.39,5.28,75.53,2024-01-14 00:00:00,8.41,Strasbourg,4.27,3.57,5.24,3.8,1.46,Météo-France
Métro,SO2,5.29,5.64,55.5,2024-10-07 00:00:00,7.68,Lyon,6.09,5.89,6.28,10.72,1.47,Data.gouv.fr
RER,CO,5.89,3.33,5.62,2024-10-15 00:00:00,5.48,Montpellier,5.09,1.95,2.53,27.34,5.17,Météo-France
Métro,PM10,5.34,7.53,20.23,2024-05-31 00:00:00,8.5,Strasbourg,3.38,3.57,8.55,43.79,3.95,Météo-France
Tramway,PM10,1.46,1.95,16.44,2024-07-07 00:00:00,3.0,Montpellier,3.47,4.86,4.48,32.45,8.66,Airparif
RER,PM10,1.73,7.75,58.07,2024-05-02 00:00:00,5.28,Marseille,3.9,4.6,8.33,70.43,1.37,RATP_Open_Data_2024
Transilien,O3,3.2,3.97,79.95,2024-09-24 00:00:00,6.06,Lille,6.2,2.14,5.74,28.77,6.3,SNCF_Open_Data
Bus RATP,SO2,6.95,6.57,61.82,2024-08-14 00:00:00,3.44,Strasbourg,5.79,1.49,5.78,21.98,7.66,Airparif
Tramway,CO,8.7,6.74,12.61,2024-01-29 00:00:00,1.5,Bordeaux,2.32,1.68,5.99,21.84,6.2,SNCF_Open_Data
TER,NO2,6.24,4.25,16.78,2024-10-30 00:00:00,4.82,Strasbourg,3.55,8.08,1.77,51.22,6.17,RATP_Open_Data_2024
Tramway,CO,4.18,1.37,49.98,2024-08-31 00:00:00,6.98,Montpellier,3.73,1.52,3.16,41.51,6.21,Data.gouv.fr
Tramway,PM10,4.84,7.48,27.47,2024-09-27 00:00:00,2.65,Toulouse,6.56,4.49,3.01,25.71,7.6,RATP_Open_Data_2024
Tramway,CO,3.51,5.96,57.45,2024-09-05 00:00:00,5.09,Lille,3.19,4.59,4.02,84.61,7.45,Airparif
Bus RATP,CO,7.26,4.32,81.61,2024-06-25 00:00:00,2.19,Montpellier,7.61,6.32,8.1,26.24,7.47,Météo-France
Tramway,NO2,6.17,7.8,49.95,2024-12-14 00:00:00,4.99,Lyon,6.71,7.65,6.51,51.7,4.91,SNCF_Open_Data
Métro,PM2.5,3.89,5.72,10.19,2024-07-21 00:00:00,5.69,Paris,4.26,5.35,3.85,62.23,3.79,Data.gouv.fr
TGV,O3,2.66,3.77,22.43,2024-09-26 00:00:00,5.52,Toulouse,6.89,8.34,2.49,41.37,6.29,Météo-France
TGV,PM10,5.07,2.61,75.34,2024-07-01 00:00:00,8.03,Lyon,7.68,7.71,8.04,11.51,7.83,Data.gouv.fr
RER,O3,6.33,3.23,28.22,2024-06-28 00:00:00,6.42,Lyon,4.4,8.37,4.97,78.02,1.88,Météo-France
Transilien,NO2,4.84,2.23,3.09,2024-11-05 00:00:00,4.92,Bordeaux,1.67,2.46,6.69,52.41,7.57,SNCF_Open_Data
TER,SO2,1.86,8.26,2.38,2024-11-09 00:00:00,2.5,Nice,3.93,3.35,7.89,10.4,4.34,Data.gouv.fr
Tramway,SO2,1.82,5.83,51.89,2024-01-21 00:00:00,6.02,Paris,8.62,2.92,2.6,22.33,4.93,Airparif
Transilien,SO2,1.7,4.52,29.67,2024-01-23 00:00:00,1.55,Paris,1.45,4.78,3.59,54.26,6.84,Météo-France
TGV,SO2,7.97,3.55,3.08,2024-12-03 00:00:00,3.92,Lille,2.68,6.89,4.69,79.03,5.04,Airparif
Transilien,CO,1.41,3.76,3.07,2024-07-20 00:00:00,7.63,Lyon,4.18,4.78,4.36,48.46,1.75,SNCF_Open_Data
RER,NO2,1.84,7.61,74.88,2024-09-25 00:00:00,6.8,Lyon,5.98,6.4,4.41,6.67,1.36,Météo-France
Métro,PM10,2.15,7.1,42.53,2024-11-25 00:00:00,2.22,Bordeaux,3.64,7.33,7.66,33.67,8.7,SNCF_Open_Data
TGV,PM2.5,3.08,4.24,3.95,2024-11-30 00:00:00,3.19,Paris,8.38,8.55,3.73,37.0,3.41,Data.gouv.fr
Transilien,PM10,6.45,6.42,7.24,2024-03-30 00:00:00,8.16,Marseille,5.73,5.35,3.08,24.77,1.23,Météo-France
Tramway,PM2.5,6.76,6.22,68.72,2024-11-11 00:00:00,3.02,Paris,3.91,7.64,3.58,34.98,5.22,Data.gouv.fr
Transilien,PM2.5,2.04,7.77,78.64,2024-11-24 00:00:00,4.11,Lille,4.97,6.61,7.62,64.23,7.8,SNCF_Open_Data
Tramway,PM10,2.13,6.17,70.81,2024-12-04 00:00:00,4.91,Lyon,4.12,5.8,2.58,65.59,5.32,SNCF_Open_Data
TER,NO2,2.09,2.88,73.3,2024-11-27 00:00:00,7.45,Lille,5.31,3.6,3.24,17.98,8.5,RATP_Open_Data_2024
RER,CO,5.61,7.49,77.32,2024-01-14 00:00:00,7.19,Lille,6.73,3.58,8.41,59.31,4.25,Météo-France
Bus RATP,SO2,1.72,1.41,74.99,2024-11-19 00:00:00,3.59,Lille,5.63,5.73,3.02,69.63,3.6,Airparif
Bus RATP,O3,5.52,5.88,58.02,2024-10-25 00:00:00,3.25,Bordeaux,2.87,4.17,2.64,76.84,8.7,RATP_Open_Data_2024
Transilien,PM2.5,8.48,2.94,33.12,2024-08-05 00:00:00,8.78,Nice,4.44,4.96,5.28,72.58,4.69,RATP_Open_Data_2024
Tramway,O3,6.59,2.56,12.46,2024-12-09 00:00:00,8.36,Nantes,7.65,2.76,6.53,77.17,4.02,Data.gouv.fr
Métro,NO2,3.83,1.59,60.3,2024-09-08 00:00:00,8.14,Nice,7.72,1.8,6.71,58.39,8.51,Météo-France
TER,SO2,6.79,3.63,74.25,2024-10-10 00:00:00,2.08,Strasbourg,6.23,7.13,4.26,46.6,3.74,SNCF_Open_Data
TER,NO2,7.04,7.37,79.51,2024-03-11 00:00:00,5.13,Marseille,3.27,2.63,7.61,58.25,6.07,Météo-France
Transilien,PM2.5,4.37,3.39,15.51,2024-08-01 00:00:00,7.56,Strasbourg,1.92,6.89,5.65,24.96,6.41,Météo-France
RER,SO2,3.38,7.87,42.16,2024-04-12 00:00:00,6.99,Montpellier,1.45,5.29,2.26,7.4,3.08,Météo-France
TGV,O3,1.58,6.07,38.81,2024-03-31 00:00:00,1.76,Nantes,2.44,3.69,5.07,51.23,4.64,Data.gouv.fr
RER,O3,5.05,8.04,18.04,2024-03-30 00:00:00,7.11,Nantes,5.57,4.1,1.48,83.82,7.23,SNCF_Open_Data
Bus RATP,NO2,8.31,7.87,51.69,2024-03-25 00:00:00,3.65,Paris,4.34,4.8,7.34,21.17,1.61,Météo-France
Tramway,CO,3.21,4.51,56.83,2024-03-31 00:00:00,3.26,Marseille,1.67,5.68,3.45,39.19,4.15,SNCF_Open_Data
RER,SO2,3.08,6.33,3.46,2024-11-13 00:00:00,4.46,Lyon,7.09,8.78,1.51,25.49,7.17,SNCF_Open_Data
TER,PM10,6.12,4.09,62.57,2024-10-28 00:00:00,8.02,Marseille,7.68,3.34,2.72,11.03,5.06,Météo-France
RER,O3,8.35,7.94,16.35,2024-06-29 00:00:00,6.61,Toulouse,8.79,6.52,7.12,73.9,2.31,SNCF_Open_Data
Métro,O3,4.64,2.36,84.98,2024-08-22 00:00:00,4.09,Toulouse,1.96,7.59,8.38,73.88,2.23,SNCF_Open_Data
Transilien,PM10,2.33,6.29,3.19,2024-09-11 00:00:00,7.6,Nice,7.9,2.18,6.96,50.64,3.85,Data.gouv.fr
RER,O3,8.04,2.92,65.63,2024-08-29 00:00:00,2.7,Nice,6.23,3.31,6.1,41.7,5.79,SNCF_Open_Data
Transilien,NO2,5.81,2.29,48.19,2024-08-14 00:00:00,2.8,Toulouse,6.41,2.46,1.62,25.85,1.36,Airparif
Transilien,PM2.5,3.17,6.64,26.39,2024-02-21 00:00:00,1.59,Strasbourg,2.1,4.54,2.21,79.3,1.78,Airparif
RER,PM2.5,5.52,4.04,25.58,2024-03-23 00:00:00,7.98,Marseille,7.68,7.99,2.48,70.73,1.86,Data.gouv.fr
RER,O3,5.16,2.84,38.93,2024-04-16 00:00:00,4.04,Bordeaux,6.14,6.33,4.67,26.21,5.35,Météo-France
Métro,PM2.5,3.78,2.68,40.81,2024-11-04 00:00:00,1.21,Nice,3.79,7.83,5.76,71.27,3.5,Data.gouv.fr
TER,CO,8.0,8.44,60.8,2024-03-31 00:00:00,5.54,Paris,1.35,7.04,6.2,64.9,2.45,RATP_Open_Data_2024
TGV,NO2,8.48,8.08,18.15,2024-09-28 00:00:00,3.13,Toulouse,3.28,2.72,3.55,49.15,2.34,SNCF_Open_Data
TGV,PM10,3.31,6.51,12.54,2024-02-03 00:00:00,6.38,Nantes,1.55,6.9,3.51,26.49,2.1,SNCF_Open_Data
Métro,PM10,4.53,1.8,19.87,2024-08-16 00:00:00,8.47,Bordeaux,6.1,7.9,7.97,12.05,3.89,Airparif
Transilien,SO2,5.91,1.85,17.84,2024-07-02 00:00:00,7.3,Marseille,8.61,3.55,7.99,54.07,3.45,Data.gouv.fr
Transilien,O3,7.98,7.03,80.55,2024-11-09 00:00:00,2.12,Lyon,3.22,4.63,7.3,8.69,8.48,Airparif
Tramway,PM2.5,1.21,3.95,69.89,2024-03-18 00:00:00,7.54,Nice,3.94,7.21,2.79,12.6,2.75,Météo-France
Tramway,PM10,7.0,7.6,24.9,2024-12-16 00:00:00,8.25,Lille,6.18,6.1,6.52,2.85,4.32,Météo-France
TGV,PM2.5,3.96,5.04,27.76,2024-05-16 00:00:00,5.87,Montpellier,7.74,7.04,1.27,46.89,4.84,RATP_Open_Data_2024
Bus RATP,PM2.5,2.82,7.12,71.95,2024-12-09 00:00:00,8.19,Nice,4.23,4.63,7.82,14.41,8.8,SNCF_Open_Data
TER,PM2.5,6.1,6.23,50.5,2024-09-08 00:00:00,2.15,Marseille,5.61,3.58,7.32,16.91,6.81,SNCF_Open_Data
Métro,PM2.5,8.51,7.03,62.49,2024-06-21 00:00:00,2.47,Lyon,6.7,4.27,7.29,27.12,5.83,SNCF_Open_Data
Métro,PM2.5,4.41,6.21,18.74,2024-12-22 00:00:00,3.07,Lyon,5.04,4.65,6.04,72.98,6.82,RATP_Open_Data_2024
TER,SO2,3.65,6.19,25.85,2024-01-08 00:00:00,5.5,Toulouse,8.59,8.32,1.66,10.6,6.64,Airparif
Métro,SO2,5.23,1.93,29.34,2024-07-12 00:00:00,8.16,Bordeaux,3.5,4.95,3.36,58.18,4.54,Météo-France
RER,CO,1.47,7.2,9.33,2024-07-13 00:00:00,3.01,Toulouse,4.02,2.25,6.32,6.76,1.39,Météo-France
Métro,CO,8.76,5.66,48.25,2024-05-22 00:00:00,8.19,Nantes,6.79,3.74,8.36,22.54,6.87,SNCF_Open_Data
RER,PM10,7.4,5.31,83.51,2024-01-22 00:00:00,7.17,Montpellier,1.78,8.68,2.47,52.44,5.63,SNCF_Open_Data
TGV,O3,7.68,1.45,5.21,2024-10-21 00:00:00,6.44,Lille,7.32,4.37,7.48,70.17,1.36,Data.gouv.fr
TER,O3,6.96,6.03,27.45,2024-08-24 00:00:00,3.93,Marseille,4.46,3.38,2.15,83.46,1.5,Airparif
Bus RATP,PM2.5,3.57,3.0,57.56,2024-09-04 00:00:00,7.97,Marseille,8.57,3.61,5.78,18.51,2.3,Airparif
RER,SO2,5.56,7.65,21.33,2024-02-09 00:00:00,6.26,Nantes,6.59,6.83,7.63,11.24,1.73,RATP_Open_Data_2024
Bus RATP,O3,2.32,7.81,4.16,2024-01-21 00:00:00,8.02,Marseille,3.6,3.95,6.21,81.11,7.07,Data.gouv.fr
Bus RATP,CO,4.61,3.76,26.62,2024-12-17 00:00:00,2.09,Strasbourg,5.15,3.73,8.69,52.81,8.41,RATP_Open_Data_2024
Transilien,PM2.5,7.05,2.42,18.24,2024-10-27 00:00:00,5.89,Montpellier,4.85,8.2,8.64,54.27,7.84,Météo-France
Tramway,PM2.5,1.68,3.41,26.81,2024-08-07 00:00:00,5.67,Lyon,4.9,2.93,2.87,50.61,5.2,Data.gouv.fr
RER,CO,5.65,8.17,36.33,2024-12-01 00:00:00,3.05,Lyon,1.6,4.81,4.97,69.83,5.02,RATP_Open_Data_2024
Métro,NO2,7.37,3.74,76.29,2024-02-05 00:00:00,7.18,Montpellier,4.67,4.1,3.52,70.24,1.27,Airparif
Métro,NO2,5.86,1.36,29.21,2024-03-01 00:00:00,2.22,Paris,5.21,2.03,3.51,72.2,5.2,Data.gouv.fr
Tramway,PM10,5.58,5.56,47.31,2024-10-31 00:00:00,2.7,Nice,2.1,2.14,7.02,47.34,5.66,Data.gouv.fr
Transilien,CO,2.69,8.23,9.33,2024-10-29 00:00:00,2.01,Strasbourg,7.33,4.89,4.71,18.12,5.15,Météo-France
TGV,CO,7.12,3.2,8.06,2024-02-28 00:00:00,1.6,Nice,3.09,5.47,6.08,57.23,1.48,Data.gouv.fr
RER,SO2,3.86,4.83,31.77,2024-07-28 00:00:00,6.08,Nice,8.41,1.37,4.51,27.45,8.75,Météo-France
Transilien,O3,3.95,8.16,44.63,2024-10-28 00:00:00,1.78,Lille,2.58,4.82,5.22,50.2,3.32,Météo-France
RER,O3,2.21,6.9,13.59,2024-05-31 00:00:00,5.24,Paris,3.82,4.15,6.39,59.62,5.1,Airparif
TGV,CO,1.48,6.24,9.37,2024-10-30 00:00:00,2.2,Nice,5.71,7.72,6.83,37.19,4.8,Météo-France
Bus RATP,PM2.5,6.5,3.73,15.25,2024-12-10 00:00:00,6.6,Lille,5.84,8.28,7.11,8.07,6.12,RATP_Open_Data_2024
TER,PM2.5,6.35,5.57,8.84,2024-05-05 00:00:00,6.07,Nice,7.07,6.6,4.06,3.82,2.44,Airparif
TER,PM2.5,5.77,8.28,51.7,2024-04-14 00:00:00,4.78,Lille,6.18,8.63,7.42,69.41,4.87,SNCF_Open_Data
TGV,PM10,1.26,1.48,55.2,2024-01-08 00:00:00,5.32,Montpellier,3.03,4.74,1.47,30.62,6.32,Data.gouv.fr
Transilien,NO2,8.13,7.55,62.66,2024-07-25 00:00:00,7.29,Nice,6.44,2.41,8.65,61.75,1.67,SNCF_Open_Data
Bus RATP,O3,2.71,7.65,9.67,2024-06-23 00:00:00,1.64,Montpellier,1.33,7.99,6.46,58.08,4.69,Airparif
Tramway,NO2,1.42,4.8,49.66,2024-11-14 00:00:00,3.92,Bordeaux,1.57,2.52,5.13,75.01,2.98,Airparif
TER,SO2,1.41,7.77,9.7,2024-05-05 00:00:00,5.52,Paris,4.48,5.85,3.55,10.4,8.14,RATP_Open_Data_2024
Tramway,CO,8.22,4.84,84.94,2024-10-05 00:00:00,2.85,Marseille,5.67,6.63,1.52,74.36,5.28,Data.gouv.fr
Tramway,NO2,3.21,3.08,23.06,2024-09-14 00:00:00,2.21,Marseille,2.0,1.46,5.24,50.17,5.39,Data.gouv.fr
Métro,PM2.5,6.14,1.25,83.98,2024-04-29 00:00:00,1.78,Nice,8.57,2.18,2.76,49.38,8.02,SNCF_Open_Data
RER,NO2,5.7,6.17,76.78,2024-02-14 00:00:00,2.86,Marseille,2.6,5.99,5.01,43.85,3.36,Data.gouv.fr
TGV,CO,6.59,4.2,71.39,2024-10-15 00:00:00,5.81,Nantes,8.72,3.35,3.35,38.79,2.61,SNCF_Open_Data
TGV,NO2,7.92,5.46,82.29,2024-01-01 00:00:00,7.47,Nice,3.35,6.62,1.66,12.86,5.2,SNCF_Open_Data
Métro,NO2,6.74,7.68,76.81,2024-10-03 00:00:00,3.84,Lille,3.86,5.58,6.34,2.55,5.91,Airparif
Transilien,CO,1.5,6.61,65.83,2024-12-17 00:00:00,4.84,Nantes,3.08,4.14,1.65,53.43,2.46,RATP_Open_Data_2024
Tramway,PM2.5,6.47,6.32,28.67,2024-10-26 00:00:00,5.02,Toulouse,4.58,8.55,5.1,57.16,1.91,Airparif
Transilien,CO,2.15,3.77,77.88,2024-08-26 00:00:00,2.67,Nantes,1.43,3.37,8.2,63.52,2.96,Data.gouv.fr
TER,CO,2.3,6.1,2.86,2024-05-17 00:00:00,6.13,Nantes,8.44,2.38,1.24,43.09,4.95,RATP_Open_Data_2024
RER,O3,3.02,3.16,78.88,2024-04-04 00:00:00,6.72,Toulouse,4.74,8.32,3.18,6.64,3.1,Airparif
Transilien,CO,6.09,3.46,19.12,2024-11-04 00:00:00,4.35,Marseille,6.9,3.57,5.5,64.69,4.14,RATP_Open_Data_2024
RER,NO2,3.46,1.42,20.45,2024-04-19 00:00:00,3.14,Bordeaux,7.81,7.24,8.78,65.72,1.95,Data.gouv.fr
Bus RATP,SO2,2.42,4.93,34.02,2024-06-02 00:00:00,4.38,Lyon,4.07,5.28,8.65,63.28,8.27,Airparif
TER,PM10,5.26,3.41,57.67,2024-02-25 00:00:00,2.18,Toulouse,2.3,8.4,5.95,38.83,8.51,Météo-France
Bus RATP,PM10,6.07,5.22,6.86,2024-05-29 00:00:00,4.03,Paris,1.23,3.67,4.82,77.95,5.04,Météo-France
Métro,PM2.5,3.54,4.72,80.05,2024-05-03 00:00:00,3.9,Strasbourg,1.65,8.66,4.59,8.06,5.34,Météo-France
Tramway,PM2.5,7.53,4.47,80.89,2024-01-07 00:00:00,3.73,Montpellier,5.59,2.29,4.45,14.06,7.26,RATP_Open_Data_2024
Métro,SO2,3.2,2.67,73.36,2024-02-26 00:00:00,4.95,Strasbourg,5.91,3.14,8.3,52.11,8.74,SNCF_Open_Data
RER,PM2.5,1.5,8.76,19.92,2024-05-04 00:00:00,2.53,Nice,7.74,1.34,8.11,15.43,8.24,RATP_Open_Data_2024
Bus RATP,NO2,4.37,7.19,21.05,2024-07-12 00:00:00,6.06,Marseille,8.02,8.34,8.49,51.07,7.17,SNCF_Open_Data
TER,O3,6.56,7.1,23.7,2024-05-19 00:00:00,3.72,Strasbourg,2.46,1.72,4.13,54.07,2.33,Data.gouv.fr
Métro,SO2,2.5,1.49,64.49,2024-03-17 00:00:00,1.46,Lille,6.51,7.05,2.02,34.02,7.87,RATP_Open_Data_2024
Tramway,PM2.5,7.01,6.86,46.24,2024-05-20 00:00:00,6.27,Lille,2.92,2.57,6.99,38.85,8.27,SNCF_Open_Data
Transilien,CO,8.01,8.05,50.04,2024-08-28 00:00:00,1.97,Nantes,4.86,6.48,5.74,50.3,2.06,Data.gouv.fr
TGV,NO2,4.69,7.5,49.42,2024-08-15 00:00:00,7.54,Montpellier,2.33,2.02,1.54,36.65,8.25,RATP_Open_Data_2024
TER,SO2,5.02,1.26,79.39,2024-01-17 00:00:00,2.03,Paris,7.85,2.62,5.73,73.85,6.11,Airparif
Métro,PM10,7.25,5.7,48.99,2024-08-07 00:00:00,1.9,Marseille,1.27,4.17,2.4,60.2,3.69,Data.gouv.fr
Tramway,O3,3.79,2.25,66.74,2024-04-03 00:00:00,2.82,Paris,6.76,7.74,3.44,26.96,5.84,RATP_Open_Data_2024
TGV,PM2.5,4.36,6.11,77.6,2024-06-26 00:00:00,3.68,Bordeaux,4.72,3.99,6.73,60.51,5.66,RATP_Open_Data_2024
TGV,NO2,7.32,1.25,27.72,2024-11-30 00:00:00,6.39,Toulouse,7.93,5.56,8.17,17.89,7.81,SNCF_Open_Data
Transilien,SO2,2.35,5.4,69.52,2024-02-24 00:00:00,4.8,Lyon,7.78,6.22,3.52,57.69,6.4,Data.gouv.fr
RER,SO2,7.84,7.42,60.75,2024-02-18 00:00:00,7.06,Nantes,6.03,4.36,2.41,6.03,3.07,Data.gouv.fr
Métro,PM10,4.51,6.29,75.86,2024-01-06 00:00:00,8.19,Toulouse,7.53,4.19,5.34,59.26,2.66,Airparif
Transilien,PM10,4.99,3.72,46.26,2024-08-08 00:00:00,5.48,Lyon,4.13,7.22,5.83,17.51,1.25,Data.gouv.fr
Métro,PM2.5,4.44,6.54,19.49,2024-03-15 00:00:00,7.97,Montpellier,6.77,3.41,5.71,7.87,8.59,SNCF_Open_Data
Transilien,CO,2.9,4.72,54.29,2024-08-01 00:00:00,5.43,Bordeaux,3.64,8.52,3.09,26.32,6.05,Météo-France
RER,SO2,1.36,2.15,8.88,2024-12-02 00:00:00,5.09,Nantes,5.99,7.39,5.37,60.64,8.14,Airparif
TGV,PM2.5,4.25,5.07,28.64,2024-03-25 00:00:00,3.24,Nantes,5.62,2.85,7.57,78.19,6.94,RATP_Open_Data_2024
Métro,PM10,6.81,4.35,18.86,2024-09-14 00:00:00,4.15,Lille,5.84,6.74,8.32,47.77,7.17,Météo-France
Transilien,PM2.5,5.28,6.48,28.37,2024-03-17 00:00:00,3.59,Paris,2.1,7.25,6.6,52.43,3.24,SNCF_Open_Data
Métro,O3,7.25,2.62,44.05,2024-03-14 00:00:00,6.12,Lyon,6.44,7.91,3.6,43.96,2.7,Météo-France
TGV,PM10,7.4,7.31,39.67,2024-10-21 00:00:00,6.96,Bordeaux,3.23,6.53,6.83,64.47,3.16,SNCF_Open_Data
TGV,PM2.5,5.77,7.2,28.35,2024-04-06 00:00:00,7.99,Paris,2.17,7.23,6.17,64.68,8.43,Data.gouv.fr
Métro,NO2,6.87,2.85,15.33,2024-12-17 00:00:00,7.97,Nice,7.78,6.68,2.08,51.89,5.4,SNCF_Open_Data
RER,SO2,8.12,6.29,27.87,2024-11-29 00:00:00,1.42,Montpellier,3.53,5.67,5.95,74.09,5.86,RATP_Open_Data_2024
Métro,PM10,1.5,2.01,80.3,2024-07-26 00:00:00,3.46,Lille,5.54,2.18,2.16,42.39,1.83,SNCF_Open_Data
Métro,NO2,8.12,5.47,6.37,2024-09-02 00:00:00,2.14,Lille,7.33,6.35,7.39,75.74,8.32,Data.gouv.fr
Tramway,O3,2.8,2.3,35.94,2024-02-25 00:00:00,8.65,Nice,8.06,5.75,5.51,3.45,3.13,Météo-France
TGV,SO2,4.87,7.16,27.35,2024-08-19 00:00:00,5.79,Nice,4.97,6.83,3.15,57.09,2.01,SNCF_Open_Data
Métro,NO2,7.46,5.54,41.29,2024-01-03 00:00:00,8.03,Nantes,3.49,7.0,6.07,21.06,6.51,SNCF_Open_Data
Métro,SO2,4.27,4.58,25.0,2024-05-19 00:00:00,1.89,Strasbourg,3.78,8.47,1.41,69.22,6.58,SNCF_Open_Data
Transilien,SO2,6.74,4.82,4.93,2024-05-24 00:00:00,5.24,Marseille,4.05,4.76,2.05,49.29,7.58,RATP_Open_Data_2024
Tramway,NO2,7.29,7.7,30.3,2024-11-02 00:00:00,5.0,Bordeaux,4.59,6.98,2.3,3.26,3.91,Data.gouv.fr
RER,O3,3.16,8.51,26.41,2024-07-04 00:00:00,2.64,Montpellier,1.85,3.69,6.05,32.14,5.0,SNCF_Open_Data
TGV,NO2,6.17,2.17,62.82,2024-10-06 00:00:00,8.34,Montpellier,6.65,6.63,8.37,3.73,4.44,Météo-France
TGV,PM2.5,7.94,5.7,18.43,2024-06-12 00:00:00,5.35,Marseille,7.2,5.5,6.96,55.14,1.73,RATP_Open_Data_2024
Métro,SO2,3.76,6.54,42.08,2024-03-12 00:00:00,6.67,Paris,2.16,6.91,6.41,58.79,6.62,Météo-France
Tramway,CO,3.04,3.7,28.22,2024-10-29 00:00:00,6.71,Marseille,7.28,6.11,2.37,69.85,5.13,Data.gouv.fr
TGV,NO2,5.72,6.07,64.88,2024-08-15 00:00:00,4.11,Toulouse,7.76,1.59,5.7,42.57,4.19,Data.gouv.fr
Bus RATP,SO2,3.38,5.8,18.35,2024-10-13 00:00:00,2.54,Toulouse,6.46,5.28,7.93,57.36,2.51,SNCF_Open_Data
TGV,SO2,2.96,6.59,72.52,2024-04-20 00:00:00,3.75,Bordeaux,1.71,5.9,7.23,10.42,3.68,Airparif
RER,CO,1.88,2.23,53.21,2024-07-24 00:00:00,3.81,Lille,1.95,8.73,7.16,76.79,6.21,Météo-France
Bus RATP,CO,6.32,3.99,8.85,2024-04-07 00:00:00,4.99,Montpellier,5.33,2.88,1.24,14.22,3.25,RATP_Open_Data_2024
Bus RATP,O3,8.57,1.49,47.39,2024-11-11 00:00:00,3.89,Marseille,6.45,8.08,1.38,46.64,6.05,Météo-France
Bus RATP,CO,1.51,4.98,20.93,2024-10-08 00:00:00,7.23,Montpellier,6.33,4.84,2.99,35.44,5.12,Airparif
TER,NO2,5.93,6.71,84.79,2024-05-31 00:00:00,3.55,Strasbourg,2.16,7.34,4.07,65.85,8.27,RATP_Open_Data_2024
Métro,O3,4.21,7.54,39.27,2024-05-30 00:00:00,8.28,Lyon,3.8,4.74,4.12,75.27,2.41,Data.gouv.fr
TER,PM2.5,4.54,2.38,51.39,2024-03-31 00:00:00,6.88,Toulouse,8.6,2.31,5.09,67.98,2.46,Météo-France
Métro,CO,3.47,5.02,11.74,2024-05-24 00:00:00,5.62,Nice,2.17,7.05,4.4,22.5,8.22,SNCF_Open_Data
Métro,SO2,2.38,3.24,21.21,2024-07-19 00:00:00,4.48,Lille,8.15,1.87,2.35,79.55,2.1,Data.gouv.fr
Métro,O3,2.81,2.66,26.02,2024-04-27 00:00:00,8.05,Strasbourg,5.07,7.94,1.81,76.27,6.11,Météo-France
Bus RATP,O3,1.25,6.42,27.79,2024-04-03 00:00:00,3.58,Nantes,4.83,2.74,7.41,35.0,4.18,Airparif
TGV,PM10,2.35,6.54,12.08,2024-09-20 00:00:00,6.72,Nantes,3.55,1.91,2.48,73.92,5.98,RATP_Open_Data_2024
Bus RATP,SO2,7.37,5.47,66.81,2024-09-29 00:00:00,2.49,Toulouse,6.97,1.79,2.54,52.45,7.5,Airparif
RER,SO2,1.41,5.89,35.91,2024-06-19 00:00:00,8.03,Toulouse,5.94,6.57,7.11,76.7,8.36,RATP_Open_Data_2024
