col_table_source,col_aq_id,col_date,col_zone_id,col_pm25_ugm3,col_no2_ugm3,col_aqi_index,col_source,col_annee,col_secteur,col_emissions_mt_co2eq,col_evolution_annuelle_pourcent,col_part_nationale_pourcent,col_date_collecte,col_emissions_co2_transport_mt,col_indice_qualite_air,col_consommation_energie_transport_twh,col_part_transport_emissions_pourcent,col_reduction_emissions_vs_2019_pourcent,col_amelioration_qualite_air_pourcent,col_objectif_atteint,col_energy_id,col_mois,col_line_id,col_mode,col_energie_kwh,col_ville,col_condition_meteo,col_temperature_celsius,col_humidite_pourcent,col_pression_hpa,col_vitesse_vent_kmh,col_visibilite_km
Météo-France,ID_001,2024-07-06 00:00:00,ID_001,4.29,5.57,43.11,Météo-France,6.42,2.48,4.31,7.8,5.33,2024-12-24 00:00:00,2.25,7.55,2.03,8.27,4.97,5.47,4.79,ID_001,1.44,ID_001,Tramway,7.5,Strasbourg,5.91,5.8,ID_001,1011.6,130,1.35
Météo-France,ID_002,2024-11-28 00:00:00,ID_002,8.4,8.56,30.71,Airparif,5.19,1.61,1.21,6.87,5.75,2024-07-07 00:00:00,5.38,2.14,2.34,7.21,6.99,8.03,8.72,ID_002,7.42,ID_002,Bus RATP,5.43,Nice,2.9,25.1,ID_002,1012.9,130,6.44
SNCF_Open_Data,ID_003,2024-08-23 00:00:00,ID_003,4.21,7.21,41.77,Data.gouv.fr,6.51,5.77,4.99,6.02,4.59,2024-03-25 00:00:00,6.82,1.54,5.9,3.5,8.41,1.61,4.6,ID_003,6.41,ID_003,TER,2.21,Marseille,5.47,24.2,ID_003,1024.9,30,3.92
SNCF_Open_Data,ID_004,2024-08-20 00:00:00,ID_004,6.96,4.04,65.96,Data.gouv.fr,7.89,2.7,5.64,3.94,6.02,2024-10-15 00:00:00,3.98,7.72,8.57,8.31,2.96,5.81,7.04,ID_004,6.73,ID_004,Bus RATP,1.38,Nantes,8.78,14.4,ID_004,1024.5,80,8.4
Météo-France,ID_005,2024-10-22 00:00:00,ID_005,3.84,5.2,22.88,Météo-France,4.32,6.96,4.54,4.51,6.86,2024-12-18 00:00:00,4.58,4.62,2.32,4.7,5.37,7.7,3.64,ID_005,2.39,ID_005,TGV,4.2,Montpellier,4.13,27.3,ID_005,1018.5,110,3.03
Data.gouv.fr,ID_006,2024-10-07 00:00:00,ID_006,1.81,3.49,39.88,Data.gouv.fr,2.75,3.8,2.67,4.74,1.4,2024-08-07 00:00:00,2.52,2.54,3.98,3.74,7.81,1.93,4.22,ID_006,1.88,ID_006,Tramway,7.18,Marseille,5.25,22.8,ID_006,1015.5,30,2.95
Data.gouv.fr,ID_007,2024-07-26 00:00:00,ID_007,1.89,4.77,29.66,SNCF_Open_Data,3.9,7.86,4.36,1.81,2.87,2024-01-15 00:00:00,1.53,4.79,8.02,5.8,5.3,3.32,4.89,ID_007,8.19,ID_007,TGV,4.91,Paris,5.97,24.0,ID_007,998.2,130,6.53
RATP_Open_Data_2024,ID_008,2024-06-26 00:00:00,ID_008,5.05,6.7,6.12,Météo-France,6.44,4.89,2.82,5.06,3.45,2024-04-25 00:00:00,3.24,5.35,4.69,7.55,1.93,2.34,3.23,ID_008,7.28,ID_008,Métro,8.0,Toulouse,1.61,24.8,ID_008,1021.6,110,2.55
Airparif,ID_009,2024-11-27 00:00:00,ID_009,4.32,4.22,26.26,Data.gouv.fr,7.85,6.04,7.68,7.89,8.2,2024-04-07 00:00:00,7.7,4.92,3.45,6.87,8.44,3.89,2.87,ID_009,3.46,ID_009,Tramway,5.03,Toulouse,4.42,26.9,ID_009,1019.1,80,4.35
RATP_Open_Data_2024,ID_010,2024-06-23 00:00:00,ID_010,4.08,1.57,62.65,SNCF_Open_Data,7.63,3.4,8.05,2.4,5.62,2024-01-13 00:00:00,4.13,8.69,4.14,4.94,3.94,4.0,2.42,ID_010,3.77,ID_010,Transilien,3.81,Toulouse,5.05,23.7,ID_010,998.2,50,5.06
Data.gouv.fr,ID_011,2024-06-29 00:00:00,ID_011,3.81,8.45,22.69,Data.gouv.fr,7.27,4.01,2.5,5.38,2.06,2024-10-19 00:00:00,7.5,4.6,4.58,7.93,8.54,8.5,8.48,ID_011,2.63,ID_011,Bus RATP,3.42,Montpellier,3.92,11.8,ID_011,1006.8,30,7.7
RATP_Open_Data_2024,ID_012,2024-02-06 00:00:00,ID_012,4.11,7.17,31.16,RATP_Open_Data_2024,3.7,3.1,6.78,5.1,7.39,2024-07-03 00:00:00,1.68,4.49,6.85,2.6,1.24,8.03,8.13,ID_012,2.79,ID_012,TER,8.57,Nice,7.31,6.8,ID_012,1000.6,130,1.57
Data.gouv.fr,ID_013,2024-11-01 00:00:00,ID_013,1.63,3.88,76.25,Airparif,7.86,7.68,4.56,4.46,6.78,2024-04-24 00:00:00,7.68,4.02,7.95,2.54,7.07,4.38,7.41,ID_013,2.49,ID_013,Transilien,1.51,Toulouse,2.98,5.1,ID_013,1021.1,70,6.49
Data.gouv.fr,ID_014,2024-02-24 00:00:00,ID_014,5.48,5.73,21.14,Météo-France,3.0,4.42,2.82,2.02,3.21,2024-05-06 00:00:00,5.99,3.3,1.57,6.76,4.21,1.8,2.44,ID_014,1.97,ID_014,Tramway,8.26,Nice,4.01,20.3,ID_014,1014.2,130,6.12
Data.gouv.fr,ID_015,2024-09-13 00:00:00,ID_015,4.55,6.84,20.54,Airparif,8.48,2.87,5.56,3.79,6.94,2024-03-12 00:00:00,2.87,5.86,5.7,3.51,1.52,5.85,4.02,ID_015,3.5,ID_015,TGV,2.38,Nice,3.26,10.7,ID_015,1022.4,70,2.08
Data.gouv.fr,ID_016,2024-01-07 00:00:00,ID_016,7.79,7.03,75.49,RATP_Open_Data_2024,5.93,2.63,8.59,6.17,6.07,2024-07-27 00:00:00,5.25,1.83,4.33,4.12,8.21,4.72,8.79,ID_016,7.87,ID_016,Bus RATP,1.28,Bordeaux,2.07,5.8,ID_016,1014.1,70,8.41
Airparif,ID_017,2024-04-07 00:00:00,ID_017,4.23,3.07,44.86,Data.gouv.fr,7.56,5.79,3.41,2.36,1.45,2024-05-01 00:00:00,3.89,5.41,8.46,3.87,8.27,2.8,2.26,ID_017,3.77,ID_017,Métro,4.09,Bordeaux,7.34,16.3,ID_017,1016.3,70,2.53
Airparif,ID_018,2024-07-10 00:00:00,ID_018,4.21,8.29,13.64,Airparif,8.75,1.31,1.56,5.84,5.39,2024-07-13 00:00:00,1.97,7.96,7.01,5.76,2.41,6.78,7.94,ID_018,2.79,ID_018,Transilien,7.06,Paris,3.93,18.1,ID_018,1020.9,30,3.18
Météo-France,ID_019,2024-02-01 00:00:00,ID_019,6.47,7.57,84.29,Airparif,5.66,4.04,6.96,5.22,7.41,2024-06-12 00:00:00,4.23,5.65,6.94,7.69,2.94,3.77,8.42,ID_019,5.98,ID_019,TGV,1.8,Lyon,4.23,4.9,ID_019,995.2,130,6.26
SNCF_Open_Data,ID_020,2024-12-04 00:00:00,ID_020,2.79,2.29,54.38,Data.gouv.fr,7.74,6.96,1.32,4.05,5.68,2024-10-22 00:00:00,4.97,3.03,1.43,8.56,5.64,6.87,4.82,ID_020,5.33,ID_020,TGV,1.9,Strasbourg,1.35,15.7,ID_020,1005.8,30,2.23
RATP_Open_Data_2024,ID_021,2024-06-17 00:00:00,ID_021,2.32,4.22,74.41,RATP_Open_Data_2024,1.37,6.59,1.3,1.64,3.26,2024-06-04 00:00:00,5.19,5.1,3.62,4.92,8.4,4.5,6.26,ID_021,5.61,ID_021,Transilien,2.94,Lille,5.84,20.9,ID_021,997.8,130,5.86
SNCF_Open_Data,ID_022,2024-02-09 00:00:00,ID_022,2.11,2.79,39.49,SNCF_Open_Data,7.91,8.54,6.16,2.34,8.5,2024-06-21 00:00:00,2.48,2.65,1.58,2.11,7.61,5.31,6.12,ID_022,7.23,ID_022,TER,6.2,Toulouse,7.15,22.3,ID_022,1006.1,110,8.13
Météo-France,ID_023,2024-06-13 00:00:00,ID_023,6.14,5.05,82.87,Data.gouv.fr,2.41,7.96,8.13,2.33,5.36,2024-12-26 00:00:00,4.23,2.9,3.75,5.39,2.8,8.05,5.95,ID_023,1.52,ID_023,RER,7.33,Paris,7.32,13.9,ID_023,1022.9,110,4.66
Météo-France,ID_024,2024-10-23 00:00:00,ID_024,4.8,8.64,55.47,Data.gouv.fr,1.46,8.48,6.09,3.2,3.52,2024-03-31 00:00:00,4.4,5.95,7.14,8.34,3.21,2.95,3.39,ID_024,7.39,ID_024,TER,2.02,Toulouse,2.07,14.1,ID_024,1020.3,130,7.25
Airparif,ID_025,2024-01-07 00:00:00,ID_025,5.68,1.69,84.64,Data.gouv.fr,5.05,8.8,3.39,8.76,7.64,2024-01-12 00:00:00,2.24,5.02,7.89,8.1,5.28,7.01,3.72,ID_025,4.11,ID_025,TER,3.55,Nice,4.6,23.7,ID_025,1023.1,110,3.08
Data.gouv.fr,ID_026,2024-09-16 00:00:00,ID_026,2.21,1.81,13.7,Météo-France,7.93,2.77,8.23,4.36,7.79,2024-05-06 00:00:00,8.44,2.74,1.93,5.1,1.86,2.35,8.27,ID_026,6.4,ID_026,Bus RATP,7.7,Nice,4.82,5.7,ID_026,996.5,130,6.33
SNCF_Open_Data,ID_027,2024-01-18 00:00:00,ID_027,7.73,8.28,19.47,Data.gouv.fr,3.92,3.54,8.45,2.08,5.39,2024-05-15 00:00:00,4.96,6.71,8.44,6.37,2.71,1.67,6.37,ID_027,4.54,ID_027,TER,5.56,Paris,3.36,11.2,ID_027,1023.2,50,8.02
RATP_Open_Data_2024,ID_028,2024-05-07 00:00:00,ID_028,6.13,5.63,10.7,Data.gouv.fr,6.67,8.61,4.61,4.38,8.04,2024-02-26 00:00:00,5.33,3.22,2.81,3.11,4.14,5.52,6.17,ID_028,4.2,ID_028,RER,8.77,Bordeaux,6.26,6.0,ID_028,999.5,70,3.2
SNCF_Open_Data,ID_029,2024-09-05 00:00:00,ID_029,2.9,4.48,13.58,Data.gouv.fr,3.41,5.01,7.71,3.49,7.29,2024-03-25 00:00:00,8.78,7.28,3.74,8.13,2.98,2.17,2.58,ID_029,7.37,ID_029,RER,4.5,Nice,2.56,27.3,ID_029,1007.3,80,8.48
Météo-France,ID_030,2024-03-16 00:00:00,ID_030,3.62,5.97,63.26,SNCF_Open_Data,5.07,2.55,4.43,4.9,6.2,2024-03-18 00:00:00,7.03,3.88,7.63,6.46,7.23,8.18,3.63,ID_030,4.0,ID_030,Transilien,4.45,Toulouse,7.51,20.5,ID_030,995.9,130,1.38
SNCF_Open_Data,ID_031,2024-06-10 00:00:00,ID_031,4.51,3.1,20.08,Météo-France,5.77,2.63,5.31,3.25,4.79,2024-12-03 00:00:00,5.04,5.06,5.54,4.3,8.16,7.14,3.21,ID_031,4.55,ID_031,Transilien,4.67,Nice,8.64,21.1,ID_031,998.0,130,3.05
Data.gouv.fr,ID_032,2024-07-02 00:00:00,ID_032,6.21,7.37,10.4,Airparif,2.66,1.66,3.23,4.33,5.56,2024-09-08 00:00:00,4.99,3.69,4.46,7.66,1.56,3.36,3.44,ID_032,4.31,ID_032,Tramway,3.34,Montpellier,8.36,10.3,ID_032,1024.7,70,2.28
SNCF_Open_Data,ID_033,2024-04-23 00:00:00,ID_033,1.75,8.45,45.33,Météo-France,1.23,7.84,5.56,5.06,2.29,2024-02-11 00:00:00,6.72,4.31,4.94,6.05,3.73,3.38,5.36,ID_033,5.5,ID_033,RER,4.46,Strasbourg,3.24,19.2,ID_033,1016.7,130,2.42
RATP_Open_Data_2024,ID_034,2024-08-01 00:00:00,ID_034,6.15,4.22,50.0,Data.gouv.fr,2.21,8.71,3.6,4.37,3.53,2024-02-17 00:00:00,6.99,3.16,3.42,8.01,4.11,5.97,3.78,ID_034,3.19,ID_034,Tramway,8.13,Lyon,1.53,5.5,ID_034,996.5,50,4.41
RATP_Open_Data_2024,ID_035,2024-10-02 00:00:00,ID_035,4.28,5.13,25.69,SNCF_Open_Data,1.96,6.87,1.54,3.79,5.16,2024-10-13 00:00:00,5.29,4.08,4.58,4.55,4.53,6.42,6.95,ID_035,4.98,ID_035,Transilien,6.51,Strasbourg,8.28,22.1,ID_035,1017.8,70,8.13
Météo-France,ID_036,2024-08-14 00:00:00,ID_036,5.66,5.45,67.99,Météo-France,8.73,6.41,4.21,6.15,6.69,2024-06-15 00:00:00,2.86,2.29,4.91,7.72,3.08,3.26,6.52,ID_036,2.52,ID_036,Transilien,5.67,Bordeaux,2.36,12.2,ID_036,1016.4,45,3.79
Airparif,ID_037,2024-10-14 00:00:00,ID_037,1.31,7.41,20.86,RATP_Open_Data_2024,7.39,2.76,6.67,3.95,4.36,2024-11-26 00:00:00,8.41,3.54,7.46,4.47,7.92,2.7,2.1,ID_037,5.9,ID_037,TGV,3.1,Nantes,2.27,9.8,ID_037,1019.4,110,5.42
Airparif,ID_038,2024-05-07 00:00:00,ID_038,1.82,4.33,44.23,Data.gouv.fr,6.04,8.34,2.51,3.84,7.89,2024-12-18 00:00:00,3.07,5.66,7.74,4.05,7.69,3.81,6.2,ID_038,5.69,ID_038,Transilien,1.44,Marseille,4.7,23.2,ID_038,1004.4,110,2.39
RATP_Open_Data_2024,ID_039,2024-07-13 00:00:00,ID_039,6.82,3.36,2.42,Data.gouv.fr,5.47,6.3,3.46,6.14,2.45,2024-01-04 00:00:00,3.51,2.85,5.73,4.41,2.4,8.77,1.69,ID_039,1.71,ID_039,Bus RATP,5.48,Nice,5.58,13.5,ID_039,1016.2,70,4.6
Météo-France,ID_040,2024-12-03 00:00:00,ID_040,1.61,6.19,25.11,RATP_Open_Data_2024,7.68,3.66,8.3,3.55,8.65,2024-01-12 00:00:00,1.68,5.76,4.65,6.65,4.6,1.3,4.58,ID_040,3.98,ID_040,Bus RATP,8.67,Marseille,6.31,22.6,ID_040,1019.7,110,6.0
RATP_Open_Data_2024,ID_041,2024-11-30 00:00:00,ID_041,3.31,7.37,48.93,Airparif,8.05,1.47,7.9,3.44,3.77,2024-09-07 00:00:00,1.26,1.79,4.42,6.11,6.01,3.68,5.84,ID_041,5.34,ID_041,Bus RATP,4.15,Lille,6.68,25.2,ID_041,1004.3,45,8.75
Airparif,ID_042,2024-04-16 00:00:00,ID_042,8.14,5.84,16.54,Data.gouv.fr,3.02,2.34,2.96,4.84,6.82,2024-01-02 00:00:00,4.92,6.02,6.62,5.17,1.74,2.04,7.79,ID_042,3.1,ID_042,Transilien,2.43,Lyon,3.5,16.4,ID_042,1022.2,50,5.4
Airparif,ID_043,2024-01-06 00:00:00,ID_043,2.04,2.6,53.02,RATP_Open_Data_2024,7.76,2.95,2.39,3.32,2.87,2024-01-09 00:00:00,5.6,3.4,4.89,6.71,6.22,5.16,8.1,ID_043,3.77,ID_043,Bus RATP,7.32,Bordeaux,3.87,4.6,ID_043,1000.9,80,7.12
Météo-France,ID_044,2024-04-17 00:00:00,ID_044,1.79,2.11,78.31,RATP_Open_Data_2024,5.25,2.38,4.55,3.89,6.22,2024-05-13 00:00:00,7.11,6.16,7.86,6.01,2.46,2.52,5.87,ID_044,2.87,ID_044,RER,7.42,Lille,5.98,22.7,ID_044,1022.6,50,5.9
Airparif,ID_045,2024-08-03 00:00:00,ID_045,4.86,6.65,79.52,Météo-France,3.46,5.7,5.66,7.44,1.74,2024-09-04 00:00:00,3.68,2.21,2.98,4.57,2.47,8.4,6.68,ID_045,4.69,ID_045,Métro,6.63,Bordeaux,4.57,25.1,ID_045,1002.4,45,7.45
Airparif,ID_046,2024-03-25 00:00:00,ID_046,5.13,4.53,16.65,Airparif,2.49,4.8,7.75,4.89,7.21,2024-02-19 00:00:00,1.28,1.63,6.71,2.54,1.56,3.88,8.19,ID_046,3.59,ID_046,Bus RATP,1.67,Nantes,8.64,9.6,ID_046,1015.7,70,4.85
RATP_Open_Data_2024,ID_047,2024-02-28 00:00:00,ID_047,7.15,3.95,35.29,RATP_Open_Data_2024,5.22,3.75,4.19,7.39,3.47,2024-12-22 00:00:00,1.33,4.74,5.56,6.37,6.68,2.01,3.61,ID_047,3.78,ID_047,TGV,4.34,Strasbourg,8.05,22.5,ID_047,1005.0,45,8.44
Météo-France,ID_048,2024-02-15 00:00:00,ID_048,8.25,5.71,67.81,Airparif,5.41,4.35,5.77,2.87,2.8,2024-06-03 00:00:00,7.51,4.22,6.3,5.11,3.74,2.3,5.12,ID_048,6.77,ID_048,TGV,4.42,Nice,6.05,17.2,ID_048,1019.4,80,2.55
SNCF_Open_Data,ID_049,2024-05-24 00:00:00,ID_049,5.62,2.78,2.5,SNCF_Open_Data,4.5,5.04,1.36,3.0,8.62,2024-01-01 00:00:00,8.72,7.46,2.6,3.2,3.7,3.7,2.78,ID_049,7.45,ID_049,RER,4.13,Lyon,8.54,25.4,ID_049,1003.3,130,8.47
Météo-France,ID_050,2024-08-19 00:00:00,ID_050,4.89,2.12,71.66,RATP_Open_Data_2024,5.33,7.6,6.52,4.86,2.6,2024-07-08 00:00:00,2.5,7.23,1.35,3.46,4.55,8.61,7.35,ID_050,1.75,ID_050,TGV,5.23,Paris,3.47,8.8,ID_050,1010.6,130,6.89
Météo-France,ID_051,2024-12-21 00:00:00,ID_051,3.67,6.26,65.44,Data.gouv.fr,3.52,6.19,3.87,5.84,7.09,2024-02-28 00:00:00,6.5,1.37,5.79,3.41,4.65,1.6,3.31,ID_051,1.63,ID_051,RER,4.99,Lille,8.33,26.2,ID_051,1024.9,50,5.93
Airparif,ID_052,2024-02-25 00:00:00,ID_052,7.36,1.61,49.59,SNCF_Open_Data,5.66,8.18,8.62,8.19,6.77,2024-10-23 00:00:00,1.32,1.2,2.18,1.78,7.03,8.7,4.32,ID_052,2.08,ID_052,Bus RATP,4.95,Marseille,1.29,24.0,ID_052,1008.5,30,4.16
Météo-France,ID_053,2024-09-20 00:00:00,ID_053,7.58,2.22,18.03,Météo-France,4.15,5.57,2.57,6.2,8.32,2024-08-14 00:00:00,4.33,8.48,6.12,5.84,5.37,8.24,5.86,ID_053,6.57,ID_053,Transilien,2.02,Strasbourg,4.71,7.2,ID_053,1022.8,50,1.62
SNCF_Open_Data,ID_054,2024-08-12 00:00:00,ID_054,8.67,5.56,63.42,SNCF_Open_Data,5.47,3.56,1.82,8.57,5.0,2024-03-04 00:00:00,5.29,7.95,8.53,8.78,2.84,3.92,1.46,ID_054,4.98,ID_054,Bus RATP,5.0,Paris,2.2,19.1,ID_054,1008.9,45,4.38
Météo-France,ID_055,2024-01-10 00:00:00,ID_055,5.25,8.52,18.84,Airparif,1.69,6.98,2.73,3.77,4.95,2024-11-05 00:00:00,5.97,8.54,6.66,6.53,8.57,5.34,2.39,ID_055,2.08,ID_055,Bus RATP,1.28,Toulouse,4.71,22.2,ID_055,1004.9,70,2.85
Météo-France,ID_056,2024-08-08 00:00:00,ID_056,5.03,4.89,44.03,Data.gouv.fr,3.44,2.17,5.19,8.6,2.4,2024-11-25 00:00:00,1.52,6.14,7.21,1.97,4.62,1.32,7.77,ID_056,1.34,ID_056,Bus RATP,6.77,Nantes,3.11,20.5,ID_056,1003.2,80,4.38
SNCF_Open_Data,ID_057,2024-01-02 00:00:00,ID_057,1.75,3.51,30.99,SNCF_Open_Data,5.99,5.51,8.31,4.54,5.07,2024-08-27 00:00:00,5.5,6.79,5.65,3.72,7.65,1.44,4.37,ID_057,7.71,ID_057,TER,2.92,Marseille,6.21,17.2,ID_057,1004.2,45,3.39
Airparif,ID_058,2024-04-20 00:00:00,ID_058,8.33,7.64,13.12,SNCF_Open_Data,1.86,4.84,2.72,1.39,4.78,2024-12-04 00:00:00,7.64,6.95,2.27,4.25,3.24,4.38,7.45,ID_058,4.5,ID_058,RER,6.39,Lille,4.94,11.9,ID_058,1024.6,45,8.41
Data.gouv.fr,ID_059,2024-05-28 00:00:00,ID_059,2.11,7.59,24.43,Airparif,1.57,5.4,5.54,1.57,1.87,2024-09-19 00:00:00,7.87,8.41,4.23,3.12,6.93,2.02,1.85,ID_059,1.48,ID_059,Transilien,6.08,Nantes,8.22,14.4,ID_059,1020.2,30,2.66
SNCF_Open_Data,ID_060,2024-03-12 00:00:00,ID_060,3.33,4.47,39.5,Airparif,7.73,5.25,6.06,5.83,2.67,2024-07-02 00:00:00,7.14,7.66,3.86,8.47,5.23,4.66,5.56,ID_060,2.8,ID_060,Transilien,1.62,Toulouse,6.46,10.6,ID_060,1018.4,110,4.84
Météo-France,ID_061,2024-01-25 00:00:00,ID_061,3.87,4.04,79.56,Airparif,1.24,6.59,4.9,4.51,8.25,2024-04-09 00:00:00,2.23,6.23,1.53,3.91,3.67,2.71,6.93,ID_061,4.97,ID_061,TGV,5.51,Marseille,1.87,7.6,ID_061,1002.8,50,4.15
Data.gouv.fr,ID_062,2024-09-17 00:00:00,ID_062,8.71,4.32,79.68,Météo-France,6.01,6.95,5.15,6.17,7.42,2024-10-11 00:00:00,1.92,2.72,6.88,6.5,3.58,3.35,2.85,ID_062,8.18,ID_062,Transilien,7.47,Paris,5.74,27.1,ID_062,999.7,80,4.41
Data.gouv.fr,ID_063,2024-04-21 00:00:00,ID_063,3.96,3.57,62.32,SNCF_Open_Data,3.73,3.27,4.88,8.73,4.74,2024-05-19 00:00:00,3.67,3.71,7.96,7.88,5.0,8.13,2.51,ID_063,6.52,ID_063,RER,3.0,Bordeaux,8.34,12.8,ID_063,1016.4,45,8.59
RATP_Open_Data_2024,ID_064,2024-10-08 00:00:00,ID_064,6.21,7.17,49.28,Airparif,5.03,5.07,5.6,2.51,3.85,2024-08-24 00:00:00,8.09,7.19,2.99,3.74,2.52,6.81,7.61,ID_064,4.57,ID_064,Tramway,2.61,Lyon,6.5,16.5,ID_064,1012.5,110,3.31
Airparif,ID_065,2024-08-29 00:00:00,ID_065,6.79,5.59,23.92,RATP_Open_Data_2024,7.46,4.83,7.27,5.06,1.8,2024-02-25 00:00:00,1.2,1.58,5.12,7.88,4.07,5.4,4.74,ID_065,7.29,ID_065,TER,3.4,Paris,6.36,6.2,ID_065,1008.7,30,2.45
RATP_Open_Data_2024,ID_066,2024-01-25 00:00:00,ID_066,2.6,6.28,13.2,Airparif,4.32,2.31,6.49,3.16,4.13,2024-08-04 00:00:00,7.54,1.64,2.03,5.11,3.63,2.89,5.27,ID_066,2.23,ID_066,TER,4.3,Toulouse,6.77,12.0,ID_066,1024.2,45,6.1
Météo-France,ID_067,2024-12-08 00:00:00,ID_067,2.71,8.73,30.8,Airparif,5.01,1.45,5.71,7.17,7.65,2024-11-11 00:00:00,3.28,8.71,5.12,5.66,8.15,8.06,4.24,ID_067,7.36,ID_067,RER,2.85,Nantes,5.75,13.2,ID_067,1018.3,70,4.47
SNCF_Open_Data,ID_068,2024-09-22 00:00:00,ID_068,4.53,3.67,79.6,SNCF_Open_Data,7.58,3.15,6.1,2.72,1.45,2024-01-10 00:00:00,2.24,7.22,2.31,4.92,6.96,3.69,8.39,ID_068,6.1,ID_068,RER,5.32,Lyon,8.61,11.6,ID_068,1013.5,30,4.68
RATP_Open_Data_2024,ID_069,2024-05-11 00:00:00,ID_069,4.07,6.79,32.85,Météo-France,2.06,5.93,6.65,2.42,6.87,2024-11-01 00:00:00,6.9,6.29,7.4,6.08,3.42,3.26,3.98,ID_069,1.22,ID_069,Métro,6.46,Marseille,7.26,13.5,ID_069,1008.9,70,5.68
SNCF_Open_Data,ID_070,2024-04-23 00:00:00,ID_070,4.4,8.78,70.82,Data.gouv.fr,4.61,6.3,4.29,7.19,3.29,2024-07-04 00:00:00,2.13,2.02,6.77,6.39,2.68,7.76,6.9,ID_070,4.58,ID_070,TER,1.98,Marseille,6.15,15.7,ID_070,1001.9,80,2.79
Météo-France,ID_071,2024-06-26 00:00:00,ID_071,5.25,2.8,71.97,RATP_Open_Data_2024,2.44,6.08,6.62,7.03,4.5,2024-03-02 00:00:00,8.13,3.78,2.08,1.61,6.63,8.73,4.09,ID_071,6.84,ID_071,Transilien,1.99,Nice,8.33,21.9,ID_071,1014.4,30,1.34
RATP_Open_Data_2024,ID_072,2024-07-03 00:00:00,ID_072,2.92,5.83,32.05,SNCF_Open_Data,6.86,1.92,4.08,2.58,4.79,2024-09-20 00:00:00,2.23,4.4,3.94,8.3,1.97,7.94,6.55,ID_072,3.44,ID_072,TER,8.37,Marseille,5.26,19.7,ID_072,1010.7,50,4.45
Data.gouv.fr,ID_073,2024-11-28 00:00:00,ID_073,6.5,4.42,52.59,Météo-France,4.52,1.68,5.74,1.93,1.3,2024-12-04 00:00:00,7.87,5.68,8.7,5.32,7.02,4.51,8.33,ID_073,5.93,ID_073,Bus RATP,7.06,Strasbourg,5.21,7.1,ID_073,1002.4,50,7.62
Data.gouv.fr,ID_074,2024-02-11 00:00:00,ID_074,2.4,4.75,43.96,Météo-France,1.48,7.25,7.59,1.59,7.27,2024-08-12 00:00:00,4.28,5.33,5.37,6.04,5.63,8.58,6.37,ID_074,7.01,ID_074,TGV,5.88,Strasbourg,2.66,15.0,ID_074,996.1,130,2.55
Météo-France,ID_075,2024-11-23 00:00:00,ID_075,6.73,7.83,49.08,SNCF_Open_Data,5.2,4.43,7.28,3.2,2.17,2024-06-30 00:00:00,5.51,1.97,4.18,6.61,5.17,5.96,7.55,ID_075,8.64,ID_075,Bus RATP,6.25,Nantes,4.83,5.0,ID_075,1016.5,45,5.62
Météo-France,ID_076,2024-07-21 00:00:00,ID_076,3.0,6.41,81.79,Météo-France,4.28,2.57,6.74,8.61,1.96,2024-05-31 00:00:00,6.45,6.46,2.63,5.39,5.29,2.68,7.48,ID_076,6.19,ID_076,TER,2.23,Marseille,5.34,18.1,ID_076,1014.7,50,5.63
Airparif,ID_077,2024-09-27 00:00:00,ID_077,3.11,6.27,10.16,Airparif,1.21,3.8,7.09,5.93,4.54,2024-07-09 00:00:00,6.23,7.81,6.42,4.23,3.29,5.98,5.27,ID_077,5.01,ID_077,RER,8.09,Nice,4.49,16.2,ID_077,1020.3,130,8.12
Data.gouv.fr,ID_078,2024-01-08 00:00:00,ID_078,8.49,6.03,60.0,Météo-France,3.95,4.8,5.08,6.79,8.09,2024-07-08 00:00:00,5.88,7.22,2.14,3.95,8.06,5.21,1.47,ID_078,2.6,ID_078,Métro,6.88,Paris,7.91,19.5,ID_078,1021.9,50,3.41
RATP_Open_Data_2024,ID_079,2024-01-28 00:00:00,ID_079,3.36,5.84,64.32,RATP_Open_Data_2024,1.44,6.29,2.97,5.3,6.11,2024-07-03 00:00:00,3.57,2.89,5.96,2.8,7.18,2.46,5.11,ID_079,5.0,ID_079,Métro,1.96,Toulouse,4.71,27.2,ID_079,1010.7,50,3.59
Airparif,ID_080,2024-10-28 00:00:00,ID_080,3.72,6.5,47.88,Airparif,7.62,3.73,6.73,3.63,7.34,2024-04-09 00:00:00,6.01,7.01,3.4,1.21,5.45,4.51,2.17,ID_080,1.84,ID_080,Transilien,7.52,Nice,5.43,10.6,ID_080,999.2,130,4.08
Météo-France,ID_081,2024-08-06 00:00:00,ID_081,4.98,5.55,15.59,Data.gouv.fr,2.52,6.41,4.49,5.93,7.88,2024-07-17 00:00:00,7.89,1.32,2.4,5.55,6.39,2.91,5.26,ID_081,5.25,ID_081,Transilien,1.5,Paris,3.04,12.3,ID_081,998.4,130,6.88
Data.gouv.fr,ID_082,2024-03-11 00:00:00,ID_082,7.06,3.02,75.19,Airparif,2.69,5.32,7.63,2.09,6.25,2024-06-16 00:00:00,4.66,7.04,5.57,4.62,4.78,7.89,3.98,ID_082,5.32,ID_082,Tramway,6.85,Nice,2.86,8.6,ID_082,1013.6,110,5.36
