col_ville,col_region,col_reseau,col_mode,col_ligne,col_nom_ligne,col_heure,col_capacite_theorique,col_charge_percent,col_taux_remplissage,col_voyageurs_estimes,col_densite,col_longueur_km,col_nb_stations,col_efficacite_score,col_date_scraping,col_voyageurs_total_jour,col_voyages_par_km,col_cout_exploitation_euro,col_revenu_estime_euro,col_rentabilite_euro,col_ratio_rentabilite_percent,col_statut,col_date_analyse,col_type_action,col_action,col_impact_estime,col_delai,col_nb_lignes,col_voyageurs_total,col_charge_moyenne,col_efficacite_moyenne
Toulouse,Nouvelle-Aquitaine,6.76,Métro,3.41,Ligne T2,2.86,5,6.75,4.49,2024-04-10 00:00:00,185508,1.931633,Gare de l'Est 3,1.5,2024-11-11 00:00:00,5.87,7.21,5.25,2024-03-29 00:00:00,6.49,6.55,1.34,2024-10-23 00:00:00,1.88,6.09,2024-06-18 00:00:00,7.05,6.0,6.04,7.76,8.45
Toulouse,Hauts-de-France,1.34,Transilien,6.38,Ligne C,5.82,120,7.79,5.29,2024-10-22 00:00:00,30203,2.321997,Gare de l'Est 6,3.93,2024-02-12 00:00:00,8.62,4.61,7.09,2024-07-03 00:00:00,5.75,3.22,4.54,2024-08-01 00:00:00,5.66,2.32,2024-09-06 00:00:00,4.75,2.26,7.41,1.36,4.95
Nice,Pays de la Loire,5.28,TER,2.03,Ligne 14,5.43,120,8.11,1.28,2024-03-23 00:00:00,30702,1.959172,Gare du Nord 9,3.4,2024-03-23 00:00:00,4.81,5.88,6.06,2024-12-05 00:00:00,4.11,7.49,2.67,2024-03-09 00:00:00,3.42,6.31,2024-12-02 00:00:00,7.19,1.49,2.87,7.05,6.15
Marseille,Pays de la Loire,3.04,RER,2.33,Ligne T2,8.44,120,6.15,2.29,2024-10-16 00:00:00,119708,4.31821,Gare de l'Est 8,2.93,2024-08-01 00:00:00,5.89,7.67,2.69,2024-02-25 00:00:00,1.31,3.53,7.48,2024-05-04 00:00:00,8.73,3.96,2024-06-11 00:00:00,5.59,3.59,2.9,2.19,2.64
Toulouse,Provence-Alpes-Côte d'Azur,4.3,Transilien,6.51,Ligne T2,3.34,800,4.27,1.91,2024-06-20 00:00:00,78767,3.386409,Montparnasse 3,8.01,2024-11-16 00:00:00,3.41,4.59,1.41,2024-06-02 00:00:00,6.94,6.71,7.74,2024-10-17 00:00:00,7.16,3.76,2024-03-16 00:00:00,5.21,3.78,7.91,3.39,2.41
Marseille,Auvergne-Rhône-Alpes,3.64,RER,4.08,Ligne A,2.96,350,5.88,5.2,2024-10-30 00:00:00,85377,5.962764,Haussmann Saint-Lazare 6,3.5,2024-03-06 00:00:00,5.28,6.92,5.33,2024-02-27 00:00:00,5.13,5.49,4.73,2024-12-03 00:00:00,8.13,6.98,2024-01-04 00:00:00,1.36,8.25,5.07,3.48,4.36
Lille,Normandie,1.46,TGV,6.74,Ligne M1,7.68,120,6.98,6.26,2024-07-13 00:00:00,185787,3.812338,Montparnasse 2,7.74,2024-11-24 00:00:00,3.27,5.01,3.49,2024-06-22 00:00:00,6.3,5.94,6.15,2024-03-09 00:00:00,4.57,5.83,2024-06-09 00:00:00,5.27,4.33,6.03,3.06,8.06
Strasbourg,Normandie,5.36,RER,2.97,Ligne T2,3.26,5,2.99,8.64,2024-10-12 00:00:00,181912,2.902491,Montparnasse 8,7.19,2024-10-28 00:00:00,1.56,7.44,2.28,2024-07-15 00:00:00,1.88,1.31,2.57,2024-09-12 00:00:00,3.82,2.03,2024-05-08 00:00:00,2.25,3.74,5.62,2.62,2.14
Lille,Provence-Alpes-Côte d'Azur,3.75,Bus RATP,7.64,Ligne T2,4.47,350,2.07,4.47,2024-04-03 00:00:00,199941,1.300962,Montparnasse 4,3.67,2024-03-04 00:00:00,7.21,4.81,3.02,2024-03-22 00:00:00,8.74,7.0,5.07,2024-11-17 00:00:00,6.08,5.03,2024-11-12 00:00:00,7.02,2.75,6.03,5.62,7.12
Toulouse,Bretagne,7.39,Bus RATP,5.09,Ligne 14,6.46,350,7.04,7.36,2024-09-21 00:00:00,160307,5.647506,Part-Dieu 8,7.31,2024-12-23 00:00:00,3.51,3.55,5.6,2024-03-28 00:00:00,6.01,2.87,4.21,2024-07-09 00:00:00,7.79,8.06,2024-11-22 00:00:00,1.67,2.39,8.57,1.23,1.89
Toulouse,Hauts-de-France,3.41,Transilien,1.35,Ligne 1,4.98,800,6.42,3.46,2024-09-26 00:00:00,169075,3.24814,Part-Dieu 5,4.5,2024-10-21 00:00:00,5.12,2.0,8.12,2024-02-15 00:00:00,1.89,4.08,3.93,2024-08-09 00:00:00,5.86,3.11,2024-02-03 00:00:00,2.01,7.9,5.97,1.97,3.8
Nice,Occitanie,7.1,Tramway,7.73,Ligne T2,4.79,5,5.95,4.45,2024-01-22 00:00:00,101609,2.444287,Gare de Lyon 5,6.45,2024-05-21 00:00:00,1.33,5.48,5.26,2024-03-13 00:00:00,1.86,4.34,1.23,2024-10-26 00:00:00,3.3,7.02,2024-10-30 00:00:00,3.18,7.75,4.54,3.73,3.28
Lille,Hauts-de-France,2.47,RER,3.64,Ligne 14,3.14,800,8.33,5.42,2024-10-31 00:00:00,104040,-1.637994,Saint-Charles 2,1.62,2024-11-03 00:00:00,1.33,2.34,7.62,2024-09-22 00:00:00,7.62,2.04,1.37,2024-11-24 00:00:00,3.03,7.83,2024-07-03 00:00:00,7.15,2.33,3.63,2.43,6.47
Lille,Provence-Alpes-Côte d'Azur,1.63,Métro,7.1,Ligne B,3.98,350,3.57,1.27,2024-05-03 00:00:00,32673,1.319048,Part-Dieu 5,4.13,2024-06-23 00:00:00,7.12,8.78,3.84,2024-05-10 00:00:00,4.12,6.74,2.5,2024-03-28 00:00:00,3.52,4.68,2024-09-03 00:00:00,3.34,1.7,1.43,5.99,4.18
Strasbourg,Île-de-France,5.64,Métro,2.8,Ligne C,1.54,5,8.47,7.0,2024-06-08 00:00:00,99463,4.998393,Haussmann Saint-Lazare 6,7.32,2024-08-04 00:00:00,3.05,4.29,8.49,2024-05-07 00:00:00,3.71,7.68,2.16,2024-10-15 00:00:00,3.19,3.59,2024-02-26 00:00:00,8.02,7.1,4.68,7.26,5.62
Marseille,Auvergne-Rhône-Alpes,3.48,Tramway,2.39,Ligne A,4.54,800,6.79,1.57,2024-06-22 00:00:00,134903,6.315951,Matabiau 3,8.46,2024-08-04 00:00:00,7.96,3.4,6.86,2024-01-22 00:00:00,4.12,7.89,7.31,2024-12-12 00:00:00,5.8,7.87,2024-07-22 00:00:00,4.64,4.91,1.23,3.06,1.71
Strasbourg,Bretagne,3.12,Métro,8.03,Ligne A,8.42,50,6.41,2.48,2024-08-26 00:00:00,61629,5.569391,Gare de l'Est 9,4.87,2024-11-06 00:00:00,5.77,6.43,2.41,2024-02-21 00:00:00,5.26,1.82,2.92,2024-12-11 00:00:00,5.19,4.51,2024-03-31 00:00:00,6.06,1.46,5.19,5.82,3.61
Toulouse,Nouvelle-Aquitaine,6.53,Bus RATP,6.06,Ligne A,5.51,800,2.29,5.99,2024-06-22 00:00:00,28931,2.913214,Gare du Nord 2,4.58,2024-04-18 00:00:00,7.74,3.38,2.43,2024-07-06 00:00:00,1.93,1.53,8.47,2024-12-19 00:00:00,7.93,6.07,2024-03-15 00:00:00,3.69,6.14,5.01,6.93,3.96
Toulouse,Normandie,7.46,TER,5.17,Ligne 14,4.37,120,4.43,2.2,2024-10-06 00:00:00,62707,-1.536718,Saint-Charles 9,6.51,2024-07-24 00:00:00,1.87,6.37,7.14,2024-04-20 00:00:00,1.32,7.98,2.99,2024-11-30 00:00:00,4.22,1.51,2024-05-16 00:00:00,4.5,3.53,4.55,2.42,2.41
Lille,Provence-Alpes-Côte d'Azur,6.15,RER,7.86,Ligne M1,1.82,50,2.83,7.09,2024-08-01 00:00:00,28518,-0.520386,Montparnasse 7,3.42,2024-07-14 00:00:00,2.16,5.55,7.01,2024-04-13 00:00:00,1.32,1.97,7.92,2024-03-14 00:00:00,5.73,3.09,2024-06-24 00:00:00,6.03,4.78,8.7,8.15,7.02
Montpellier,Pays de la Loire,4.53,RER,7.73,Ligne M1,3.58,350,8.22,2.79,2024-01-21 00:00:00,73583,2.474947,Gare de l'Est 4,3.3,2024-12-13 00:00:00,7.63,5.76,6.25,2024-06-21 00:00:00,6.71,4.63,5.04,2024-01-20 00:00:00,3.78,3.26,2024-05-04 00:00:00,7.52,8.14,6.11,4.66,1.57
Montpellier,Île-de-France,4.64,Métro,7.33,Ligne A,1.77,800,3.35,3.1,2024-01-03 00:00:00,7071,1.972034,Matabiau 6,3.09,2024-06-10 00:00:00,7.77,8.77,6.16,2024-04-03 00:00:00,4.41,1.45,3.86,2024-09-11 00:00:00,3.21,5.85,2024-09-10 00:00:00,5.18,3.05,7.16,3.26,3.31
Bordeaux,Occitanie,6.04,Tramway,7.61,Ligne C,1.93,350,4.69,8.4,2024-08-20 00:00:00,70845,5.652175,Saint-Jean 8,6.35,2024-07-07 00:00:00,1.28,4.7,8.66,2024-01-29 00:00:00,5.31,2.27,2.95,2024-05-17 00:00:00,8.45,7.69,2024-04-05 00:00:00,5.62,2.16,5.26,6.83,1.34
Marseille,Bretagne,4.94,Métro,2.73,Ligne B,7.28,350,7.84,4.89,2024-11-18 00:00:00,35172,5.36725,Matabiau 8,5.83,2024-08-22 00:00:00,8.72,2.22,1.61,2024-10-12 00:00:00,3.69,1.61,8.04,2024-05-20 00:00:00,5.71,4.51,2024-06-19 00:00:00,8.74,6.09,1.78,4.23,2.93
Nantes,Bretagne,2.25,Tramway,3.23,Ligne A,2.58,800,3.75,4.16,2024-04-03 00:00:00,51285,3.116193,Montparnasse 7,4.77,2024-04-04 00:00:00,3.33,8.74,6.28,2024-07-07 00:00:00,1.49,8.38,4.51,2024-01-16 00:00:00,8.28,8.28,2024-08-10 00:00:00,1.44,5.56,4.02,8.44,3.09
Nice,Grand Est,7.08,TGV,6.27,Ligne B,6.05,50,2.84,1.77,2024-10-25 00:00:00,34442,5.800657,Haussmann Saint-Lazare 2,1.27,2024-07-23 00:00:00,5.3,7.6,2.3,2024-11-16 00:00:00,1.88,7.69,2.31,2024-05-04 00:00:00,1.53,5.75,2024-03-24 00:00:00,8.24,2.36,2.35,2.66,8.79
Nantes,Normandie,2.15,TER,6.7,Ligne A,3.63,120,7.77,5.92,2024-11-19 00:00:00,29890,1.260348,Gare du Nord 4,3.71,2024-10-04 00:00:00,7.04,3.34,4.72,2024-01-26 00:00:00,6.05,6.98,8.61,2024-08-07 00:00:00,8.15,1.28,2024-06-17 00:00:00,6.29,6.33,5.52,3.09,2.36
Nice,Occitanie,7.21,TER,5.02,Ligne T2,5.77,800,6.39,3.29,2024-03-06 00:00:00,142546,-0.139934,Montparnasse 9,7.41,2024-11-02 00:00:00,3.29,2.81,5.2,2024-07-02 00:00:00,4.28,2.08,5.57,2024-05-06 00:00:00,3.1,5.45,2024-11-25 00:00:00,4.29,3.13,6.9,3.81,2.31
Paris,Occitanie,7.76,Tramway,4.26,Ligne M1,2.68,120,7.04,4.84,2024-05-20 00:00:00,21944,2.269367,Part-Dieu 9,5.01,2024-01-22 00:00:00,5.07,7.31,5.13,2024-02-19 00:00:00,7.63,6.3,2.48,2024-01-23 00:00:00,5.99,8.04,2024-09-20 00:00:00,1.28,4.33,6.94,3.78,8.54
Nice,Occitanie,4.01,Bus RATP,5.09,Ligne T2,1.5,5,8.25,7.71,2024-05-16 00:00:00,143928,-1.225512,Saint-Charles 1,7.32,2024-06-18 00:00:00,3.47,2.41,8.24,2024-01-12 00:00:00,4.58,8.65,1.54,2024-09-05 00:00:00,4.59,4.29,2024-05-31 00:00:00,6.7,4.08,3.63,8.28,4.94
Montpellier,Grand Est,2.09,TER,5.77,Ligne 1,5.01,350,5.63,4.74,2024-06-09 00:00:00,174189,3.594427,Gare de l'Est 8,1.48,2024-07-20 00:00:00,7.0,8.31,3.88,2024-07-25 00:00:00,3.69,5.53,7.38,2024-10-26 00:00:00,2.62,1.64,2024-10-02 00:00:00,8.64,4.19,3.29,5.24,1.21
Nantes,Provence-Alpes-Côte d'Azur,7.96,Tramway,6.54,Ligne B,8.71,350,2.06,1.77,2024-01-19 00:00:00,9584,4.884615,Gare de Lyon 1,4.16,2024-03-12 00:00:00,6.41,5.16,4.92,2024-01-04 00:00:00,8.09,6.29,7.1,2024-01-27 00:00:00,5.26,1.9,2024-06-20 00:00:00,4.92,2.56,7.91,2.0,3.88
Nantes,Île-de-France,6.88,Bus RATP,5.94,Ligne 14,7.11,50,5.2,7.07,2024-11-05 00:00:00,83777,-1.599574,Gare de l'Est 1,8.6,2024-04-02 00:00:00,4.4,4.01,7.96,2024-03-07 00:00:00,3.55,8.71,6.93,2024-08-27 00:00:00,2.7,6.61,2024-02-06 00:00:00,6.34,3.05,2.29,2.79,1.56
Montpellier,Normandie,3.38,Bus RATP,5.42,Ligne T2,2.64,120,6.61,2.16,2024-01-09 00:00:00,38575,4.704425,Montparnasse 6,4.97,2024-01-27 00:00:00,6.05,4.35,2.38,2024-03-27 00:00:00,5.49,7.84,3.28,2024-08-24 00:00:00,5.54,8.43,2024-10-14 00:00:00,8.04,1.25,8.55,3.72,4.59
Bordeaux,Île-de-France,6.26,TGV,2.43,Ligne 14,6.85,800,5.73,5.8,2024-12-16 00:00:00,91626,1.960641,Montparnasse 1,7.66,2024-05-12 00:00:00,8.09,8.07,4.05,2024-06-06 00:00:00,1.97,2.31,3.31,2024-07-11 00:00:00,8.58,4.24,2024-04-16 00:00:00,1.46,8.12,6.2,6.21,3.82
Lille,Pays de la Loire,8.76,RER,8.18,Ligne M1,5.72,800,4.13,1.23,2024-01-20 00:00:00,129169,1.638332,Gare du Nord 9,8.11,2024-04-11 00:00:00,1.9,4.89,2.39,2024-12-02 00:00:00,1.59,3.76,3.39,2024-10-13 00:00:00,3.29,6.0,2024-04-13 00:00:00,6.26,5.63,5.1,6.01,1.25
Lille,Hauts-de-France,4.41,TGV,6.5,Ligne 1,4.05,120,2.66,3.35,2024-12-25 00:00:00,77552,0.470609,Part-Dieu 2,5.35,2024-02-13 00:00:00,1.21,2.56,6.68,2024-11-02 00:00:00,2.64,6.67,4.7,2024-06-28 00:00:00,2.41,5.36,2024-11-07 00:00:00,4.46,6.91,6.12,5.71,5.12
Lyon,Provence-Alpes-Côte d'Azur,4.37,TGV,5.16,Ligne B,4.2,50,5.22,5.81,2024-03-22 00:00:00,185608,-1.076563,Haussmann Saint-Lazare 8,3.11,2024-05-08 00:00:00,5.52,4.26,6.68,2024-08-04 00:00:00,2.22,1.92,8.57,2024-12-24 00:00:00,1.96,4.16,2024-11-27 00:00:00,4.15,3.44,7.28,2.85,5.83
Bordeaux,Normandie,4.75,TER,6.35,Ligne T2,4.06,800,4.32,4.47,2024-02-10 00:00:00,60557,2.391572,Montparnasse 7,5.81,2024-09-25 00:00:00,8.65,3.04,5.31,2024-03-02 00:00:00,7.99,2.6,8.46,2024-06-13 00:00:00,4.65,1.88,2024-10-13 00:00:00,8.6,7.77,1.69,1.75,6.15
Marseille,Occitanie,1.65,RER,6.72,Ligne 1,4.5,120,1.88,4.69,2024-08-21 00:00:00,69440,0.251531,Montparnasse 1,8.43,2024-02-05 00:00:00,4.92,4.11,7.09,2024-09-13 00:00:00,7.3,8.32,7.93,2024-03-17 00:00:00,5.79,6.4,2024-10-11 00:00:00,4.2,4.04,8.44,6.55,6.75
Strasbourg,Île-de-France,2.92,Transilien,4.58,Ligne T2,2.41,120,5.04,4.3,2024-06-16 00:00:00,27733,1.862687,Part-Dieu 8,5.73,2024-07-25 00:00:00,3.86,3.37,3.73,2024-02-18 00:00:00,3.83,4.92,7.93,2024-01-24 00:00:00,1.21,3.68,2024-06-01 00:00:00,5.39,8.01,6.12,2.26,3.45
Toulouse,Provence-Alpes-Côte d'Azur,3.04,RER,4.08,Ligne B,7.68,120,5.66,7.25,2024-03-04 00:00:00,22437,4.446426,Montparnasse 4,5.65,2024-12-26 00:00:00,4.31,6.83,6.83,2024-02-16 00:00:00,6.2,4.0,5.26,2024-11-03 00:00:00,5.26,7.73,2024-02-01 00:00:00,4.73,5.15,2.64,4.0,2.81
Nantes,Normandie,2.24,Bus RATP,3.9,Ligne C,7.83,5,6.22,2.03,2024-09-28 00:00:00,88957,-0.653422,Saint-Jean 2,2.6,2024-10-31 00:00:00,1.97,5.82,4.89,2024-05-23 00:00:00,6.19,5.02,8.61,2024-05-23 00:00:00,8.72,7.41,2024-11-03 00:00:00,2.42,3.57,5.27,3.78,8.8
Strasbourg,Bretagne,7.8,Bus RATP,7.54,Ligne T2,1.81,800,7.59,5.97,2024-06-19 00:00:00,191915,5.175383,Saint-Charles 2,7.71,2024-08-06 00:00:00,1.73,2.86,5.12,2024-04-02 00:00:00,2.68,4.26,6.53,2024-10-15 00:00:00,6.41,6.84,2024-04-24 00:00:00,3.07,5.85,1.36,6.17,8.3
Marseille,Auvergne-Rhône-Alpes,7.63,TGV,2.25,Ligne 14,3.57,120,6.58,8.08,2024-07-04 00:00:00,102954,2.766251,Haussmann Saint-Lazare 1,2.1,2024-09-11 00:00:00,3.16,2.83,3.2,2024-02-10 00:00:00,4.49,4.85,7.8,2024-08-22 00:00:00,4.42,2.8,2024-09-13 00:00:00,3.02,8.76,7.66,1.69,4.19
Bordeaux,Île-de-France,2.51,TER,6.16,Ligne M1,7.67,120,1.54,3.26,2024-02-12 00:00:00,20603,0.86937,Gare du Nord 8,3.79,2024-07-23 00:00:00,1.4,4.04,5.43,2024-06-28 00:00:00,5.16,4.23,4.25,2024-06-09 00:00:00,2.62,1.35,2024-03-28 00:00:00,5.81,2.41,6.25,4.52,4.18
Paris,Hauts-de-France,7.24,RER,3.21,Ligne 14,4.2,5,6.87,3.35,2024-05-08 00:00:00,24662,0.180997,Montparnasse 8,7.94,2024-12-22 00:00:00,1.7,5.03,2.64,2024-01-29 00:00:00,8.36,5.51,6.75,2024-02-18 00:00:00,4.57,3.74,2024-09-10 00:00:00,3.94,1.69,3.24,1.75,1.59
Strasbourg,Nouvelle-Aquitaine,6.22,RER,6.28,Ligne 1,7.27,800,6.09,8.3,2024-01-29 00:00:00,147643,3.213731,Saint-Jean 9,5.12,2024-09-17 00:00:00,6.28,1.31,8.61,2024-09-19 00:00:00,6.63,4.73,2.74,2024-11-24 00:00:00,6.38,4.3,2024-02-21 00:00:00,1.41,7.12,5.34,8.46,7.34
Toulouse,Nouvelle-Aquitaine,8.61,Métro,1.9,Ligne 1,4.73,350,3.3,7.97,2024-09-23 00:00:00,132420,0.82747,Part-Dieu 2,3.09,2024-04-18 00:00:00,4.71,1.58,4.51,2024-05-09 00:00:00,7.16,1.21,2.79,2024-08-11 00:00:00,3.1,2.66,2024-06-10 00:00:00,8.47,6.46,3.82,3.55,7.78
Marseille,Normandie,8.52,RER,5.97,Ligne B,2.65,350,1.72,5.61,2024-08-22 00:00:00,101791,5.507543,Matabiau 4,2.38,2024-07-26 00:00:00,1.37,4.66,5.33,2024-03-21 00:00:00,5.63,6.11,6.16,2024-11-16 00:00:00,4.07,2.93,2024-03-18 00:00:00,6.81,2.76,3.79,6.39,2.07
Marseille,Grand Est,3.81,TGV,3.25,Ligne A,3.26,120,6.31,6.62,2024-04-15 00:00:00,160884,0.733807,Saint-Jean 4,4.84,2024-05-31 00:00:00,4.53,4.45,1.36,2024-10-25 00:00:00,7.09,4.49,1.64,2024-10-12 00:00:00,6.5,7.59,2024-01-26 00:00:00,4.33,6.93,3.56,5.64,8.37
Marseille,Grand Est,3.74,TER,3.13,Ligne C,1.94,800,3.4,7.74,2024-04-07 00:00:00,69316,3.675981,Part-Dieu 4,5.75,2024-04-05 00:00:00,8.53,3.45,6.15,2024-04-22 00:00:00,4.75,4.33,4.47,2024-05-26 00:00:00,3.86,5.12,2024-12-01 00:00:00,7.41,2.36,4.31,3.86,8.29
Marseille,Île-de-France,4.23,RER,7.44,Ligne T2,3.62,5,3.68,8.49,2024-06-14 00:00:00,130075,1.512742,Montparnasse 8,6.53,2024-11-19 00:00:00,5.3,6.28,5.72,2024-04-23 00:00:00,3.09,3.72,4.73,2024-12-04 00:00:00,5.09,1.92,2024-02-01 00:00:00,2.0,4.44,2.24,3.16,5.51
Marseille,Île-de-France,8.2,Métro,6.22,Ligne 14,7.07,800,6.76,3.63,2024-10-27 00:00:00,39722,2.044626,Gare de Lyon 4,4.01,2024-03-06 00:00:00,7.89,6.2,2.65,2024-09-13 00:00:00,7.38,4.8,4.33,2024-08-19 00:00:00,7.43,8.17,2024-06-17 00:00:00,3.52,6.99,2.13,5.26,3.04
Lille,Pays de la Loire,4.1,TGV,3.66,Ligne 14,3.33,800,2.45,5.17,2024-07-01 00:00:00,59056,1.910203,Gare de Lyon 4,1.65,2024-02-15 00:00:00,2.62,7.23,6.26,2024-11-12 00:00:00,7.96,3.76,3.7,2024-05-12 00:00:00,8.59,5.77,2024-02-02 00:00:00,3.66,6.29,6.23,4.82,5.49
Montpellier,Île-de-France,7.06,Tramway,2.55,Ligne T2,6.65,350,3.71,8.56,2024-07-06 00:00:00,12325,-1.205511,Montparnasse 4,8.1,2024-09-13 00:00:00,7.22,4.28,7.84,2024-03-06 00:00:00,2.14,2.81,3.66,2024-05-24 00:00:00,8.15,7.64,2024-11-26 00:00:00,7.01,7.04,4.84,5.68,5.15
Montpellier,Bretagne,7.48,RER,5.26,Ligne 14,2.75,800,8.0,3.27,2024-04-29 00:00:00,37425,4.148292,Gare du Nord 6,7.43,2024-06-10 00:00:00,1.63,7.47,2.43,2024-01-02 00:00:00,1.85,8.07,6.82,2024-12-26 00:00:00,2.29,6.0,2024-04-13 00:00:00,1.25,3.2,6.37,1.27,1.51
Nice,Pays de la Loire,4.06,TGV,2.92,Ligne 1,4.29,50,6.92,2.23,2024-05-27 00:00:00,25121,0.155303,Haussmann Saint-Lazare 1,4.84,2024-07-31 00:00:00,4.08,8.11,4.48,2024-06-30 00:00:00,7.61,6.65,3.53,2024-04-17 00:00:00,2.46,7.64,2024-04-13 00:00:00,5.18,4.76,8.41,2.52,6.43
Montpellier,Île-de-France,7.47,TGV,5.86,Ligne B,7.51,5,4.01,1.56,2024-09-06 00:00:00,176079,5.399351,Matabiau 7,8.01,2024-09-20 00:00:00,2.85,4.67,6.54,2024-03-06 00:00:00,8.7,3.03,3.47,2024-09-21 00:00:00,8.61,4.45,2024-06-06 00:00:00,5.38,6.97,8.67,5.76,5.9
Bordeaux,Pays de la Loire,7.99,TGV,4.26,Ligne T2,7.62,120,5.57,6.86,2024-10-20 00:00:00,193434,3.12368,Saint-Jean 1,4.99,2024-08-05 00:00:00,8.18,6.52,1.91,2024-11-18 00:00:00,6.29,7.5,4.2,2024-06-26 00:00:00,1.46,5.94,2024-02-20 00:00:00,1.85,6.47,5.14,8.25,6.61
Lille,Île-de-France,6.77,Métro,5.89,Ligne A,8.05,800,4.43,8.68,2024-12-15 00:00:00,165040,-0.378267,Gare du Nord 1,1.51,2024-07-10 00:00:00,2.08,6.63,3.76,2024-02-06 00:00:00,1.26,3.0,5.56,2024-01-27 00:00:00,3.44,4.03,2024-09-16 00:00:00,4.33,5.54,3.42,3.58,1.64
Paris,Normandie,6.1,TGV,6.39,Ligne T2,6.82,5,2.64,6.17,2024-06-01 00:00:00,189307,-1.509161,Part-Dieu 9,1.97,2024-03-27 00:00:00,2.24,2.6,2.18,2024-10-13 00:00:00,6.78,6.5,3.07,2024-08-17 00:00:00,7.49,8.75,2024-12-07 00:00:00,5.56,5.81,8.21,4.06,5.91
Lille,Grand Est,3.27,TGV,8.4,Ligne 14,6.68,5,4.26,2.6,2024-04-29 00:00:00,108587,2.223153,Gare du Nord 3,6.45,2024-06-28 00:00:00,6.94,5.5,4.9,2024-06-27 00:00:00,3.93,4.94,7.46,2024-02-17 00:00:00,6.48,5.02,2024-10-07 00:00:00,5.66,7.28,3.84,1.45,2.58
Strasbourg,Hauts-de-France,3.9,Bus RATP,3.57,Ligne 1,7.43,800,6.97,6.24,2024-01-13 00:00:00,195345,2.67305,Saint-Charles 6,7.69,2024-01-22 00:00:00,8.75,4.96,5.32,2024-04-14 00:00:00,1.28,6.59,4.19,2024-09-07 00:00:00,2.4,6.16,2024-03-08 00:00:00,2.1,3.43,6.97,5.2,1.98
Marseille,Pays de la Loire,6.31,RER,3.63,Ligne A,7.27,350,8.18,6.42,2024-04-13 00:00:00,186156,-1.536182,Haussmann Saint-Lazare 3,4.89,2024-02-26 00:00:00,7.09,8.32,7.6,2024-11-01 00:00:00,3.95,1.48,7.37,2024-05-02 00:00:00,2.06,7.85,2024-04-03 00:00:00,1.75,2.21,8.18,8.08,5.88
Nantes,Grand Est,4.44,RER,6.76,Ligne 1,7.92,50,8.33,5.69,2024-08-02 00:00:00,168565,0.473524,Matabiau 8,7.76,2024-11-14 00:00:00,5.24,8.69,5.83,2024-12-25 00:00:00,7.33,4.14,8.77,2024-11-05 00:00:00,3.07,2.06,2024-07-13 00:00:00,2.81,1.48,4.89,2.58,8.16
Lille,Grand Est,6.21,TER,8.27,Ligne T2,7.31,800,4.77,7.39,2024-04-15 00:00:00,93763,-0.515099,Gare de Lyon 4,4.49,2024-07-21 00:00:00,3.82,8.15,3.31,2024-04-13 00:00:00,1.37,5.09,2.64,2024-11-03 00:00:00,3.08,4.07,2024-01-10 00:00:00,6.43,2.16,1.31,7.35,1.2
Nantes,Normandie,3.09,TGV,1.75,Ligne M1,3.62,5,4.47,2.16,2024-01-05 00:00:00,67331,0.188775,Saint-Charles 9,4.79,2024-08-22 00:00:00,3.24,5.22,1.29,2024-03-03 00:00:00,4.14,7.74,3.34,2024-05-29 00:00:00,3.57,5.15,2024-03-06 00:00:00,5.02,4.3,4.63,8.11,6.75
Strasbourg,Auvergne-Rhône-Alpes,5.47,Tramway,6.21,Ligne M1,4.56,350,1.63,3.76,2024-04-03 00:00:00,122634,5.530693,Haussmann Saint-Lazare 6,6.68,2024-01-02 00:00:00,2.59,3.18,4.99,2024-09-27 00:00:00,5.47,8.21,6.13,2024-10-14 00:00:00,7.13,2.75,2024-09-28 00:00:00,8.65,2.66,4.2,2.26,6.88
Marseille,Occitanie,1.86,TGV,4.41,Ligne T2,8.5,50,5.03,6.88,2024-05-14 00:00:00,122271,2.598558,Gare du Nord 6,4.46,2024-06-15 00:00:00,8.48,8.44,7.52,2024-05-07 00:00:00,1.38,3.61,4.0,2024-11-26 00:00:00,4.56,3.79,2024-06-23 00:00:00,4.85,1.64,1.29,5.83,6.87
Nice,Nouvelle-Aquitaine,5.15,Bus RATP,8.51,Ligne T2,3.66,350,7.08,4.4,2024-02-16 00:00:00,91873,-1.447652,Gare de l'Est 6,3.95,2024-09-24 00:00:00,6.62,4.81,7.96,2024-12-21 00:00:00,6.46,7.55,1.82,2024-11-08 00:00:00,5.21,8.36,2024-07-20 00:00:00,5.99,3.62,2.02,7.35,3.22
Lyon,Auvergne-Rhône-Alpes,5.78,Transilien,7.31,Ligne M1,6.95,350,6.68,3.64,2024-03-04 00:00:00,127479,-0.38664,Gare du Nord 4,8.64,2024-09-17 00:00:00,3.22,7.31,4.16,2024-06-04 00:00:00,4.71,3.8,8.34,2024-02-29 00:00:00,1.37,3.57,2024-09-12 00:00:00,1.79,6.06,4.03,8.14,4.87
Nantes,Occitanie,1.43,TGV,7.61,Ligne A,6.7,800,5.46,6.88,2024-10-10 00:00:00,31189,2.188857,Gare du Nord 4,2.88,2024-03-05 00:00:00,6.34,1.84,2.4,2024-03-17 00:00:00,4.42,4.16,2.41,2024-06-16 00:00:00,2.02,6.68,2024-04-26 00:00:00,6.93,1.21,1.59,3.64,2.0
