col_ville,col_mode_transport,col_periode_journee,col_freq_moyenne,col_freq_max,col_taux_remplissage_moyen,col_date,col_heure,col_jour_semaine,col_est_weekend,col_frequentation,col_capacite_max,col_taux_remplissage,col_source
Lille,Bus RATP,8.03,5.34,8.77,8.75,2024-09-30 00:00:00,6.59,2.22,1,7.94,120,5.29,SNCF_Open_Data
Bordeaux,Bus RATP,5.18,7.42,3.66,2.87,2024-06-19 00:00:00,7.48,7.26,0,4.99,50,4.06,Météo-France
Paris,Transilien,1.35,4.39,4.8,3.69,2024-06-05 00:00:00,6.73,2.04,0,4.53,120,3.14,RATP_Open_Data_2024
Paris,Transilien,8.71,5.08,8.2,5.81,2024-08-28 00:00:00,2.91,4.9,1,4.62,5,7.8,Météo-France
Marseille,Métro,6.93,7.89,3.72,3.11,2024-09-14 00:00:00,4.77,6.09,1,4.43,120,5.21,SNCF_Open_Data
Bordeaux,Transilien,5.87,6.45,8.7,4.76,2024-10-24 00:00:00,1.32,3.28,NON,3.62,350,3.22,Airparif
Marseille,TER,2.93,6.8,2.67,6.16,2024-11-08 00:00:00,8.74,2.86,0,5.8,350,6.35,Data.gouv.fr
Nice,Métro,5.47,6.28,2.24,5.88,2024-04-16 00:00:00,2.59,4.0,OUI,7.82,50,1.61,Data.gouv.fr
Marseille,RER,3.12,2.08,6.6,7.2,2024-02-11 00:00:00,3.35,8.77,1,1.76,5,5.74,Airparif
Montpellier,Bus RATP,4.27,4.9,7.16,2.66,2024-05-17 00:00:00,1.24,3.71,0,6.47,120,5.91,SNCF_Open_Data
Lille,RER,1.43,6.32,7.81,7.4,2024-08-05 00:00:00,4.38,3.57,NON,5.9,350,3.45,Airparif
Bordeaux,Tramway,2.13,2.82,4.16,2.79,2024-05-27 00:00:00,7.93,2.58,1,3.38,50,7.68,Météo-France
Toulouse,TER,1.55,3.04,7.09,1.25,2024-08-22 00:00:00,6.21,3.57,0,6.26,120,8.37,SNCF_Open_Data
Nice,TGV,7.81,7.43,4.4,7.27,2024-07-01 00:00:00,3.37,7.41,0,2.13,120,1.91,SNCF_Open_Data
Paris,RER,8.8,3.47,4.3,1.31,2024-04-22 00:00:00,5.8,1.41,OUI,4.14,50,4.89,Data.gouv.fr
Lille,Transilien,7.32,6.93,5.34,4.75,2024-11-16 00:00:00,1.84,2.62,0,3.85,120,5.07,SNCF_Open_Data
Paris,TER,2.74,6.65,2.82,6.99,2024-03-09 00:00:00,8.16,4.56,1,7.79,50,4.53,Météo-France
Toulouse,TGV,4.25,5.82,1.78,5.74,2024-11-06 00:00:00,7.98,3.7,0,7.76,350,5.49,RATP_Open_Data_2024
Montpellier,RER,7.93,2.92,7.53,8.2,2024-05-30 00:00:00,7.21,6.47,OUI,5.81,350,1.69,Data.gouv.fr
Toulouse,Métro,1.53,3.65,8.79,5.74,2024-08-13 00:00:00,6.6,7.65,NON,8.01,800,8.33,SNCF_Open_Data
Toulouse,Tramway,2.52,5.8,4.54,7.01,2024-04-02 00:00:00,8.73,7.59,NON,4.26,5,4.97,Météo-France
Marseille,RER,6.44,3.77,7.66,1.24,2024-11-14 00:00:00,7.28,4.85,0,4.02,350,1.34,RATP_Open_Data_2024
Paris,Métro,8.73,7.56,7.36,3.17,2024-06-01 00:00:00,3.96,3.77,0,1.66,50,8.44,Météo-France
Nice,Métro,2.22,3.18,1.29,7.25,2024-08-10 00:00:00,6.36,2.4,0,7.79,5,8.76,SNCF_Open_Data
Nice,RER,4.57,5.21,8.22,3.35,2024-09-14 00:00:00,7.82,2.86,NON,6.68,350,5.22,SNCF_Open_Data
Bordeaux,TGV,2.92,1.67,4.06,5.06,2024-04-05 00:00:00,6.69,3.63,NON,2.99,800,1.26,Airparif
Bordeaux,Bus RATP,3.7,5.58,4.19,2.41,2024-04-16 00:00:00,2.16,4.69,0,7.54,120,8.73,Airparif
Paris,Transilien,4.4,6.4,1.25,4.13,2024-12-13 00:00:00,3.52,7.87,0,3.42,350,3.76,Météo-France
Lyon,Tramway,6.58,1.22,7.75,7.96,2024-11-28 00:00:00,3.52,3.35,1,3.39,50,3.73,Météo-France
Lyon,TER,3.43,4.31,8.78,5.21,2024-12-25 00:00:00,4.48,3.51,OUI,4.35,120,7.7,Data.gouv.fr
Nice,RER,6.98,8.51,1.24,7.49,2024-02-23 00:00:00,2.9,5.73,NON,4.29,800,2.58,Airparif
Montpellier,Métro,6.48,5.04,2.35,5.16,2024-02-21 00:00:00,1.29,2.52,0,5.55,5,6.4,Airparif
Toulouse,TGV,2.45,5.43,6.04,8.44,2024-12-11 00:00:00,8.39,2.24,0,5.92,350,3.36,Airparif
Lyon,RER,8.36,2.76,3.18,5.3,2024-12-20 00:00:00,4.01,6.45,OUI,8.26,800,5.55,SNCF_Open_Data
Toulouse,RER,1.88,2.5,3.32,4.59,2024-05-24 00:00:00,8.32,7.19,OUI,8.7,50,4.16,Airparif
Paris,Métro,1.72,5.65,6.58,3.5,2024-03-30 00:00:00,1.34,3.45,NON,6.46,800,5.98,RATP_Open_Data_2024
Strasbourg,RER,5.49,7.91,4.26,4.21,2024-11-04 00:00:00,3.86,2.56,0,8.39,350,4.42,RATP_Open_Data_2024
Nantes,Tramway,1.27,6.19,2.96,8.1,2024-06-11 00:00:00,7.42,3.32,1,2.46,800,2.08,SNCF_Open_Data
Nice,TER,8.05,8.48,4.15,4.8,2024-06-24 00:00:00,4.71,2.99,0,6.38,50,1.4,Data.gouv.fr
Lille,Transilien,1.62,5.56,6.17,1.96,2024-05-14 00:00:00,7.68,1.92,OUI,8.17,120,8.28,Data.gouv.fr
Lyon,Transilien,1.48,1.68,7.82,3.05,2024-10-20 00:00:00,5.94,7.89,0,4.57,120,1.55,Data.gouv.fr
Nice,RER,4.11,4.07,5.17,7.34,2024-12-05 00:00:00,3.55,4.34,OUI,4.98,5,3.17,Airparif
Paris,Métro,7.18,1.97,2.01,6.15,2024-02-18 00:00:00,2.17,8.13,1,5.15,50,2.01,Airparif
Lille,RER,5.29,5.62,7.73,2.43,2024-02-13 00:00:00,7.7,1.22,0,5.0,350,4.7,SNCF_Open_Data
Montpellier,Tramway,7.46,2.29,2.58,6.02,2024-09-20 00:00:00,2.07,1.3,1,3.2,5,2.38,SNCF_Open_Data
Marseille,Métro,2.65,5.81,8.36,3.12,2024-08-03 00:00:00,2.44,7.22,NON,2.15,120,5.98,Météo-France
Lyon,Métro,2.07,7.92,5.01,4.48,2024-11-02 00:00:00,8.05,7.87,OUI,7.24,5,8.45,Météo-France
Montpellier,Tramway,5.29,3.34,1.55,1.46,2024-08-09 00:00:00,4.14,6.71,NON,2.15,5,4.18,Data.gouv.fr
Montpellier,Bus RATP,7.32,3.88,2.28,1.75,2024-01-18 00:00:00,2.65,2.91,0,7.79,50,6.87,Airparif
Nantes,Transilien,6.13,4.47,4.3,4.87,2024-08-14 00:00:00,6.72,4.56,0,2.86,800,2.42,Data.gouv.fr
Nice,Transilien,3.29,5.52,1.97,4.23,2024-08-19 00:00:00,5.43,4.77,NON,4.75,5,8.0,Airparif
Marseille,RER,8.29,4.21,7.2,4.46,2024-12-25 00:00:00,2.79,8.79,OUI,6.36,800,5.82,Météo-France
Lille,TER,8.08,3.92,7.64,4.68,2024-09-26 00:00:00,8.15,8.42,0,5.32,350,3.18,SNCF_Open_Data
Montpellier,Tramway,1.78,6.05,6.61,4.15,2024-05-30 00:00:00,4.73,6.03,0,6.78,120,6.94,Data.gouv.fr
Nice,Transilien,4.76,8.23,4.18,3.78,2024-10-03 00:00:00,5.48,7.35,1,7.8,120,3.24,Airparif
Montpellier,Transilien,4.33,6.01,4.03,4.95,2024-12-12 00:00:00,3.6,5.74,OUI,7.51,5,3.16,Airparif
Lille,Tramway,6.08,4.71,7.87,5.5,2024-10-05 00:00:00,3.38,3.84,NON,2.63,120,3.49,Airparif
Nice,Transilien,8.63,4.78,5.11,8.49,2024-02-15 00:00:00,6.89,7.99,NON,4.24,350,6.55,Airparif
Montpellier,Bus RATP,2.96,1.67,2.48,7.69,2024-02-01 00:00:00,2.12,1.33,1,2.62,350,7.35,Airparif
Nantes,TGV,3.78,4.13,7.92,6.48,2024-06-30 00:00:00,1.3,6.21,NON,7.34,50,6.66,Data.gouv.fr
Montpellier,RER,4.55,2.76,5.64,6.49,2024-12-14 00:00:00,7.46,8.75,NON,1.38,350,4.7,Airparif
Lille,Bus RATP,5.36,4.68,2.94,2.59,2024-01-17 00:00:00,6.02,1.42,NON,6.26,50,3.48,Météo-France
Toulouse,TGV,2.4,1.94,4.56,4.53,2024-07-16 00:00:00,7.87,7.59,OUI,2.62,350,5.96,Météo-France
Lyon,TGV,3.3,6.89,5.0,5.46,2024-08-24 00:00:00,1.71,5.36,0,5.09,120,3.78,Data.gouv.fr
Strasbourg,Métro,5.14,5.16,2.32,5.67,2024-05-20 00:00:00,3.44,2.49,0,7.34,350,4.81,SNCF_Open_Data
Nantes,TER,4.98,2.22,2.38,3.59,2024-03-25 00:00:00,6.42,3.4,NON,1.6,120,7.38,RATP_Open_Data_2024
Nice,TER,5.64,6.78,2.7,2.69,2024-03-07 00:00:00,6.4,3.37,1,3.51,5,3.56,Data.gouv.fr
Bordeaux,Tramway,4.36,8.76,6.4,2.62,2024-10-21 00:00:00,1.86,1.24,NON,6.4,350,8.06,RATP_Open_Data_2024
Marseille,Transilien,4.63,4.24,6.96,7.46,2024-09-15 00:00:00,1.48,4.59,NON,3.49,50,5.99,RATP_Open_Data_2024
Nantes,Bus RATP,3.42,5.13,4.09,2.92,2024-06-20 00:00:00,6.86,6.74,NON,7.34,50,5.07,RATP_Open_Data_2024
Montpellier,Métro,3.14,5.36,7.2,4.46,2024-09-10 00:00:00,1.22,4.96,1,4.06,50,8.23,Airparif
Toulouse,Transilien,4.23,2.72,6.6,3.6,2024-01-26 00:00:00,6.32,2.75,OUI,6.69,120,7.83,Data.gouv.fr
Bordeaux,TER,3.95,3.06,7.3,8.11,2024-05-24 00:00:00,5.0,4.69,OUI,6.99,50,4.71,SNCF_Open_Data
Nice,TGV,1.27,1.41,7.34,3.91,2024-11-22 00:00:00,3.8,5.37,0,7.48,120,6.46,RATP_Open_Data_2024
Lyon,Transilien,3.77,8.03,6.96,3.62,2024-02-18 00:00:00,8.01,3.63,OUI,1.94,50,1.63,SNCF_Open_Data
Lille,Tramway,8.39,5.7,2.31,2.86,2024-12-14 00:00:00,3.25,7.34,1,5.52,5,8.27,Data.gouv.fr
Lyon,Bus RATP,6.42,8.5,4.95,6.89,2024-02-17 00:00:00,5.01,2.03,OUI,4.14,120,5.23,Météo-France
Marseille,TER,8.59,6.29,8.24,2.37,2024-01-19 00:00:00,5.74,4.93,NON,7.76,350,4.97,Airparif
Nantes,Bus RATP,5.9,3.91,4.25,2.59,2024-03-25 00:00:00,5.97,5.99,0,7.71,800,7.69,RATP_Open_Data_2024
Nice,Métro,6.3,8.75,5.99,1.2,2024-10-10 00:00:00,7.6,3.56,1,4.69,350,6.86,Météo-France
Bordeaux,Transilien,5.8,8.53,5.08,5.54,2024-12-05 00:00:00,3.79,5.23,NON,7.68,120,5.81,Data.gouv.fr
Nice,TER,3.24,8.48,2.94,5.01,2024-08-03 00:00:00,5.47,3.84,1,1.21,800,2.32,SNCF_Open_Data
Nice,TGV,8.09,2.06,3.42,4.87,2024-05-15 00:00:00,3.82,6.21,OUI,8.26,350,7.44,Airparif
Montpellier,Transilien,4.17,1.7,1.8,7.21,2024-11-08 00:00:00,4.25,6.34,1,5.03,120,7.94,Airparif
Nantes,Métro,3.97,5.13,6.92,6.97,2024-09-09 00:00:00,2.54,7.26,1,1.63,120,8.09,Data.gouv.fr
Lille,TER,1.97,2.76,6.37,1.92,2024-12-15 00:00:00,3.94,1.54,NON,8.15,350,8.73,SNCF_Open_Data
Nantes,Métro,5.72,7.81,8.31,1.87,2024-02-13 00:00:00,4.93,3.17,1,6.94,50,5.4,Météo-France
Paris,TGV,4.94,5.67,7.3,8.57,2024-12-05 00:00:00,6.38,3.34,0,7.24,350,1.95,Météo-France
Marseille,Bus RATP,5.64,4.4,5.14,5.69,2024-08-01 00:00:00,6.96,6.25,OUI,3.82,50,1.59,Data.gouv.fr
Strasbourg,Métro,7.11,6.39,7.7,3.07,2024-12-09 00:00:00,4.94,4.17,NON,6.29,800,4.4,RATP_Open_Data_2024
Lille,Tramway,3.24,6.41,7.54,5.64,2024-10-16 00:00:00,6.1,2.78,NON,2.59,350,4.22,RATP_Open_Data_2024
Marseille,TER,1.79,1.45,5.13,6.51,2024-07-17 00:00:00,3.85,7.79,0,6.81,800,7.54,RATP_Open_Data_2024
Toulouse,Tramway,1.41,2.75,6.08,1.86,2024-01-20 00:00:00,6.24,8.66,NON,6.39,50,4.38,RATP_Open_Data_2024
Lille,TGV,7.6,1.45,4.32,7.39,2024-08-18 00:00:00,7.42,5.89,1,6.64,50,6.7,Airparif
Paris,TER,3.16,3.05,3.28,1.42,2024-02-24 00:00:00,1.48,1.41,OUI,4.63,50,2.3,SNCF_Open_Data
Montpellier,TGV,7.28,6.56,2.64,7.22,2024-02-07 00:00:00,2.91,4.13,NON,8.6,50,4.88,Météo-France
Toulouse,RER,8.36,6.68,7.09,2.2,2024-04-23 00:00:00,3.14,2.22,0,6.59,5,8.67,Météo-France
Lyon,TGV,5.81,6.54,7.84,6.09,2024-02-29 00:00:00,3.86,5.3,1,7.26,800,6.97,SNCF_Open_Data
Strasbourg,Métro,8.56,4.68,7.84,8.07,2024-12-13 00:00:00,3.61,1.52,OUI,5.51,350,8.31,SNCF_Open_Data
Lille,RER,2.51,2.88,6.38,3.69,2024-08-29 00:00:00,6.28,6.8,OUI,4.76,50,8.73,Airparif
Nantes,RER,1.89,1.72,5.42,2.51,2024-09-15 00:00:00,2.19,7.97,OUI,2.02,50,5.31,Data.gouv.fr
Paris,Transilien,4.56,3.2,3.26,7.94,2024-01-15 00:00:00,7.28,6.38,OUI,5.26,120,4.83,Météo-France
Lille,Métro,5.82,6.52,6.0,3.71,2024-08-16 00:00:00,3.82,1.89,1,4.12,50,4.68,Airparif
Nantes,RER,6.13,3.53,4.78,8.72,2024-11-11 00:00:00,6.31,7.78,OUI,3.51,120,5.6,SNCF_Open_Data
Nantes,Métro,3.96,5.12,7.93,5.95,2024-03-16 00:00:00,3.59,8.62,0,1.98,5,4.11,Data.gouv.fr
Nice,TER,4.82,5.56,6.98,5.17,2024-12-22 00:00:00,7.07,2.73,OUI,1.21,120,8.27,SNCF_Open_Data
Paris,RER,7.15,1.36,2.99,5.06,2024-09-23 00:00:00,4.36,6.28,NON,8.69,350,2.1,Météo-France
Nice,Métro,6.73,6.27,4.22,1.45,2024-09-06 00:00:00,5.54,7.49,1,6.87,800,7.73,SNCF_Open_Data
Strasbourg,TER,4.11,2.09,6.18,6.53,2024-04-26 00:00:00,3.36,2.42,1,3.29,800,3.52,Météo-France
Toulouse,Métro,3.49,7.47,4.64,1.89,2024-07-18 00:00:00,3.88,6.42,NON,1.62,350,7.68,Data.gouv.fr
Bordeaux,Bus RATP,6.81,3.05,7.58,6.33,2024-02-28 00:00:00,3.52,2.48,NON,6.65,50,8.39,RATP_Open_Data_2024
Strasbourg,Transilien,4.13,2.89,6.54,7.81,2024-06-12 00:00:00,7.54,4.52,1,1.44,120,7.96,Météo-France
Lille,TGV,6.86,3.87,6.47,6.32,2024-01-21 00:00:00,4.02,3.87,NON,6.54,120,3.72,SNCF_Open_Data
Nantes,TER,8.12,1.34,5.07,4.02,2024-12-12 00:00:00,8.26,5.52,1,1.35,5,5.21,Météo-France
Montpellier,TGV,2.16,3.03,2.19,1.92,2024-05-20 00:00:00,6.15,2.67,NON,1.64,350,1.95,Météo-France
Nantes,Métro,8.69,6.87,5.51,5.28,2024-01-05 00:00:00,2.15,7.03,OUI,3.13,120,3.88,RATP_Open_Data_2024
Nantes,Bus RATP,3.57,4.05,3.24,2.59,2024-04-08 00:00:00,4.55,3.46,OUI,1.65,800,1.49,Data.gouv.fr
Nice,RER,8.68,6.49,2.52,4.54,2024-08-27 00:00:00,6.93,7.2,OUI,6.55,800,4.38,Airparif
Strasbourg,Transilien,3.52,3.81,5.74,2.88,2024-12-21 00:00:00,5.27,8.03,1,2.32,350,6.45,RATP_Open_Data_2024
Paris,TER,2.12,2.37,5.51,6.42,2024-04-30 00:00:00,5.33,3.3,NON,7.24,120,5.58,RATP_Open_Data_2024
Toulouse,Métro,8.78,3.21,4.63,1.94,2024-10-01 00:00:00,6.46,1.43,0,7.13,800,7.19,Météo-France
Lyon,TGV,3.56,7.66,4.65,8.51,2024-06-24 00:00:00,5.75,8.72,0,1.55,800,8.17,Airparif
Strasbourg,TGV,6.04,1.67,7.62,3.61,2024-03-31 00:00:00,4.41,5.42,OUI,7.21,50,6.66,Météo-France
Nice,Tramway,1.5,4.72,3.8,2.22,2024-08-05 00:00:00,6.97,8.0,OUI,2.31,120,8.75,Data.gouv.fr
Paris,Métro,8.53,4.32,6.78,8.67,2024-02-02 00:00:00,6.35,7.41,NON,8.09,350,5.72,Météo-France
Toulouse,Tramway,3.3,8.33,8.43,8.47,2024-08-27 00:00:00,3.59,6.33,OUI,2.78,800,5.34,RATP_Open_Data_2024
Nantes,RER,6.96,8.06,6.9,1.22,2024-12-20 00:00:00,2.17,7.83,0,6.1,50,5.62,RATP_Open_Data_2024
Nantes,TER,8.3,6.02,5.29,8.34,2024-09-05 00:00:00,1.21,6.85,0,4.77,5,8.5,Data.gouv.fr
Nantes,Métro,7.04,2.61,2.92,4.81,2024-12-21 00:00:00,1.45,8.5,OUI,5.33,50,2.25,Airparif
Nice,RER,5.63,1.22,2.05,8.46,2024-09-24 00:00:00,5.39,3.43,0,7.66,350,3.09,Data.gouv.fr
Strasbourg,Tramway,2.24,6.43,8.33,2.74,2024-04-27 00:00:00,3.93,3.69,OUI,8.14,350,3.28,Data.gouv.fr
Strasbourg,Tramway,2.52,4.94,8.0,3.59,2024-01-13 00:00:00,7.23,6.65,1,6.99,5,6.41,Airparif
Marseille,TGV,4.35,6.38,1.72,1.44,2024-03-31 00:00:00,1.87,3.58,0,4.07,120,8.33,Airparif
Lille,RER,7.22,1.68,1.48,6.32,2024-10-28 00:00:00,2.16,6.93,OUI,7.71,350,8.35,Météo-France
Toulouse,Métro,5.65,3.59,8.28,6.47,2024-06-06 00:00:00,7.6,4.0,1,8.44,5,6.1,Airparif
Nice,TER,7.07,5.57,6.57,2.81,2024-09-11 00:00:00,8.77,8.6,0,4.58,800,1.82,Airparif
Strasbourg,Bus RATP,3.87,4.37,3.82,6.55,2024-05-18 00:00:00,1.77,7.84,1,5.76,120,4.81,Data.gouv.fr
Bordeaux,Métro,3.21,1.74,4.65,1.22,2024-12-17 00:00:00,7.48,8.12,NON,7.7,800,5.37,SNCF_Open_Data
Lille,TER,8.47,4.08,3.42,4.31,2024-01-17 00:00:00,2.27,3.74,NON,8.34,350,6.59,Data.gouv.fr
Lille,RER,4.99,1.4,5.17,8.58,2024-03-09 00:00:00,3.05,2.62,NON,5.33,800,4.39,Data.gouv.fr
Nantes,Métro,3.06,3.73,7.2,8.57,2024-08-02 00:00:00,6.39,7.6,OUI,4.66,5,8.39,Data.gouv.fr
Nantes,TER,1.33,5.35,6.38,1.94,2024-10-31 00:00:00,1.96,8.31,0,6.47,350,6.53,RATP_Open_Data_2024
Lille,Métro,7.68,1.48,5.27,6.91,2024-03-31 00:00:00,5.61,5.43,OUI,7.72,350,6.41,SNCF_Open_Data
Lyon,Métro,8.02,2.58,2.77,8.38,2024-01-01 00:00:00,4.15,1.48,OUI,6.32,350,7.96,Météo-France
Nantes,TER,5.53,3.6,1.77,5.4,2024-09-02 00:00:00,6.46,3.91,1,6.28,350,5.82,SNCF_Open_Data
Bordeaux,Transilien,8.47,4.96,2.11,4.61,2024-05-12 00:00:00,5.95,2.12,1,3.97,800,8.32,Airparif
Bordeaux,Métro,3.23,5.0,5.17,7.59,2024-04-11 00:00:00,3.84,8.07,NON,3.14,350,3.35,Airparif
Bordeaux,TGV,5.2,3.27,7.9,1.77,2024-07-22 00:00:00,3.58,6.13,0,8.39,5,3.31,Airparif
Toulouse,TGV,6.05,5.96,7.88,2.7,2024-04-19 00:00:00,1.78,3.38,NON,5.45,50,3.36,SNCF_Open_Data
Strasbourg,RER,6.53,3.14,2.52,1.38,2024-09-18 00:00:00,5.55,6.44,0,4.69,120,7.55,RATP_Open_Data_2024
Lyon,TER,6.73,1.34,2.29,4.5,2024-06-23 00:00:00,8.09,5.59,NON,7.48,5,3.21,SNCF_Open_Data
Marseille,TER,5.25,1.54,5.49,2.96,2024-11-08 00:00:00,3.15,5.4,1,1.6,350,6.3,Airparif
Toulouse,TER,5.07,2.97,6.06,6.18,2024-05-08 00:00:00,7.0,4.29,1,6.49,120,6.81,SNCF_Open_Data
Strasbourg,TER,6.42,4.17,1.25,7.07,2024-10-03 00:00:00,3.45,2.1,0,5.14,120,4.79,SNCF_Open_Data
Paris,Métro,6.26,7.38,3.27,8.34,2024-11-29 00:00:00,3.63,5.63,OUI,2.58,5,2.77,SNCF_Open_Data
Nantes,Métro,7.35,8.63,3.49,6.58,2024-08-21 00:00:00,2.43,3.22,OUI,6.68,350,6.91,RATP_Open_Data_2024
Nantes,Métro,7.24,5.65,1.36,7.12,2024-10-27 00:00:00,4.43,4.64,OUI,5.24,50,7.11,SNCF_Open_Data
Strasbourg,TER,1.42,6.1,3.51,4.17,2024-07-11 00:00:00,8.31,3.14,0,7.72,5,8.18,Météo-France
Paris,RER,5.59,1.96,4.42,2.07,2024-09-18 00:00:00,5.82,6.99,NON,5.85,50,3.57,RATP_Open_Data_2024
Toulouse,TGV,6.24,3.45,2.58,1.62,2024-02-25 00:00:00,2.09,8.78,NON,1.66,120,8.68,RATP_Open_Data_2024
Marseille,Métro,3.13,7.11,3.12,3.7,2024-03-01 00:00:00,1.31,7.05,0,2.65,120,3.13,SNCF_Open_Data
Marseille,Transilien,3.92,6.67,7.24,4.19,2024-02-21 00:00:00,5.52,6.82,NON,6.44,350,6.8,Météo-France
Strasbourg,RER,8.2,7.61,3.99,8.12,2024-08-28 00:00:00,7.47,6.23,1,4.46,50,3.58,SNCF_Open_Data
Bordeaux,Métro,4.05,6.51,3.74,3.43,2024-12-20 00:00:00,4.0,7.66,NON,3.98,120,7.96,Météo-France
Montpellier,TGV,6.9,7.71,5.49,7.45,2024-02-17 00:00:00,4.91,8.46,OUI,1.88,120,5.94,Data.gouv.fr
Marseille,Métro,4.13,1.89,6.5,4.98,2024-03-30 00:00:00,8.05,7.17,NON,8.35,5,2.25,RATP_Open_Data_2024
Nantes,RER,1.21,5.54,7.23,3.3,2024-01-21 00:00:00,4.64,8.55,1,4.92,5,4.2,Météo-France
Toulouse,Bus RATP,5.68,2.81,4.48,6.59,2024-09-24 00:00:00,4.92,6.9,1,1.7,50,2.03,RATP_Open_Data_2024
Strasbourg,Tramway,6.66,8.55,1.45,2.94,2024-02-09 00:00:00,7.75,5.77,0,5.59,120,1.75,Airparif
Lyon,TGV,6.85,6.54,7.92,3.69,2024-05-16 00:00:00,3.96,2.21,1,5.71,50,7.74,RATP_Open_Data_2024
Nantes,RER,6.88,2.49,2.34,1.24,2024-08-11 00:00:00,7.83,5.13,1,8.67,350,6.02,Météo-France
Bordeaux,RER,1.87,3.08,6.11,7.57,2024-11-11 00:00:00,8.25,3.71,OUI,6.62,800,2.15,Data.gouv.fr
Lille,Transilien,7.73,6.49,4.54,5.58,2024-05-09 00:00:00,1.89,1.58,0,5.66,350,1.45,SNCF_Open_Data
Paris,Tramway,2.57,3.69,8.78,1.68,2024-02-29 00:00:00,3.48,6.54,OUI,5.75,50,1.3,Data.gouv.fr
Paris,RER,5.46,7.28,6.19,4.29,2024-04-01 00:00:00,5.18,6.86,NON,6.46,120,1.91,RATP_Open_Data_2024
Lille,Métro,5.67,5.19,8.55,7.38,2024-08-16 00:00:00,5.89,8.15,NON,1.26,120,1.91,Data.gouv.fr
Strasbourg,Bus RATP,4.62,8.63,5.71,7.22,2024-12-08 00:00:00,2.17,4.87,NON,2.6,5,6.06,Data.gouv.fr
Strasbourg,Bus RATP,6.8,6.12,2.67,7.3,2024-08-16 00:00:00,4.86,6.7,1,2.68,120,1.51,Airparif
Toulouse,RER,4.77,1.59,6.57,6.76,2024-02-14 00:00:00,8.66,6.45,1,3.74,5,4.87,Airparif
Nantes,Transilien,2.04,8.51,3.17,2.69,2024-02-07 00:00:00,2.8,7.67,OUI,1.63,5,4.34,Data.gouv.fr
Nantes,TER,6.83,3.59,7.28,5.56,2024-08-03 00:00:00,7.3,3.8,OUI,5.73,5,5.57,RATP_Open_Data_2024
Lille,Bus RATP,3.3,2.24,5.38,8.19,2024-05-24 00:00:00,2.5,4.38,0,2.92,350,7.65,SNCF_Open_Data
Marseille,Tramway,3.72,5.11,3.22,6.64,2024-04-19 00:00:00,4.61,4.02,NON,2.69,800,7.07,SNCF_Open_Data
Marseille,Tramway,7.9,3.92,6.31,3.66,2024-10-25 00:00:00,5.98,7.81,1,8.75,50,6.57,RATP_Open_Data_2024
Bordeaux,Transilien,2.54,5.05,4.68,6.03,2024-06-29 00:00:00,7.14,5.6,OUI,3.69,50,2.09,Data.gouv.fr
Nice,Bus RATP,4.43,2.7,2.38,4.32,2024-12-16 00:00:00,6.27,7.26,NON,8.62,120,6.86,Airparif
Nice,TER,6.15,3.59,7.87,6.31,2024-03-23 00:00:00,6.18,6.48,OUI,1.38,800,4.28,RATP_Open_Data_2024
Lille,Bus RATP,3.07,6.71,8.24,2.52,2024-10-14 00:00:00,3.55,8.61,NON,1.5,120,5.17,Météo-France
Marseille,Tramway,6.23,6.03,1.67,3.81,2024-01-28 00:00:00,3.89,4.89,1,1.31,50,8.69,Météo-France
Nantes,Transilien,6.57,3.38,7.8,7.51,2024-01-24 00:00:00,4.49,7.68,0,7.57,50,2.27,Data.gouv.fr
Montpellier,Tramway,5.66,2.72,4.66,3.49,2024-02-27 00:00:00,2.47,6.68,0,3.98,5,7.3,SNCF_Open_Data
Paris,Bus RATP,8.44,3.45,3.41,2.39,2024-06-12 00:00:00,6.6,8.65,NON,8.49,800,1.72,Airparif
Marseille,Bus RATP,5.7,1.78,6.22,1.47,2024-03-10 00:00:00,5.25,3.0,OUI,8.11,120,3.48,Airparif
Lille,Bus RATP,5.56,1.3,8.75,7.52,2024-09-04 00:00:00,4.3,7.77,0,5.76,120,4.78,Data.gouv.fr
Lille,Bus RATP,4.18,1.33,1.31,1.85,2024-08-22 00:00:00,7.3,2.07,1,8.15,5,7.49,Data.gouv.fr
Marseille,TGV,4.78,3.26,2.78,6.3,2024-01-03 00:00:00,4.88,7.71,NON,3.13,5,1.78,Météo-France
Paris,Métro,2.04,4.27,3.72,2.34,2024-11-29 00:00:00,3.75,1.65,1,7.69,350,5.86,Data.gouv.fr
Paris,Métro,1.75,2.32,6.61,5.54,2024-02-11 00:00:00,8.36,2.28,OUI,2.34,5,5.29,Météo-France
Lyon,TER,6.67,1.96,1.25,3.53,2024-05-30 00:00:00,2.35,7.52,NON,2.05,50,5.72,Météo-France
Paris,RER,7.6,2.64,3.87,6.21,2024-09-26 00:00:00,5.04,5.46,1,5.72,120,2.86,RATP_Open_Data_2024
Lille,RER,8.57,4.18,1.83,2.77,2024-02-27 00:00:00,1.62,7.83,OUI,2.49,5,5.67,Airparif
Marseille,Transilien,2.46,2.82,1.73,8.41,2024-05-13 00:00:00,7.74,3.36,NON,3.95,350,3.09,Airparif
Lyon,RER,7.88,7.38,7.01,8.2,2024-08-29 00:00:00,2.14,3.52,0,2.01,800,5.33,RATP_Open_Data_2024
Toulouse,Transilien,2.11,3.8,1.36,4.05,2024-05-18 00:00:00,4.16,1.61,0,2.71,800,6.74,Airparif
