col_ville,col_mode_transport,col_retard_moyen,col_retard_max,col_nb_incidents,col_total_passagers_impactes,col_date,col_heure,col_ligne,col_retard_minutes,col_retard_categorie,col_cause_retard,col_nb_voyages_affectes,col_passagers_impactes,col_type_incident,col_source
Paris,TER,7.33,7.84,ID_058,8.07,2024-12-13 00:00:00,8.35,1.49,3.23,7.03,7.61,6.8,6.41,ID_058,Data.gouv.fr
Lyon,Tramway,5.84,6.1,ID_059,1.21,2024-04-17 00:00:00,7.31,8.07,3.2,1.41,1.68,8.52,7.08,ID_059,SNCF_Open_Data
Paris,TER,7.49,3.57,ID_060,5.77,2024-08-25 00:00:00,1.9,6.39,3.36,3.78,2.86,3.96,8.39,ID_060,RATP_Open_Data_2024
Paris,Bus RATP,7.04,6.45,ID_061,1.32,2024-06-01 00:00:00,7.64,8.78,8.55,5.5,6.23,4.43,6.47,ID_061,Météo-France
Toulouse,Bus RATP,5.91,4.92,ID_062,8.5,2024-04-17 00:00:00,3.91,2.96,5.08,5.66,3.81,4.26,7.26,ID_062,Météo-France
Montpellier,Bus RATP,6.06,6.18,ID_063,3.39,2024-12-18 00:00:00,1.69,5.19,3.65,5.28,5.93,4.13,1.42,ID_063,RATP_Open_Data_2024
Marseille,TGV,7.99,2.34,ID_064,8.07,2024-05-14 00:00:00,3.25,4.61,6.0,8.23,4.91,6.23,3.29,ID_064,Airparif
Strasbourg,Tramway,8.2,3.53,ID_065,3.71,2024-07-10 00:00:00,7.6,3.78,2.1,1.6,3.09,1.85,7.73,ID_065,SNCF_Open_Data
Lyon,Tramway,1.9,1.79,ID_066,1.26,2024-11-12 00:00:00,4.47,6.19,8.33,7.19,1.54,2.34,4.03,ID_066,RATP_Open_Data_2024
Lille,TGV,2.55,6.48,ID_067,2.6,2024-03-05 00:00:00,5.36,6.29,7.05,4.08,6.43,5.08,7.58,ID_067,RATP_Open_Data_2024
Bordeaux,Métro,2.48,2.43,ID_068,4.49,2024-12-02 00:00:00,8.09,6.8,2.02,3.57,2.27,7.64,1.61,ID_068,Airparif
Paris,TER,8.61,5.17,ID_069,8.22,2024-10-21 00:00:00,2.29,5.46,8.24,5.27,7.1,5.29,1.24,ID_069,Airparif
Strasbourg,TER,2.54,5.98,ID_070,7.85,2024-08-16 00:00:00,2.57,6.93,1.84,1.67,2.82,6.58,5.56,ID_070,SNCF_Open_Data
Bordeaux,TER,1.68,2.58,ID_071,3.42,2024-06-21 00:00:00,8.04,5.25,2.62,5.0,5.49,8.67,5.57,ID_071,SNCF_Open_Data
Toulouse,TER,3.9,6.43,ID_072,1.77,2024-10-06 00:00:00,5.74,2.38,6.4,2.14,5.35,3.98,5.11,ID_072,Météo-France
Montpellier,Métro,3.0,8.69,ID_073,4.09,2024-08-10 00:00:00,2.83,8.2,4.19,7.32,6.48,7.89,6.35,ID_073,Data.gouv.fr
Montpellier,TGV,4.05,6.13,ID_074,1.52,2024-06-30 00:00:00,7.43,7.65,4.8,7.83,6.46,2.67,2.98,ID_074,Airparif
Nice,Métro,1.55,2.74,ID_075,4.95,2024-05-06 00:00:00,3.13,8.36,3.5,4.26,4.32,1.37,4.4,ID_075,Data.gouv.fr
Paris,Transilien,6.85,4.39,ID_076,7.54,2024-06-23 00:00:00,2.41,1.23,7.85,3.29,7.09,4.3,2.02,ID_076,Météo-France
Paris,Tramway,1.29,8.35,ID_077,3.47,2024-03-31 00:00:00,6.71,7.86,2.5,7.17,4.39,7.36,6.61,ID_077,Météo-France
Marseille,TGV,4.11,3.06,ID_078,5.78,2024-11-07 00:00:00,1.53,8.65,6.96,3.7,3.46,5.26,3.99,ID_078,Data.gouv.fr
Paris,TGV,7.45,8.18,ID_079,5.96,2024-04-16 00:00:00,3.1,8.12,6.18,4.43,2.11,6.3,7.34,ID_079,RATP_Open_Data_2024
Paris,RER,5.61,2.62,ID_080,8.27,2024-09-17 00:00:00,1.74,4.41,6.9,5.92,3.02,4.25,2.46,ID_080,SNCF_Open_Data
Toulouse,Bus RATP,3.23,2.72,ID_081,1.28,2024-11-01 00:00:00,7.01,7.24,7.44,2.26,6.66,2.36,5.53,ID_081,Météo-France
Lille,RER,5.73,4.73,ID_082,5.25,2024-10-05 00:00:00,7.73,5.91,8.16,5.44,5.45,5.42,8.16,ID_082,SNCF_Open_Data
Paris,TER,7.94,5.93,ID_083,6.7,2024-09-23 00:00:00,7.41,3.12,2.72,3.35,7.44,5.28,3.14,ID_083,RATP_Open_Data_2024
Lyon,Tramway,1.87,8.48,ID_084,8.02,2024-04-09 00:00:00,3.94,2.82,5.39,3.64,3.04,1.47,4.03,ID_084,Airparif
Marseille,TER,8.38,4.2,ID_085,3.06,2024-03-01 00:00:00,4.5,5.82,2.79,1.86,7.28,5.83,8.41,ID_085,SNCF_Open_Data
Montpellier,Transilien,2.12,6.11,ID_086,5.32,2024-03-23 00:00:00,4.56,6.96,5.08,8.23,8.51,6.16,2.72,ID_086,Météo-France
Nice,TGV,4.54,3.61,ID_087,6.45,2024-09-20 00:00:00,7.4,2.43,5.59,3.84,1.2,8.41,1.69,ID_087,Météo-France
Strasbourg,TGV,5.09,6.74,ID_088,6.65,2024-02-21 00:00:00,1.32,4.57,4.57,4.49,3.55,5.9,1.73,ID_088,SNCF_Open_Data
Nice,Transilien,2.68,6.27,ID_089,4.84,2024-07-17 00:00:00,5.52,8.58,7.11,4.35,2.68,2.0,3.63,ID_089,Airparif
Marseille,Métro,5.43,5.28,ID_090,5.57,2024-02-27 00:00:00,5.24,7.9,2.84,4.29,7.11,2.38,3.62,ID_090,Météo-France
Lyon,Métro,6.39,7.05,ID_091,5.68,2024-01-20 00:00:00,2.06,2.92,7.9,5.11,5.68,7.02,1.61,ID_091,SNCF_Open_Data
Bordeaux,RER,6.5,6.98,ID_092,5.38,2024-11-30 00:00:00,3.05,4.52,5.28,7.86,5.85,8.77,2.2,ID_092,RATP_Open_Data_2024
Nantes,Bus RATP,1.73,2.41,ID_093,4.25,2024-04-22 00:00:00,2.43,7.57,3.91,4.03,4.5,8.72,8.15,ID_093,RATP_Open_Data_2024
Paris,RER,8.77,7.91,ID_094,2.62,2024-09-30 00:00:00,8.45,8.04,2.74,7.63,5.06,7.54,6.13,ID_094,Data.gouv.fr
Marseille,Tramway,3.11,3.62,ID_095,5.79,2024-06-30 00:00:00,3.31,4.08,4.79,7.61,1.21,7.59,3.5,ID_095,Airparif
Toulouse,TER,8.18,7.64,ID_096,7.52,2024-03-30 00:00:00,4.88,7.75,2.36,3.75,4.42,8.27,8.64,ID_096,SNCF_Open_Data
Nantes,RER,3.78,5.7,ID_097,6.57,2024-09-27 00:00:00,5.66,1.92,6.07,5.27,3.78,1.75,2.36,ID_097,Airparif
Lille,Transilien,5.47,2.12,ID_098,4.64,2024-11-25 00:00:00,7.29,3.02,3.6,4.1,1.21,5.67,8.3,ID_098,SNCF_Open_Data
Lille,Métro,4.65,6.19,ID_099,6.41,2024-10-08 00:00:00,8.25,2.72,7.14,1.23,4.26,7.7,7.74,ID_099,RATP_Open_Data_2024
Nice,TGV,7.84,7.22,ID_000,4.69,2024-05-07 00:00:00,8.57,4.92,8.56,4.38,8.01,6.67,6.39,ID_000,Airparif
Toulouse,RER,6.2,3.45,ID_001,4.28,2024-02-01 00:00:00,2.84,6.31,5.14,6.01,4.82,2.56,8.7,ID_001,Data.gouv.fr
Montpellier,Bus RATP,1.28,3.63,ID_002,7.74,2024-02-21 00:00:00,4.78,5.45,7.3,7.95,1.43,8.67,1.6,ID_002,Airparif
Bordeaux,Bus RATP,3.04,1.21,ID_003,3.04,2024-07-02 00:00:00,3.3,4.75,7.94,6.35,5.76,5.92,8.61,ID_003,RATP_Open_Data_2024
Paris,Tramway,4.32,5.73,ID_004,7.14,2024-06-10 00:00:00,4.09,5.99,7.61,4.06,3.66,4.95,4.37,ID_004,Airparif
Paris,Métro,6.54,6.7,ID_005,1.9,2024-03-17 00:00:00,5.48,2.39,3.4,3.29,8.54,5.9,3.62,ID_005,SNCF_Open_Data
Montpellier,RER,6.67,2.34,ID_006,8.59,2024-11-24 00:00:00,1.57,6.51,7.48,1.8,3.59,3.37,4.63,ID_006,RATP_Open_Data_2024
Nice,TGV,1.39,5.56,ID_007,2.06,2024-09-11 00:00:00,6.1,7.24,8.73,5.67,8.63,4.93,5.73,ID_007,Data.gouv.fr
Lyon,Transilien,4.1,3.63,ID_008,1.24,2024-11-02 00:00:00,5.57,8.47,2.87,2.58,5.21,3.04,3.26,ID_008,Météo-France
Nice,Tramway,1.42,2.95,ID_009,5.17,2024-01-13 00:00:00,8.14,3.49,4.06,6.3,8.79,6.59,6.53,ID_009,Météo-France
Nantes,RER,3.54,4.13,ID_010,7.15,2024-03-15 00:00:00,1.29,6.48,8.08,7.19,7.84,2.4,5.2,ID_010,Data.gouv.fr
Marseille,Tramway,7.95,5.34,ID_011,7.97,2024-07-24 00:00:00,4.1,4.88,6.71,1.64,7.97,3.68,8.44,ID_011,RATP_Open_Data_2024
Bordeaux,TER,2.52,5.48,ID_012,6.51,2024-08-11 00:00:00,5.83,7.1,5.03,3.83,3.63,5.37,4.11,ID_012,SNCF_Open_Data
Nice,Transilien,8.07,6.77,ID_013,7.35,2024-12-14 00:00:00,1.92,6.03,1.42,7.7,4.61,5.91,4.79,ID_013,SNCF_Open_Data
Marseille,Transilien,3.76,8.63,ID_014,1.98,2024-02-08 00:00:00,8.66,1.86,1.55,5.97,6.39,6.9,2.01,ID_014,SNCF_Open_Data
Lyon,Tramway,7.62,8.69,ID_015,6.38,2024-10-07 00:00:00,7.63,2.53,2.56,8.75,7.52,3.51,7.73,ID_015,SNCF_Open_Data
Montpellier,TER,6.68,6.5,ID_016,6.54,2024-04-18 00:00:00,1.75,7.93,8.57,5.86,8.64,3.27,5.55,ID_016,Météo-France
Toulouse,RER,5.92,5.95,ID_017,6.29,2024-04-02 00:00:00,2.61,8.58,3.7,2.09,5.15,8.34,7.63,ID_017,Météo-France
Lyon,TGV,5.04,7.99,ID_018,8.13,2024-11-14 00:00:00,3.85,5.82,8.47,8.34,7.08,3.05,1.66,ID_018,SNCF_Open_Data
Toulouse,Bus RATP,4.08,4.34,ID_019,5.54,2024-07-12 00:00:00,2.38,7.62,2.38,7.97,5.12,5.29,3.62,ID_019,Data.gouv.fr
Bordeaux,Métro,2.39,3.02,ID_020,6.89,2024-03-19 00:00:00,5.39,8.33,7.44,2.2,5.01,7.84,7.1,ID_020,Airparif
Lyon,TGV,5.57,4.58,ID_021,2.03,2024-03-21 00:00:00,8.39,8.69,7.89,1.87,7.1,8.67,2.12,ID_021,Airparif
Montpellier,Transilien,8.8,3.9,ID_022,5.46,2024-05-16 00:00:00,8.76,2.87,7.26,1.3,3.34,2.16,5.55,ID_022,Airparif
Paris,Transilien,5.83,5.8,ID_023,6.31,2024-07-19 00:00:00,5.06,2.76,7.29,3.84,5.29,1.38,8.79,ID_023,Data.gouv.fr
Lyon,Bus RATP,3.91,6.74,ID_024,3.89,2024-05-09 00:00:00,4.52,2.0,8.45,3.23,5.2,3.1,8.09,ID_024,Airparif
Toulouse,Métro,8.25,2.95,ID_025,5.68,2024-08-17 00:00:00,2.16,8.47,6.86,8.64,7.7,6.83,7.74,ID_025,Data.gouv.fr
Lyon,Métro,4.94,5.3,ID_026,4.6,2024-01-19 00:00:00,6.61,5.77,8.18,3.96,3.7,6.74,1.24,ID_026,SNCF_Open_Data
Paris,Transilien,2.03,8.74,ID_027,1.81,2024-10-16 00:00:00,6.91,6.75,3.05,5.42,7.4,4.54,7.29,ID_027,RATP_Open_Data_2024
Montpellier,Tramway,5.46,8.24,ID_028,8.71,2024-07-11 00:00:00,1.98,2.46,6.53,4.68,3.98,4.61,4.91,ID_028,Airparif
Bordeaux,Tramway,2.98,6.54,ID_029,8.01,2024-04-15 00:00:00,1.53,5.63,5.53,7.23,4.51,2.04,7.3,ID_029,RATP_Open_Data_2024
Montpellier,Bus RATP,1.57,1.58,ID_030,3.01,2024-05-21 00:00:00,6.71,7.24,6.35,1.34,8.18,8.51,6.92,ID_030,Airparif
Marseille,TGV,3.83,2.53,ID_031,8.59,2024-12-12 00:00:00,4.79,3.98,8.15,7.2,1.65,8.3,8.7,ID_031,Météo-France
Bordeaux,Transilien,5.26,1.84,ID_032,4.14,2024-06-22 00:00:00,5.2,5.65,5.82,4.01,1.38,7.24,1.23,ID_032,Data.gouv.fr
Paris,Tramway,5.6,2.05,ID_033,1.56,2024-01-29 00:00:00,2.35,2.72,8.58,2.25,4.34,5.5,5.2,ID_033,Airparif
Strasbourg,TGV,5.68,5.79,ID_034,5.55,2024-05-14 00:00:00,2.85,6.43,5.47,3.32,8.79,4.54,1.48,ID_034,Météo-France
Nice,TGV,5.38,7.7,ID_035,7.16,2024-01-13 00:00:00,4.57,8.12,8.53,8.17,7.86,2.95,7.81,ID_035,SNCF_Open_Data
Paris,RER,3.16,1.81,ID_036,7.04,2024-08-22 00:00:00,2.14,4.17,4.25,6.38,8.34,8.09,5.52,ID_036,Data.gouv.fr
Bordeaux,Tramway,6.53,8.72,ID_037,4.56,2024-02-04 00:00:00,2.33,1.49,3.96,2.77,8.7,2.41,4.02,ID_037,Airparif
Lille,RER,3.87,5.42,ID_038,2.32,2024-01-08 00:00:00,8.06,5.3,5.77,4.79,3.46,7.1,4.91,ID_038,Data.gouv.fr
Bordeaux,Métro,3.45,8.02,ID_039,7.63,2024-05-21 00:00:00,7.19,3.79,2.87,2.48,3.83,7.37,3.32,ID_039,RATP_Open_Data_2024
Nice,Bus RATP,6.15,4.42,ID_040,1.92,2024-08-03 00:00:00,6.02,8.16,2.6,4.46,3.51,4.4,7.95,ID_040,RATP_Open_Data_2024
Strasbourg,Tramway,8.13,6.22,ID_041,3.61,2024-10-19 00:00:00,3.24,3.47,7.55,6.22,8.74,6.64,6.31,ID_041,SNCF_Open_Data
Bordeaux,Bus RATP,8.65,5.58,ID_042,6.64,2024-08-17 00:00:00,2.06,5.71,8.44,4.61,5.9,1.66,7.3,ID_042,Data.gouv.fr
Marseille,Bus RATP,2.32,4.3,ID_043,3.05,2024-07-14 00:00:00,3.23,1.27,2.23,5.99,2.86,1.82,2.93,ID_043,Airparif
Bordeaux,TER,7.69,8.29,ID_044,4.85,2024-03-28 00:00:00,3.67,6.42,5.11,5.24,8.55,2.19,8.14,ID_044,RATP_Open_Data_2024
Bordeaux,Bus RATP,8.71,3.74,ID_045,7.44,2024-10-02 00:00:00,6.66,6.88,8.31,3.83,2.64,5.24,2.46,ID_045,Météo-France
Strasbourg,RER,8.57,7.14,ID_046,2.95,2024-12-06 00:00:00,6.72,4.68,2.21,5.66,2.36,8.63,5.45,ID_046,Airparif
Lille,Métro,8.03,3.77,ID_047,2.15,2024-06-17 00:00:00,2.76,7.73,4.95,4.91,8.12,5.37,1.69,ID_047,Data.gouv.fr
Paris,TER,6.17,5.45,ID_048,1.67,2024-11-07 00:00:00,5.37,6.36,7.87,8.05,6.46,6.5,1.93,ID_048,Airparif
Montpellier,Tramway,6.43,4.95,ID_049,4.76,2024-11-29 00:00:00,1.62,5.21,1.43,4.26,4.78,2.24,7.8,ID_049,SNCF_Open_Data
Nantes,Transilien,5.78,4.1,ID_050,6.36,2024-09-04 00:00:00,3.77,5.79,7.69,4.5,5.65,7.95,3.27,ID_050,RATP_Open_Data_2024
Nantes,Métro,7.97,7.11,ID_051,4.29,2024-03-31 00:00:00,2.71,2.44,5.35,4.24,4.32,8.24,3.26,ID_051,SNCF_Open_Data
Paris,TER,6.75,8.62,ID_052,1.25,2024-01-23 00:00:00,6.31,7.4,1.4,6.16,7.35,7.22,6.47,ID_052,Data.gouv.fr
Paris,RER,3.48,6.64,ID_053,7.36,2024-10-06 00:00:00,1.35,3.64,6.28,6.66,6.18,1.39,3.25,ID_053,RATP_Open_Data_2024
Bordeaux,TER,4.27,8.02,ID_054,1.88,2024-11-11 00:00:00,7.9,6.45,2.11,8.51,8.32,4.37,7.68,ID_054,Météo-France
Nantes,RER,2.87,3.92,ID_055,5.96,2024-10-30 00:00:00,3.16,7.16,4.92,1.88,5.99,4.5,7.66,ID_055,Météo-France
Lyon,Métro,4.2,2.94,ID_056,7.94,2024-10-04 00:00:00,5.04,2.35,6.53,5.4,6.13,5.68,8.49,ID_056,Météo-France
Montpellier,Bus RATP,1.28,4.73,ID_057,5.5,2024-10-28 00:00:00,6.83,3.2,3.38,5.18,3.12,4.46,6.78,ID_057,SNCF_Open_Data
Lyon,TGV,5.57,5.61,ID_058,1.95,2024-08-13 00:00:00,3.58,2.24,4.56,1.95,5.93,2.82,2.13,ID_058,Météo-France
Nantes,Transilien,2.96,3.2,ID_059,5.58,2024-05-03 00:00:00,3.03,3.48,2.52,6.63,3.12,6.39,4.34,ID_059,Airparif
Bordeaux,TGV,8.29,4.47,ID_060,4.27,2024-03-26 00:00:00,4.49,3.59,5.85,6.07,1.64,6.19,2.02,ID_060,SNCF_Open_Data
Marseille,RER,5.83,7.39,ID_061,3.46,2024-04-07 00:00:00,7.67,1.73,6.99,5.62,8.19,2.61,3.76,ID_061,Météo-France
Bordeaux,Transilien,2.6,5.41,ID_062,3.85,2024-06-21 00:00:00,6.85,3.28,3.27,1.88,8.74,3.2,2.91,ID_062,Météo-France
Nantes,Bus RATP,4.63,5.94,ID_063,5.37,2024-03-13 00:00:00,8.24,2.58,4.3,1.97,7.13,1.99,6.62,ID_063,Data.gouv.fr
Strasbourg,Transilien,1.53,8.69,ID_064,2.55,2024-07-23 00:00:00,7.6,6.5,4.23,3.87,6.1,5.64,7.12,ID_064,Météo-France
Marseille,Transilien,3.76,3.5,ID_065,1.53,2024-02-14 00:00:00,3.27,5.27,6.27,6.23,3.96,1.73,2.05,ID_065,Météo-France
Marseille,Tramway,3.71,5.97,ID_066,7.89,2024-10-31 00:00:00,1.34,5.5,3.56,2.82,4.26,2.89,7.42,ID_066,Météo-France
Nice,Bus RATP,6.84,8.5,ID_067,6.64,2024-06-28 00:00:00,3.24,2.6,5.0,3.89,1.79,6.66,3.55,ID_067,Data.gouv.fr
Toulouse,Bus RATP,8.42,4.41,ID_068,1.44,2024-01-14 00:00:00,5.79,2.26,7.01,3.33,5.02,1.81,5.46,ID_068,Airparif
Paris,RER,1.5,5.82,ID_069,6.84,2024-05-22 00:00:00,1.97,3.27,3.89,6.64,5.22,4.11,2.56,ID_069,Data.gouv.fr
Bordeaux,TGV,2.32,7.41,ID_070,7.73,2024-09-22 00:00:00,7.99,3.45,2.16,7.35,2.74,2.02,7.45,ID_070,Airparif
Lille,Tramway,6.75,3.32,ID_071,5.74,2024-12-16 00:00:00,6.77,5.01,2.58,6.69,6.35,7.04,6.56,ID_071,Data.gouv.fr
Montpellier,TGV,4.94,4.71,ID_072,3.99,2024-02-28 00:00:00,6.21,7.41,5.74,3.7,3.41,5.23,7.31,ID_072,RATP_Open_Data_2024
Nantes,Bus RATP,7.42,7.87,ID_073,7.89,2024-02-04 00:00:00,6.25,4.3,8.23,7.1,5.05,6.76,2.93,ID_073,RATP_Open_Data_2024
Lyon,Transilien,6.37,1.94,ID_074,2.62,2024-09-24 00:00:00,5.8,6.5,1.31,4.65,8.53,4.28,7.9,ID_074,Airparif
Bordeaux,TER,4.16,5.24,ID_075,1.28,2024-03-04 00:00:00,6.7,3.94,3.95,6.2,8.43,2.56,6.5,ID_075,Météo-France
Lille,Métro,3.75,3.59,ID_076,7.63,2024-08-31 00:00:00,6.89,3.13,3.78,5.59,6.17,3.84,3.24,ID_076,SNCF_Open_Data
Nantes,Tramway,4.84,4.18,ID_077,3.44,2024-10-31 00:00:00,8.23,2.52,4.91,6.49,7.91,6.27,5.22,ID_077,SNCF_Open_Data
Bordeaux,Bus RATP,3.23,5.89,ID_078,6.87,2024-05-02 00:00:00,2.01,1.78,5.18,5.62,4.03,7.56,6.89,ID_078,Météo-France
Nantes,TGV,5.61,1.68,ID_079,5.38,2024-06-04 00:00:00,2.82,1.43,2.52,3.6,7.39,2.3,1.67,ID_079,Airparif
Lyon,TGV,4.69,8.38,ID_080,1.77,2024-02-29 00:00:00,7.12,1.61,6.16,1.26,8.12,8.18,1.57,ID_080,RATP_Open_Data_2024
Montpellier,Transilien,7.91,4.72,ID_081,2.47,2024-05-16 00:00:00,3.02,6.35,8.02,1.23,7.22,6.31,1.3,ID_081,Météo-France
Marseille,Transilien,2.39,2.39,ID_082,2.83,2024-10-01 00:00:00,7.23,7.07,6.27,5.47,8.28,6.67,8.37,ID_082,Data.gouv.fr
Montpellier,Bus RATP,5.97,2.17,ID_083,6.48,2024-03-15 00:00:00,4.21,3.15,3.69,5.86,4.35,5.21,2.61,ID_083,RATP_Open_Data_2024
Nantes,RER,1.62,2.68,ID_084,8.42,2024-02-29 00:00:00,4.14,3.17,1.47,7.52,6.62,8.6,6.11,ID_084,Data.gouv.fr
Lille,Tramway,1.83,2.98,ID_085,4.86,2024-11-09 00:00:00,6.77,4.72,4.4,8.42,7.15,7.45,7.14,ID_085,RATP_Open_Data_2024
Nice,Tramway,7.76,5.2,ID_086,2.37,2024-12-01 00:00:00,4.94,4.71,7.09,5.69,7.39,6.6,7.85,ID_086,Airparif
Strasbourg,Transilien,6.89,2.39,ID_087,3.38,2024-01-04 00:00:00,4.41,3.28,7.21,6.04,4.01,2.53,4.91,ID_087,SNCF_Open_Data
Nantes,Tramway,8.6,6.59,ID_088,5.36,2024-02-01 00:00:00,6.6,4.08,8.36,8.29,6.91,4.07,5.42,ID_088,Airparif
Strasbourg,TER,6.11,3.43,ID_089,8.24,2024-12-23 00:00:00,4.08,5.07,3.88,2.67,2.43,6.11,7.58,ID_089,Data.gouv.fr
Nantes,TER,1.71,7.22,ID_090,2.09,2024-09-06 00:00:00,3.97,3.02,6.58,7.68,3.91,5.74,5.71,ID_090,Data.gouv.fr
Lyon,TGV,6.47,6.81,ID_091,2.65,2024-05-18 00:00:00,1.93,8.72,5.51,4.11,8.51,2.28,1.87,ID_091,Météo-France
Toulouse,Métro,3.85,1.89,ID_092,5.91,2024-01-24 00:00:00,7.09,1.99,1.74,7.74,2.17,1.74,6.6,ID_092,Météo-France
Bordeaux,Métro,6.21,1.96,ID_093,5.64,2024-06-22 00:00:00,2.73,1.85,5.84,1.63,6.4,5.52,2.27,ID_093,Data.gouv.fr
Marseille,TGV,5.67,7.09,ID_094,2.58,2024-08-11 00:00:00,6.44,6.69,2.22,2.14,3.64,7.62,3.13,ID_094,Data.gouv.fr
Montpellier,Métro,3.06,4.78,ID_095,2.05,2024-08-11 00:00:00,7.47,2.66,2.83,8.65,5.47,4.5,5.95,ID_095,Météo-France
Lyon,Métro,4.05,8.77,ID_096,6.96,2024-09-16 00:00:00,3.93,4.48,3.03,7.09,4.05,2.46,5.55,ID_096,Data.gouv.fr
Nice,Métro,2.1,7.64,ID_097,8.78,2024-01-19 00:00:00,6.55,3.94,3.82,3.78,7.73,6.19,5.36,ID_097,RATP_Open_Data_2024
Marseille,Métro,1.94,2.2,ID_098,7.57,2024-04-06 00:00:00,3.79,6.98,2.12,7.69,6.7,5.18,2.37,ID_098,Météo-France
Paris,TER,4.23,3.28,ID_099,3.53,2024-08-02 00:00:00,6.96,2.4,3.5,3.89,2.68,7.29,8.1,ID_099,Airparif
Marseille,Métro,7.04,1.65,ID_000,2.02,2024-08-12 00:00:00,8.65,6.54,8.71,7.01,8.37,5.5,8.2,ID_000,Météo-France
Lyon,Bus RATP,7.28,5.88,ID_001,5.28,2024-08-29 00:00:00,7.17,3.77,7.62,4.67,8.07,1.75,2.74,ID_001,Data.gouv.fr
Lille,Transilien,6.96,5.36,ID_002,4.62,2024-06-27 00:00:00,1.93,8.58,8.79,4.52,4.42,4.96,1.23,ID_002,Airparif
Montpellier,Bus RATP,3.61,4.09,ID_003,8.53,2024-07-10 00:00:00,2.96,1.96,2.45,3.59,5.72,4.71,3.6,ID_003,Airparif
Bordeaux,Bus RATP,8.39,8.28,ID_004,1.71,2024-10-13 00:00:00,6.15,8.02,7.9,3.39,1.49,4.36,6.88,ID_004,SNCF_Open_Data
Montpellier,Métro,8.07,5.31,ID_005,2.09,2024-06-21 00:00:00,8.14,8.22,1.93,5.65,1.98,6.71,6.37,ID_005,Data.gouv.fr
Paris,Tramway,2.79,8.59,ID_006,8.46,2024-08-27 00:00:00,4.2,4.66,1.25,5.34,3.7,2.8,3.36,ID_006,Airparif
Toulouse,TER,1.48,1.54,ID_007,2.07,2024-03-07 00:00:00,8.13,7.85,4.3,5.34,7.28,1.94,4.13,ID_007,SNCF_Open_Data
Nice,Métro,8.21,1.54,ID_008,7.88,2024-10-05 00:00:00,8.17,7.95,4.48,5.38,5.1,4.95,8.66,ID_008,RATP_Open_Data_2024
Toulouse,Métro,5.82,5.27,ID_009,6.35,2024-06-28 00:00:00,8.56,3.56,4.77,7.81,4.98,5.36,6.19,ID_009,Data.gouv.fr
Paris,Tramway,4.89,4.77,ID_010,6.31,2024-05-31 00:00:00,5.57,3.65,6.25,4.43,5.02,5.12,8.75,ID_010,SNCF_Open_Data
Nice,Métro,6.8,2.94,ID_011,5.45,2024-07-16 00:00:00,7.51,7.91,4.26,2.63,6.67,8.45,2.5,ID_011,SNCF_Open_Data
Lyon,TER,7.14,5.55,ID_012,1.4,2024-06-12 00:00:00,7.71,7.13,8.06,4.0,4.85,2.86,1.32,ID_012,Data.gouv.fr
Strasbourg,RER,3.62,2.21,ID_013,6.74,2024-09-24 00:00:00,4.29,8.44,7.79,7.86,4.91,7.13,8.72,ID_013,RATP_Open_Data_2024
Bordeaux,TER,6.01,3.47,ID_014,6.81,2024-08-15 00:00:00,2.78,4.28,7.45,3.25,5.19,1.32,8.47,ID_014,SNCF_Open_Data
Marseille,Bus RATP,6.98,5.64,ID_015,4.58,2024-12-26 00:00:00,1.58,5.34,6.62,7.41,5.57,6.28,5.17,ID_015,Météo-France
Paris,TGV,6.76,7.06,ID_016,6.51,2024-09-16 00:00:00,7.67,3.78,5.67,2.55,2.14,6.46,3.53,ID_016,Data.gouv.fr
Paris,Bus RATP,5.44,1.21,ID_017,1.35,2024-11-23 00:00:00,6.09,7.63,4.87,2.57,4.92,3.1,7.61,ID_017,Airparif
Montpellier,TGV,4.06,4.44,ID_018,6.48,2024-07-23 00:00:00,3.53,5.79,8.7,7.99,5.03,2.24,6.65,ID_018,Airparif
Bordeaux,TGV,1.28,3.85,ID_019,8.09,2024-09-12 00:00:00,2.41,3.21,5.76,1.63,2.19,4.73,2.91,ID_019,RATP_Open_Data_2024
Bordeaux,TER,8.29,3.16,ID_020,4.91,2024-02-18 00:00:00,8.22,5.72,5.94,7.44,3.06,3.58,5.26,ID_020,SNCF_Open_Data
Lille,Métro,3.78,3.91,ID_021,7.54,2024-01-08 00:00:00,6.01,3.47,7.33,3.05,5.78,6.82,1.31,ID_021,RATP_Open_Data_2024
Strasbourg,Bus RATP,6.12,1.89,ID_022,3.82,2024-10-07 00:00:00,5.66,4.86,5.41,3.62,5.64,8.36,1.92,ID_022,Météo-France
Nantes,TGV,5.38,1.3,ID_023,8.2,2024-01-22 00:00:00,4.89,6.72,3.03,2.1,3.14,4.23,4.19,ID_023,SNCF_Open_Data
Lyon,RER,3.1,6.09,ID_024,6.64,2024-03-31 00:00:00,2.06,2.07,5.14,2.74,5.3,5.54,5.57,ID_024,RATP_Open_Data_2024
Strasbourg,Métro,3.79,4.9,ID_025,2.24,2024-11-14 00:00:00,7.23,1.79,2.21,1.25,1.28,5.33,4.19,ID_025,SNCF_Open_Data
Paris,RER,1.82,1.68,ID_026,2.91,2024-05-06 00:00:00,5.5,2.18,3.91,3.07,1.74,3.67,6.23,ID_026,Airparif
