col_ville,col_region,col_type_periode,col_creneau_horaire,col_heure_debut,col_type_route,col_type_trafic_dominant,col_nb_vehicules,col_est_heure_pic,col_niveau_congestion,col_vitesse_moyenne_kmh,col_facteur_periode,col_date_scraping,col_source,col_trafic_total,col_nb_heures_pic,col_vitesse_moyenne,col_trafic_moyen_journalier,col_facteur_vs_ouvre,col_heures_pic,col_niveau_encombrement,col_date_analyse,col_trafic_moyen,col_nb_villes_concernees,col_trafic_total_jour,col_heures_congestion,col_rang,col_pourcentage_vs_max
Bordeaux,Bretagne,4.44,4.19,4.42,4.21,4.6,3.08,2.85,4.65,70,8.61,2024-06-01 00:00:00,Météo-France,6.34,4.75,50,3.15,1.66,6.79,4.17,2024-12-12 00:00:00,4.01,Strasbourg,5.53,7.38,1.66,3.52
Paris,Bretagne,4.23,5.03,6.45,2.35,6.55,3.12,6.05,2.56,50,2.21,2024-03-01 00:00:00,Airparif,3.31,5.94,45,4.47,4.97,6.42,7.92,2024-03-08 00:00:00,5.2,Nantes,7.44,5.36,4.84,3.58
Nantes,Nouvelle-Aquitaine,5.79,6.28,5.78,6.01,3.48,7.36,7.24,5.45,30,5.22,2024-12-09 00:00:00,Airparif,6.95,8.46,110,3.64,6.11,5.35,3.86,2024-01-01 00:00:00,7.17,Lyon,4.62,1.85,7.24,8.45
Paris,Grand Est,6.0,8.07,7.89,3.03,1.21,1.23,3.51,5.29,80,3.5,2024-04-08 00:00:00,Météo-France,3.77,7.59,70,8.61,5.3,4.28,2.18,2024-12-06 00:00:00,5.46,Lyon,5.27,6.35,2.16,2.66
Lille,Occitanie,4.59,5.2,7.38,2.13,7.41,5.7,6.41,2.83,45,3.8,2024-08-20 00:00:00,SNCF_Open_Data,5.43,2.81,45,8.63,5.09,1.9,4.17,2024-05-19 00:00:00,1.32,Montpellier,5.62,6.46,2.59,5.89
Montpellier,Auvergne-Rhône-Alpes,5.33,6.0,1.77,6.33,6.79,4.36,3.81,7.11,45,3.36,2024-04-02 00:00:00,Airparif,4.75,5.45,45,3.11,5.86,6.67,3.4,2024-05-03 00:00:00,5.62,Paris,7.99,2.38,1.63,8.07
Marseille,Bretagne,6.09,1.7,7.32,5.91,6.46,4.11,3.81,7.63,50,2.05,2024-05-07 00:00:00,RATP_Open_Data_2024,8.22,4.97,45,4.14,1.83,8.08,3.0,2024-01-19 00:00:00,7.64,Lille,5.15,4.9,4.73,7.88
Bordeaux,Nouvelle-Aquitaine,2.91,8.73,3.51,7.15,3.71,3.68,3.38,6.99,130,7.24,2024-03-27 00:00:00,Airparif,2.7,5.7,80,5.1,3.28,6.5,8.62,2024-04-09 00:00:00,2.9,Nantes,7.48,6.37,2.05,8.07
Montpellier,Auvergne-Rhône-Alpes,6.23,6.56,5.3,2.24,2.79,7.47,7.92,2.98,80,8.47,2024-11-15 00:00:00,Météo-France,8.24,3.25,80,1.59,2.87,2.5,8.21,2024-11-30 00:00:00,4.44,Toulouse,6.58,5.49,7.73,1.43
Nantes,Occitanie,3.83,6.67,4.07,6.47,2.4,1.92,6.15,8.3,30,2.41,2024-06-19 00:00:00,SNCF_Open_Data,2.98,4.97,30,2.0,2.91,5.6,1.59,2024-06-24 00:00:00,3.65,Marseille,2.9,4.66,8.5,3.44
Nantes,Nouvelle-Aquitaine,7.69,4.75,2.26,4.1,5.63,7.33,5.79,5.09,70,8.33,2024-10-20 00:00:00,Météo-France,6.92,4.02,45,4.13,1.37,2.21,8.32,2024-04-27 00:00:00,7.91,Strasbourg,5.95,5.74,3.61,7.94
Lyon,Bretagne,5.06,6.16,7.34,7.67,3.23,5.41,6.65,8.37,110,4.97,2024-05-14 00:00:00,Météo-France,3.44,8.36,45,7.53,3.97,5.56,1.86,2024-12-10 00:00:00,2.11,Lyon,6.98,8.35,3.31,5.62
Bordeaux,Bretagne,7.1,2.42,6.75,4.84,7.81,8.72,7.75,1.4,80,3.1,2024-03-22 00:00:00,Météo-France,1.23,1.69,130,8.12,4.5,6.91,5.13,2024-02-18 00:00:00,5.24,Nice,2.76,8.63,5.52,4.91
Paris,Bretagne,7.83,2.86,4.61,2.79,6.03,8.04,5.24,7.79,45,7.84,2024-04-11 00:00:00,SNCF_Open_Data,1.25,2.07,130,6.98,6.77,4.31,6.85,2024-03-24 00:00:00,4.92,Paris,5.17,3.26,8.65,4.34
Strasbourg,Île-de-France,7.52,7.29,4.45,7.97,5.85,5.43,1.36,3.69,30,3.53,2024-01-02 00:00:00,RATP_Open_Data_2024,7.57,8.02,30,1.31,8.07,4.52,8.03,2024-10-06 00:00:00,3.5,Lyon,3.32,3.56,8.55,7.27
Montpellier,Île-de-France,5.07,7.72,8.16,5.25,7.43,2.89,4.63,8.21,70,4.78,2024-09-23 00:00:00,Data.gouv.fr,2.43,1.22,110,4.55,3.51,7.2,3.04,2024-05-02 00:00:00,7.69,Bordeaux,7.1,2.25,3.89,2.87
Toulouse,Grand Est,3.67,6.65,7.7,2.1,4.55,6.16,1.41,7.24,30,5.94,2024-05-23 00:00:00,Airparif,1.35,7.46,70,5.94,1.91,6.22,5.12,2024-01-25 00:00:00,7.41,Nice,7.92,4.62,2.3,7.86
Marseille,Normandie,5.39,8.7,3.26,7.36,8.59,4.82,2.92,6.92,110,4.12,2024-02-21 00:00:00,Data.gouv.fr,5.45,8.64,45,5.81,7.95,1.55,7.47,2024-05-05 00:00:00,6.4,Nantes,7.69,3.79,3.26,5.21
Paris,Auvergne-Rhône-Alpes,6.12,2.58,1.41,7.32,2.27,7.38,2.12,2.17,50,2.35,2024-08-06 00:00:00,Data.gouv.fr,4.57,7.35,70,1.57,1.66,6.11,1.39,2024-04-02 00:00:00,7.17,Lyon,4.72,6.56,2.04,1.78
Marseille,Occitanie,1.74,3.13,2.67,7.98,7.91,3.12,6.0,8.52,30,6.48,2024-09-18 00:00:00,SNCF_Open_Data,7.75,6.7,30,3.36,7.34,4.4,2.39,2024-03-11 00:00:00,2.39,Lyon,1.59,7.94,1.33,5.0
Montpellier,Grand Est,7.04,8.08,7.9,6.07,6.96,2.73,3.75,4.62,130,1.72,2024-06-29 00:00:00,Airparif,8.48,3.14,30,2.65,7.81,2.7,4.03,2024-03-27 00:00:00,5.95,Paris,4.8,5.35,3.61,5.01
Paris,Nouvelle-Aquitaine,2.78,6.41,4.46,7.04,8.77,4.39,1.66,3.36,70,4.39,2024-05-15 00:00:00,Météo-France,1.28,6.97,130,4.02,5.4,2.16,3.75,2024-11-27 00:00:00,4.61,Marseille,1.29,5.69,8.25,7.85
Lyon,Hauts-de-France,6.64,6.87,7.07,3.73,2.69,6.64,8.47,1.46,30,8.31,2024-11-14 00:00:00,Météo-France,8.02,8.04,30,6.48,6.15,1.54,7.53,2024-05-31 00:00:00,6.86,Nice,8.55,5.33,1.5,7.17
Bordeaux,Grand Est,8.26,6.74,2.45,5.05,6.64,3.54,4.21,1.72,45,4.26,2024-09-08 00:00:00,RATP_Open_Data_2024,3.5,7.56,70,6.41,4.56,7.48,5.8,2024-05-07 00:00:00,6.83,Toulouse,4.43,5.65,5.29,7.6
Bordeaux,Pays de la Loire,4.64,3.83,1.62,3.0,4.01,8.51,8.5,5.48,50,4.24,2024-09-22 00:00:00,Météo-France,6.67,8.15,130,6.79,6.23,8.08,4.8,2024-03-20 00:00:00,6.24,Nantes,2.91,6.5,1.53,3.46
Marseille,Nouvelle-Aquitaine,4.41,3.49,1.47,5.19,4.96,5.78,6.68,1.96,50,6.18,2024-04-10 00:00:00,SNCF_Open_Data,3.49,1.76,50,4.07,3.7,8.15,3.45,2024-03-12 00:00:00,4.69,Nantes,3.13,6.84,1.31,3.9
Nice,Grand Est,7.07,4.89,7.04,1.26,1.87,5.87,3.02,7.29,30,2.82,2024-02-15 00:00:00,RATP_Open_Data_2024,5.96,5.88,130,1.9,1.94,5.62,8.14,2024-02-16 00:00:00,1.33,Toulouse,2.68,2.33,6.08,1.72
Toulouse,Nouvelle-Aquitaine,7.24,4.8,1.52,1.8,8.7,5.25,8.26,4.76,70,7.2,2024-11-12 00:00:00,Data.gouv.fr,6.93,6.57,110,4.67,2.03,3.51,8.22,2024-07-03 00:00:00,6.26,Paris,4.82,3.53,8.32,8.04
Nantes,Nouvelle-Aquitaine,8.23,8.61,6.82,2.69,4.44,7.71,1.3,2.72,30,6.87,2024-08-15 00:00:00,RATP_Open_Data_2024,2.54,5.19,110,6.4,3.8,6.54,5.28,2024-02-13 00:00:00,4.22,Bordeaux,8.09,3.81,5.59,3.11
Strasbourg,Occitanie,6.52,4.96,8.57,1.61,1.24,5.92,5.48,5.59,110,4.23,2024-01-30 00:00:00,Data.gouv.fr,3.71,3.01,80,1.37,8.02,5.08,2.82,2024-04-20 00:00:00,3.0,Nice,4.57,4.61,8.07,7.22
Lyon,Normandie,3.01,4.74,6.6,1.87,6.75,5.18,6.39,5.33,80,8.28,2024-02-12 00:00:00,Airparif,6.89,7.23,30,7.54,8.18,3.1,8.43,2024-09-11 00:00:00,2.04,Strasbourg,4.9,3.31,8.38,2.75
Paris,Pays de la Loire,4.16,5.01,2.76,4.11,2.07,8.2,5.45,4.5,30,2.81,2024-05-02 00:00:00,Airparif,3.6,4.86,130,5.45,1.67,6.89,8.26,2024-11-20 00:00:00,6.24,Lille,1.37,6.5,5.11,3.47
Montpellier,Provence-Alpes-Côte d'Azur,1.96,5.28,2.04,1.79,3.67,1.35,3.59,4.45,70,3.96,2024-11-20 00:00:00,SNCF_Open_Data,4.04,2.31,45,8.34,8.35,7.82,7.78,2024-02-27 00:00:00,8.75,Nice,7.39,5.65,4.07,4.8
Nice,Île-de-France,2.72,8.62,5.27,2.84,5.19,4.94,3.62,5.74,45,7.62,2024-04-25 00:00:00,Data.gouv.fr,3.92,4.46,110,1.53,3.18,3.33,7.27,2024-02-26 00:00:00,6.33,Montpellier,7.83,6.84,5.99,6.21
Strasbourg,Nouvelle-Aquitaine,2.65,8.59,1.24,4.64,7.63,5.32,1.24,3.94,50,1.21,2024-05-11 00:00:00,Data.gouv.fr,8.74,5.0,130,6.83,2.25,4.94,8.27,2024-02-17 00:00:00,6.53,Marseille,8.55,1.46,4.01,5.88
Toulouse,Hauts-de-France,7.97,6.64,6.22,3.72,8.75,7.38,4.97,8.48,130,4.98,2024-12-05 00:00:00,Airparif,2.73,5.28,30,7.1,6.68,8.11,3.02,2024-08-24 00:00:00,5.34,Lille,2.59,7.91,5.4,6.79
Toulouse,Île-de-France,4.06,5.18,8.0,7.5,2.59,2.04,4.21,6.79,130,7.48,2024-02-11 00:00:00,Airparif,1.95,1.38,30,6.81,2.08,2.12,4.84,2024-02-21 00:00:00,6.54,Lille,2.57,1.68,5.42,7.24
Marseille,Auvergne-Rhône-Alpes,8.38,6.32,5.49,2.4,1.31,8.43,3.1,1.48,110,5.54,2024-12-03 00:00:00,Météo-France,4.61,7.55,130,4.18,3.68,4.53,4.97,2024-10-22 00:00:00,3.15,Nantes,2.35,6.85,6.27,4.82
Montpellier,Bretagne,3.19,1.91,6.66,6.65,2.8,4.52,2.33,3.96,130,7.03,2024-11-26 00:00:00,RATP_Open_Data_2024,2.06,1.31,70,2.68,2.43,4.49,2.17,2024-07-16 00:00:00,5.79,Toulouse,2.73,4.86,5.12,2.17
Marseille,Pays de la Loire,6.87,2.1,4.42,4.3,6.0,4.44,7.7,6.16,110,3.27,2024-07-17 00:00:00,Data.gouv.fr,6.66,5.68,110,6.7,7.42,4.26,1.95,2024-02-10 00:00:00,5.98,Nantes,2.54,5.04,8.2,7.78
Bordeaux,Bretagne,2.54,3.31,5.94,3.26,6.47,3.96,3.37,7.42,130,7.89,2024-07-01 00:00:00,Météo-France,4.71,4.13,130,6.92,8.75,6.27,4.0,2024-02-02 00:00:00,5.44,Bordeaux,5.85,4.6,5.26,6.42
Nice,Île-de-France,3.82,3.53,4.51,6.08,2.39,6.26,4.53,8.76,70,5.96,2024-09-22 00:00:00,Data.gouv.fr,7.85,2.8,30,7.89,7.55,2.12,4.71,2024-12-10 00:00:00,6.0,Nice,5.26,7.9,1.94,2.59
Toulouse,Normandie,6.89,4.09,2.13,4.02,7.58,7.94,4.66,2.58,30,8.78,2024-11-22 00:00:00,SNCF_Open_Data,2.05,7.2,130,2.88,7.22,4.13,8.46,2024-07-30 00:00:00,2.12,Marseille,6.97,4.27,3.61,4.75
Bordeaux,Auvergne-Rhône-Alpes,1.83,8.53,3.88,3.5,8.61,1.45,1.23,3.47,80,8.34,2024-10-29 00:00:00,RATP_Open_Data_2024,5.93,3.83,80,5.56,3.27,4.12,7.75,2024-11-18 00:00:00,7.66,Paris,1.58,3.99,5.9,2.54
Nice,Bretagne,7.76,1.21,3.25,6.56,4.25,8.65,5.64,3.17,110,7.69,2024-05-01 00:00:00,Data.gouv.fr,6.19,2.18,45,3.71,5.54,1.67,2.45,2024-11-24 00:00:00,3.63,Marseille,6.26,5.35,3.58,4.6
Marseille,Bretagne,7.69,2.54,2.06,1.69,4.35,8.28,6.19,4.29,30,2.65,2024-07-29 00:00:00,Météo-France,7.48,2.8,30,4.19,8.28,3.13,6.53,2024-01-09 00:00:00,2.33,Paris,5.92,1.46,5.83,3.28
Strasbourg,Pays de la Loire,3.48,8.57,4.58,1.85,7.77,2.07,6.84,1.68,130,7.65,2024-07-30 00:00:00,SNCF_Open_Data,6.4,5.11,110,7.96,5.51,3.44,3.47,2024-07-04 00:00:00,2.5,Toulouse,2.79,6.2,4.04,5.84
Bordeaux,Auvergne-Rhône-Alpes,7.86,3.86,1.2,6.17,6.58,7.26,5.71,1.57,110,8.62,2024-01-27 00:00:00,SNCF_Open_Data,6.09,4.75,110,2.13,2.09,1.49,5.24,2024-06-04 00:00:00,8.17,Paris,3.32,4.13,4.96,8.08
Lyon,Auvergne-Rhône-Alpes,5.13,3.1,5.99,6.06,4.1,7.04,7.55,8.62,70,6.84,2024-11-29 00:00:00,Data.gouv.fr,4.73,4.84,30,4.39,7.83,2.07,1.43,2024-06-15 00:00:00,6.36,Bordeaux,1.41,6.65,6.72,3.9
Toulouse,Île-de-France,5.04,7.51,5.48,6.69,4.81,7.77,3.06,7.4,110,8.19,2024-11-18 00:00:00,Météo-France,1.3,7.87,130,4.78,7.38,5.48,7.23,2024-12-07 00:00:00,8.09,Nantes,8.71,6.75,2.37,6.77
Toulouse,Grand Est,2.72,7.64,6.7,7.55,2.1,3.9,3.24,8.66,70,8.29,2024-10-25 00:00:00,Météo-France,2.09,4.07,45,6.51,5.7,5.5,3.42,2024-07-15 00:00:00,5.57,Nantes,2.27,2.56,3.11,1.27
Marseille,Île-de-France,3.25,5.06,8.6,6.12,4.07,7.64,1.77,7.99,70,6.11,2024-02-29 00:00:00,SNCF_Open_Data,1.23,7.55,110,5.12,4.2,8.72,4.44,2024-04-04 00:00:00,7.15,Nice,2.61,3.46,4.36,5.09
Lyon,Bretagne,6.55,6.55,4.73,6.38,1.45,6.34,2.01,6.15,130,5.99,2024-06-17 00:00:00,Airparif,2.67,3.49,110,4.87,2.01,3.32,1.94,2024-11-24 00:00:00,4.81,Nantes,7.38,3.86,5.03,3.27
Nice,Auvergne-Rhône-Alpes,1.76,4.19,7.53,3.17,6.47,3.84,1.86,2.9,130,1.6,2024-01-13 00:00:00,Airparif,4.01,2.68,50,4.77,1.71,1.66,6.32,2024-06-18 00:00:00,8.71,Bordeaux,6.48,2.73,7.6,5.19
Nice,Occitanie,5.45,2.37,2.73,5.31,3.25,4.81,6.99,4.56,30,6.99,2024-08-24 00:00:00,Airparif,6.82,8.78,50,6.51,7.96,7.98,3.24,2024-07-27 00:00:00,2.01,Montpellier,7.99,2.34,2.79,1.84
Bordeaux,Bretagne,2.44,6.95,6.13,6.18,2.15,7.06,7.14,1.85,70,7.67,2024-12-25 00:00:00,SNCF_Open_Data,6.33,3.65,50,2.21,1.86,5.84,5.12,2024-10-15 00:00:00,3.75,Montpellier,6.71,3.49,5.73,1.31
Montpellier,Pays de la Loire,1.24,5.15,4.57,7.17,2.45,7.17,7.16,6.7,110,6.68,2024-04-07 00:00:00,RATP_Open_Data_2024,2.31,1.81,50,8.07,6.59,4.53,3.65,2024-04-14 00:00:00,6.45,Lille,6.56,7.7,1.82,6.21
Paris,Pays de la Loire,2.34,4.62,4.88,1.67,7.23,5.67,5.91,2.25,45,1.54,2024-08-26 00:00:00,RATP_Open_Data_2024,3.25,3.29,30,5.77,7.61,2.8,6.44,2024-06-30 00:00:00,5.26,Nice,7.35,3.98,6.2,5.54
Nantes,Pays de la Loire,2.2,6.23,2.36,1.68,7.56,4.58,5.43,1.62,70,4.7,2024-08-03 00:00:00,Data.gouv.fr,8.68,2.89,45,6.39,7.86,5.08,8.04,2024-05-03 00:00:00,1.52,Nantes,4.53,3.14,5.27,7.59
Toulouse,Hauts-de-France,8.33,3.91,5.19,5.84,6.47,8.24,6.66,4.96,50,8.06,2024-10-11 00:00:00,RATP_Open_Data_2024,7.5,3.28,110,5.4,8.71,7.18,7.3,2024-09-03 00:00:00,4.36,Marseille,3.68,2.15,7.27,2.96
Lille,Occitanie,6.47,6.2,8.64,4.6,7.4,8.53,3.01,1.62,130,8.5,2024-03-27 00:00:00,Météo-France,7.77,6.89,80,3.67,5.31,6.82,5.26,2024-03-13 00:00:00,2.94,Marseille,6.92,4.35,8.19,2.12
Marseille,Grand Est,1.99,8.32,2.13,5.48,3.12,3.69,5.43,4.17,50,3.89,2024-12-23 00:00:00,Data.gouv.fr,4.04,3.55,30,1.24,8.74,6.95,1.62,2024-11-23 00:00:00,6.01,Nantes,7.3,3.43,3.85,3.08
Nantes,Normandie,7.8,4.1,8.36,6.62,4.37,4.66,8.21,7.62,45,3.52,2024-04-14 00:00:00,Météo-France,4.08,8.28,110,2.61,5.68,8.51,2.32,2024-10-23 00:00:00,5.24,Paris,1.75,8.65,8.51,5.73
Nice,Nouvelle-Aquitaine,3.13,7.35,5.58,5.32,7.05,3.55,3.61,2.9,130,3.46,2024-09-04 00:00:00,Data.gouv.fr,6.68,6.24,50,3.39,5.11,4.07,1.26,2024-10-25 00:00:00,4.83,Bordeaux,6.68,3.09,4.86,1.53
Nice,Pays de la Loire,7.4,7.61,7.37,8.49,7.06,7.12,3.71,4.62,30,7.22,2024-02-28 00:00:00,RATP_Open_Data_2024,7.43,8.42,80,8.27,8.44,1.81,1.75,2024-04-11 00:00:00,5.35,Strasbourg,6.11,3.42,4.75,5.98
Lyon,Bretagne,3.49,5.05,6.82,3.14,6.14,8.58,6.53,8.23,130,3.32,2024-06-21 00:00:00,Airparif,1.7,8.35,30,5.79,2.69,6.81,7.32,2024-09-06 00:00:00,8.24,Montpellier,2.57,7.95,7.7,6.59
Lyon,Grand Est,7.66,3.86,3.37,7.28,2.26,2.21,2.17,2.86,130,4.7,2024-10-13 00:00:00,SNCF_Open_Data,2.2,7.87,50,4.84,6.14,3.11,3.59,2024-03-24 00:00:00,3.01,Toulouse,7.45,5.2,7.43,4.38
Strasbourg,Provence-Alpes-Côte d'Azur,5.04,8.75,5.32,8.38,8.4,5.63,3.79,8.28,70,2.59,2024-10-30 00:00:00,Airparif,7.61,2.26,45,1.38,6.88,8.05,4.51,2024-02-18 00:00:00,4.82,Paris,6.34,1.65,1.47,2.31
Toulouse,Normandie,6.55,4.91,6.42,7.66,4.95,5.2,1.95,4.39,50,1.36,2024-03-25 00:00:00,SNCF_Open_Data,1.29,6.75,80,6.98,3.07,4.39,3.56,2024-10-17 00:00:00,3.98,Bordeaux,5.75,8.29,5.93,3.14
Bordeaux,Bretagne,1.86,7.72,5.59,2.39,4.88,3.41,2.71,5.9,50,4.25,2024-08-26 00:00:00,Météo-France,8.78,4.98,110,3.46,4.14,7.45,5.75,2024-05-29 00:00:00,7.55,Bordeaux,3.62,6.37,2.62,2.95
Toulouse,Grand Est,1.36,2.79,2.98,6.38,8.43,3.2,7.78,6.77,70,6.55,2024-08-18 00:00:00,Airparif,1.25,4.28,110,4.14,2.92,4.62,1.57,2024-06-23 00:00:00,8.09,Montpellier,1.93,3.6,2.58,1.32
Montpellier,Nouvelle-Aquitaine,5.2,4.75,7.92,2.87,5.92,6.51,8.76,6.05,50,4.21,2024-03-15 00:00:00,Airparif,4.79,1.78,130,8.08,7.83,4.93,1.33,2024-11-02 00:00:00,7.36,Paris,7.69,3.04,1.94,4.13
Strasbourg,Pays de la Loire,8.58,2.59,6.2,8.43,5.63,8.39,5.07,3.64,30,7.9,2024-09-24 00:00:00,Data.gouv.fr,7.97,6.31,45,4.8,1.36,2.39,6.88,2024-10-01 00:00:00,7.32,Lyon,3.32,4.63,4.83,6.95
Toulouse,Île-de-France,8.54,4.61,8.47,6.83,8.21,6.75,4.61,5.07,30,7.17,2024-06-30 00:00:00,Airparif,5.95,8.4,50,3.24,3.33,3.5,4.14,2024-09-02 00:00:00,1.85,Paris,6.23,2.52,1.6,7.23
Nice,Normandie,8.0,5.22,4.61,4.65,1.78,5.72,5.78,4.71,45,2.2,2024-06-15 00:00:00,RATP_Open_Data_2024,3.79,4.7,45,8.56,4.36,1.98,6.02,2024-02-28 00:00:00,6.86,Nantes,1.28,4.32,3.04,4.8
Montpellier,Île-de-France,1.6,8.07,8.69,6.36,4.0,5.26,6.23,3.57,50,1.31,2024-04-19 00:00:00,RATP_Open_Data_2024,7.4,7.88,70,2.39,6.56,7.61,6.66,2024-05-10 00:00:00,1.27,Nice,6.79,1.78,4.89,5.51
Lyon,Nouvelle-Aquitaine,3.45,7.35,8.35,5.48,5.24,1.22,8.51,7.0,30,7.86,2024-02-20 00:00:00,Météo-France,5.36,2.95,30,3.59,7.41,5.56,2.47,2024-02-10 00:00:00,6.27,Lille,7.21,2.5,6.76,7.09
Paris,Île-de-France,8.71,3.66,3.14,6.61,4.74,3.91,1.32,1.55,130,2.06,2024-04-04 00:00:00,Météo-France,8.03,2.07,50,1.72,1.5,3.24,3.14,2024-03-14 00:00:00,6.77,Strasbourg,3.34,1.89,2.04,2.76
Strasbourg,Nouvelle-Aquitaine,5.53,2.85,5.73,7.48,2.78,7.77,4.48,1.76,45,3.08,2024-01-13 00:00:00,Météo-France,3.74,2.0,30,7.98,1.63,7.08,8.12,2024-07-19 00:00:00,2.69,Paris,5.12,8.48,1.21,7.47
Lyon,Nouvelle-Aquitaine,3.23,6.32,5.02,2.03,5.06,3.65,6.39,5.53,110,3.85,2024-12-10 00:00:00,RATP_Open_Data_2024,4.91,4.77,50,8.28,6.37,8.63,7.73,2024-01-03 00:00:00,1.5,Bordeaux,5.89,2.03,7.63,5.49
Strasbourg,Pays de la Loire,8.33,8.67,3.78,5.93,6.56,1.33,5.17,2.33,110,4.9,2024-11-30 00:00:00,SNCF_Open_Data,4.11,7.82,50,3.61,3.58,1.37,2.47,2024-11-05 00:00:00,6.17,Lyon,6.44,7.94,4.96,5.1
Paris,Nouvelle-Aquitaine,5.04,5.61,8.48,2.23,2.6,8.35,7.43,7.44,70,8.69,2024-10-16 00:00:00,RATP_Open_Data_2024,7.85,8.12,70,1.92,2.79,3.71,5.26,2024-05-29 00:00:00,7.36,Marseille,8.09,4.12,8.53,5.77
Marseille,Grand Est,5.57,3.67,5.99,2.26,7.6,2.15,7.51,2.89,70,7.0,2024-10-16 00:00:00,RATP_Open_Data_2024,5.11,8.8,70,8.18,3.92,8.76,1.64,2024-02-12 00:00:00,3.22,Bordeaux,3.51,4.33,2.0,7.87
Lyon,Île-de-France,7.53,2.17,4.33,7.93,3.48,5.16,5.53,4.36,130,4.13,2024-12-11 00:00:00,Météo-France,4.92,7.98,130,6.13,3.63,2.03,8.68,2024-05-29 00:00:00,1.69,Nice,4.24,2.29,6.15,7.67
Paris,Auvergne-Rhône-Alpes,6.92,7.03,1.73,7.48,6.47,5.1,7.62,3.97,50,5.03,2024-09-16 00:00:00,Airparif,8.18,5.71,110,5.91,2.96,6.21,5.55,2024-02-27 00:00:00,1.61,Paris,6.81,4.14,2.64,5.51
Toulouse,Nouvelle-Aquitaine,5.33,3.08,6.76,4.19,8.23,7.65,1.88,4.03,70,2.71,2024-10-31 00:00:00,Data.gouv.fr,8.74,3.08,80,1.33,1.53,7.66,3.29,2024-11-16 00:00:00,4.51,Lyon,8.49,4.0,4.77,2.02
Bordeaux,Île-de-France,5.09,5.18,5.7,5.61,2.27,6.39,8.11,6.43,80,4.23,2024-05-19 00:00:00,Data.gouv.fr,7.44,7.51,110,7.19,8.38,8.4,8.61,2024-11-21 00:00:00,2.02,Toulouse,1.82,7.2,1.44,1.76
Bordeaux,Normandie,7.75,1.74,3.36,6.16,8.72,7.21,5.51,2.94,30,2.17,2024-07-07 00:00:00,Météo-France,2.15,8.15,110,4.7,1.27,7.08,8.37,2024-01-26 00:00:00,2.02,Lille,2.33,1.39,2.75,3.98
Marseille,Bretagne,4.75,5.07,5.31,5.32,3.39,6.18,2.52,3.74,50,7.17,2024-12-25 00:00:00,Data.gouv.fr,2.91,5.7,70,2.87,3.95,5.98,4.56,2024-03-23 00:00:00,1.3,Strasbourg,2.83,3.08,3.91,4.19
Marseille,Auvergne-Rhône-Alpes,4.01,4.75,7.31,1.51,2.72,5.82,7.42,5.0,45,4.01,2024-02-13 00:00:00,SNCF_Open_Data,3.89,7.07,110,7.13,5.26,6.83,3.38,2024-04-08 00:00:00,4.14,Marseille,3.49,8.49,2.88,7.53
Paris,Île-de-France,2.38,5.69,4.99,7.15,1.54,5.14,7.9,4.95,130,7.71,2024-03-10 00:00:00,Airparif,3.38,1.51,45,1.8,1.83,8.28,2.25,2024-07-03 00:00:00,6.7,Paris,4.69,5.39,3.21,3.76
Strasbourg,Pays de la Loire,2.06,4.24,2.84,1.6,1.48,3.41,6.88,6.41,70,3.15,2024-12-18 00:00:00,Météo-France,6.98,6.33,80,6.2,5.26,8.46,2.41,2024-01-27 00:00:00,6.6,Strasbourg,2.63,7.42,2.87,1.38
Nice,Provence-Alpes-Côte d'Azur,8.66,2.22,5.42,2.59,3.64,8.29,2.52,2.66,80,8.42,2024-02-16 00:00:00,RATP_Open_Data_2024,7.46,4.84,70,2.31,3.43,2.51,8.46,2024-05-18 00:00:00,6.58,Nantes,3.98,3.02,5.25,6.16
Toulouse,Pays de la Loire,2.55,8.3,6.24,1.67,4.47,7.3,2.0,6.07,80,4.82,2024-06-02 00:00:00,Data.gouv.fr,2.55,8.69,45,8.44,5.29,2.26,3.31,2024-01-25 00:00:00,6.17,Montpellier,1.28,2.01,8.33,7.06
Paris,Bretagne,7.13,7.91,8.41,1.43,7.1,3.15,7.15,2.6,80,8.06,2024-02-19 00:00:00,Airparif,7.35,4.02,130,6.97,2.77,8.65,8.59,2024-09-03 00:00:00,2.71,Bordeaux,6.82,3.2,1.82,6.46
Nice,Grand Est,4.23,1.25,4.11,4.29,3.26,3.17,7.28,6.77,80,8.33,2024-05-20 00:00:00,Météo-France,7.17,5.49,45,6.88,6.85,8.23,8.2,2024-06-10 00:00:00,5.88,Montpellier,4.43,6.71,4.29,5.87
Toulouse,Occitanie,8.28,5.82,6.48,7.45,8.19,4.28,1.42,7.93,50,7.47,2024-03-10 00:00:00,Airparif,7.17,5.33,50,6.83,1.48,3.92,7.6,2024-12-07 00:00:00,1.22,Montpellier,8.11,6.25,6.23,4.87
Nice,Normandie,2.44,5.11,2.65,6.79,2.03,6.62,5.06,5.3,50,1.49,2024-07-10 00:00:00,Météo-France,3.69,7.21,50,3.94,7.23,5.42,3.91,2024-11-21 00:00:00,3.21,Nantes,2.13,6.39,3.51,4.52
Bordeaux,Grand Est,5.59,5.19,6.51,1.26,8.78,8.33,5.18,6.88,130,1.46,2024-03-09 00:00:00,Météo-France,3.51,7.16,50,6.86,7.83,4.08,6.18,2024-01-02 00:00:00,3.6,Nice,5.05,3.2,4.39,6.73
